# ln(P)                  Mass, $M/M_{\odot}$    Metallicity, $\log_{10}\left(Z_0\right)$ Mass of He core, $M_{He-core}/M_{\odot}$
  -2.284680798643966e+01  1.074042912574040e+00 -1.788481212536556e+00  1.787582210622840e-01
  -2.524483458244244e+01  1.084020885425778e+00 -1.798759414486363e+00  1.774083173240367e-01
  -2.205732138142326e+01  1.064651668299211e+00 -1.760143222924229e+00  1.798380904916680e-01
  -2.221062025090012e+01  1.046370329873671e+00 -1.765953761350344e+00  1.827507903491690e-01
  -1.940820836001818e+01  1.058588280766473e+00 -1.756968442126107e+00  1.807325782140541e-01
  -1.940820836001818e+01  1.058588280766473e+00 -1.756968442126107e+00  1.807325782140541e-01
  -1.940820836001818e+01  1.058588280766473e+00 -1.756968442126107e+00  1.807325782140541e-01
  -1.940820836001818e+01  1.058588280766473e+00 -1.756968442126107e+00  1.807325782140541e-01
  -1.985070701985173e+01  1.054265976924448e+00 -1.754101402419497e+00  1.813926883615744e-01
  -1.883753025646460e+01  1.058376120122152e+00 -1.734262097827120e+00  1.806877768876697e-01
  -1.883753025646460e+01  1.058376120122152e+00 -1.734262097827120e+00  1.806877768876697e-01
  -1.883753025646460e+01  1.058376120122152e+00 -1.734262097827120e+00  1.806877768876697e-01
  -1.883753025646460e+01  1.058376120122152e+00 -1.734262097827120e+00  1.806877768876697e-01
  -1.883753025646460e+01  1.058376120122152e+00 -1.734262097827120e+00  1.806877768876697e-01
  -1.878449628979676e+01  1.057914948049638e+00 -1.734393192683243e+00  1.807588593298561e-01
  -1.931757434268885e+01  1.060054347083923e+00 -1.771190160030599e+00  1.806830230712862e-01
  -1.931757434268885e+01  1.060054347083923e+00 -1.771190160030599e+00  1.806830230712862e-01
  -1.904596479066105e+01  1.059675891192512e+00 -1.761896375842317e+00  1.806257062553696e-01
  -1.903594783592118e+01  1.059673793446934e+00 -1.761904848014024e+00  1.806261014063461e-01
  -1.903594783592118e+01  1.059673793446934e+00 -1.761904848014024e+00  1.806261014063461e-01
  -1.903594783592118e+01  1.059673793446934e+00 -1.761904848014024e+00  1.806261014063461e-01
  -1.903594783592118e+01  1.059673793446934e+00 -1.761904848014024e+00  1.806261014063461e-01
  -1.903594783592118e+01  1.059673793446934e+00 -1.761904848014024e+00  1.806261014063461e-01
  -1.903594783592118e+01  1.059673793446934e+00 -1.761904848014024e+00  1.806261014063461e-01
  -1.914342076635835e+01  1.048416246682189e+00 -1.703610971116062e+00  1.821092722732563e-01
  -2.363170918446279e+01  1.045934579922474e+00 -1.680697701229739e+00  1.823974933981935e-01
  -2.077520451001505e+01  1.044369318608454e+00 -1.672823411491642e+00  1.826083582146608e-01
  -2.061643761617853e+01  1.043505418421037e+00 -1.670099537137792e+00  1.827309509274296e-01
  -2.021178108802572e+01  1.055174938387273e+00 -1.766102351549621e+00  1.813682785906818e-01
  -2.011349774818016e+01  1.054429308305092e+00 -1.763465459497149e+00  1.814506421963790e-01
  -2.011349774818016e+01  1.054429308305092e+00 -1.763465459497149e+00  1.814506421963790e-01
  -2.050870605416239e+01  1.045970266594801e+00 -1.723626317737279e+00  1.826049493652183e-01
  -2.050870605416239e+01  1.045970266594801e+00 -1.723626317737279e+00  1.826049493652183e-01
  -1.883022882810858e+01  1.053583820503487e+00 -1.714328254196607e+00  1.813178561370802e-01
  -1.883022882810858e+01  1.053583820503487e+00 -1.714328254196607e+00  1.813178561370802e-01
  -2.038088511069789e+01  1.056508470640103e+00 -1.785474662365775e+00  1.814000948255548e-01
  -2.007827375377083e+01  1.063659592949250e+00 -1.787060150972329e+00  1.803210174908368e-01
  -2.007827375377083e+01  1.063659592949250e+00 -1.787060150972329e+00  1.803210174908368e-01
  -1.883022882810858e+01  1.053583820503487e+00 -1.714328254196607e+00  1.813178561370802e-01
  -1.883022882810858e+01  1.053583820503487e+00 -1.714328254196607e+00  1.813178561370802e-01
  -1.990335282394601e+01  1.051730223163873e+00 -1.762432285257422e+00  1.818582276860647e-01
  -1.990335282394601e+01  1.051730223163873e+00 -1.762432285257422e+00  1.818582276860647e-01
  -2.092696444198745e+01  1.051830555879757e+00 -1.758913175120768e+00  1.818004454228342e-01
  -1.998717544913453e+01  1.063388722483919e+00 -1.767259338722679e+00  1.801210996641702e-01
  -1.998717544913453e+01  1.063388722483919e+00 -1.767259338722679e+00  1.801210996641702e-01
  -1.998717544913453e+01  1.063388722483919e+00 -1.767259338722679e+00  1.801210996641702e-01
  -1.998717544913453e+01  1.063388722483919e+00 -1.767259338722679e+00  1.801210996641702e-01
  -2.012817758014641e+01  1.064300883793316e+00 -1.769009904659802e+00  1.800023485183800e-01
  -2.012817758014641e+01  1.064300883793316e+00 -1.769009904659802e+00  1.800023485183800e-01
  -2.012817758014641e+01  1.064300883793316e+00 -1.769009904659802e+00  1.800023485183800e-01
  -1.998950893162002e+01  1.059677267012952e+00 -1.718297364856613e+00  1.804156888512490e-01
  -1.962528815036469e+01  1.057554178597864e+00 -1.768358334510029e+00  1.810304220322950e-01
  -1.926126334642797e+01  1.053386429206846e+00 -1.756914866858403e+00  1.815313355951858e-01
  -2.122422856300254e+01  1.065853221689409e+00 -1.779598945978032e+00  1.798907898271182e-01
  -2.109240491579887e+01  1.065533104231982e+00 -1.779454212863994e+00  1.799383397132152e-01
  -2.109240491579887e+01  1.065533104231982e+00 -1.779454212863994e+00  1.799383397132152e-01
  -2.093974724892342e+01  1.068644784748397e+00 -1.786196238537931e+00  1.795413727258879e-01
  -2.093974724892342e+01  1.068644784748397e+00 -1.786196238537931e+00  1.795413727258879e-01
  -2.032030156613150e+01  1.062269266928381e+00 -1.696687498700696e+00  1.799027758354303e-01
  -2.032030156613150e+01  1.062269266928381e+00 -1.696687498700696e+00  1.799027758354303e-01
  -2.032030156613150e+01  1.062269266928381e+00 -1.696687498700696e+00  1.799027758354303e-01
  -2.032030156613150e+01  1.062269266928381e+00 -1.696687498700696e+00  1.799027758354303e-01
  -2.032030156613150e+01  1.062269266928381e+00 -1.696687498700696e+00  1.799027758354303e-01
  -2.032030156613150e+01  1.062269266928381e+00 -1.696687498700696e+00  1.799027758354303e-01
  -2.032030156613150e+01  1.062269266928381e+00 -1.696687498700696e+00  1.799027758354303e-01
  -2.032030156613150e+01  1.062269266928381e+00 -1.696687498700696e+00  1.799027758354303e-01
  -2.032030156613150e+01  1.062269266928381e+00 -1.696687498700696e+00  1.799027758354303e-01
  -2.032030156613150e+01  1.062269266928381e+00 -1.696687498700696e+00  1.799027758354303e-01
  -2.032030156613150e+01  1.062269266928381e+00 -1.696687498700696e+00  1.799027758354303e-01
  -2.032030156613150e+01  1.062269266928381e+00 -1.696687498700696e+00  1.799027758354303e-01
  -1.997778834205840e+01  1.052628197753038e+00 -1.776571202546210e+00  1.818887865563917e-01
  -1.994773700837502e+01  1.052883303478584e+00 -1.776457812675001e+00  1.818481368950494e-01
  -1.994773700837502e+01  1.052883303478584e+00 -1.776457812675001e+00  1.818481368950494e-01
  -1.968844697145011e+01  1.044476862459879e+00 -1.656742811663102e+00  1.824837856989208e-01
  -1.968844697145011e+01  1.044476862459879e+00 -1.656742811663102e+00  1.824837856989208e-01
  -1.968844697145011e+01  1.044476862459879e+00 -1.656742811663102e+00  1.824837856989208e-01
  -1.968844697145011e+01  1.044476862459879e+00 -1.656742811663102e+00  1.824837856989208e-01
  -2.084457213122016e+01  1.064109625508947e+00 -1.764141201040382e+00  1.799715448794839e-01
  -1.954147168679398e+01  1.061727103209104e+00 -1.778471788415971e+00  1.805143638797274e-01
  -1.961275692616047e+01  1.060767708344748e+00 -1.779193252967370e+00  1.806708990135773e-01
  -1.950220433896601e+01  1.059415502209716e+00 -1.778893023195796e+00  1.808743336574333e-01
  -1.929434161806513e+01  1.057832184649320e+00 -1.768826605989178e+00  1.809938844636077e-01
  -1.929434161806513e+01  1.057832184649320e+00 -1.768826605989178e+00  1.809938844636077e-01
  -1.897128939224251e+01  1.057631531103119e+00 -1.768231965218890e+00  1.810181470413382e-01
  -1.897128939224251e+01  1.057631531103119e+00 -1.768231965218890e+00  1.810181470413382e-01
  -1.897128939224251e+01  1.057631531103119e+00 -1.768231965218890e+00  1.810181470413382e-01
  -1.897128939224251e+01  1.057631531103119e+00 -1.768231965218890e+00  1.810181470413382e-01
  -1.897128939224251e+01  1.057631531103119e+00 -1.768231965218890e+00  1.810181470413382e-01
  -2.012181020910481e+01  1.061554634996611e+00 -1.705171534480699e+00  1.800594572205854e-01
  -2.012181020910481e+01  1.061554634996611e+00 -1.705171534480699e+00  1.800594572205854e-01
  -1.958598393364538e+01  1.063268200995784e+00 -1.768085174169897e+00  1.801479200045080e-01
  -1.958598393364538e+01  1.063268200995784e+00 -1.768085174169897e+00  1.801479200045080e-01
  -1.958598393364538e+01  1.063268200995784e+00 -1.768085174169897e+00  1.801479200045080e-01
  -2.049370801618520e+01  1.045315397250543e+00 -1.766470004982289e+00  1.829227990309577e-01
  -2.039589501214262e+01  1.045734017916181e+00 -1.766405052636725e+00  1.828559256829415e-01
  -2.039589501214262e+01  1.045734017916181e+00 -1.766405052636725e+00  1.828559256829415e-01
  -2.039589501214262e+01  1.045734017916181e+00 -1.766405052636725e+00  1.828559256829415e-01
  -2.039589501214262e+01  1.045734017916181e+00 -1.766405052636725e+00  1.828559256829415e-01
  -2.039589501214262e+01  1.045734017916181e+00 -1.766405052636725e+00  1.828559256829415e-01
  -2.039589501214262e+01  1.045734017916181e+00 -1.766405052636725e+00  1.828559256829415e-01
  -2.221062025090012e+01  1.046370329873671e+00 -1.765953761350344e+00  1.827507903491690e-01
  -2.221062025090012e+01  1.046370329873671e+00 -1.765953761350344e+00  1.827507903491690e-01
  -2.433030354806225e+01  9.793800033636066e-01 -1.526672454197780e+00  1.918937203223411e-01
  -2.433030354806225e+01  9.793800033636066e-01 -1.526672454197780e+00  1.918937203223411e-01
  -2.093060614904883e+01  1.067705608603890e+00 -1.795415639590693e+00  1.797992889026894e-01
  -2.093060614904883e+01  1.067705608603890e+00 -1.795415639590693e+00  1.797992889026894e-01
  -2.058749900321470e+01  1.065638688590124e+00 -1.792977847842355e+00  1.800882245886072e-01
  -2.112497439627978e+01  1.057996403631258e+00 -1.779598190121719e+00  1.811035775461518e-01
  -2.005241504042122e+01  1.058074250931490e+00 -1.776621787281390e+00  1.810547814452836e-01
  -2.086175197569291e+01  1.062458507652434e+00 -1.683161647163585e+00  1.797904628881582e-01
  -2.230993180389216e+01  1.073624276729379e+00 -1.800679039267782e+00  1.789675864972965e-01
  -2.468360235633882e+01  1.075139668908146e+00 -1.828580007948439e+00  1.790634346298071e-01
  -2.221062025090012e+01  1.046370329873671e+00 -1.765953761350344e+00  1.827507903491690e-01
  -2.140512123210961e+01  1.055901614906077e+00 -1.653519863030993e+00  1.805866406134637e-01
  -1.970660097632932e+01  1.051614047319883e+00 -1.685624400049348e+00  1.814875829467177e-01
  -1.970660097632932e+01  1.051614047319883e+00 -1.685624400049348e+00  1.814875829467177e-01
  -1.970660097632932e+01  1.051614047319883e+00 -1.685624400049348e+00  1.814875829467177e-01
  -1.970660097632932e+01  1.051614047319883e+00 -1.685624400049348e+00  1.814875829467177e-01
  -1.970660097632932e+01  1.051614047319883e+00 -1.685624400049348e+00  1.814875829467177e-01
  -1.970660097632932e+01  1.051614047319883e+00 -1.685624400049348e+00  1.814875829467177e-01
  -2.002485782699518e+01  1.048637374587043e+00 -1.715750706470033e+00  1.821315664337332e-01
  -2.002485782699518e+01  1.048637374587043e+00 -1.715750706470033e+00  1.821315664337332e-01
  -2.152062453557551e+01  1.072556332742790e+00 -1.783852481536550e+00  1.789244745462292e-01
  -2.152062453557551e+01  1.072556332742790e+00 -1.783852481536550e+00  1.789244745462292e-01
  -2.152062453557551e+01  1.072556332742790e+00 -1.783852481536550e+00  1.789244745462292e-01
  -2.152062453557551e+01  1.072556332742790e+00 -1.783852481536550e+00  1.789244745462292e-01
  -2.107337104220260e+01  1.052912169691884e+00 -1.784244590011665e+00  1.819378115651239e-01
  -1.970781699966962e+01  1.046137714773031e+00 -1.716329338931913e+00  1.825447685209832e-01
  -2.300956026410845e+01  1.076720715955791e+00 -1.789176047590912e+00  1.783736955591965e-01
  -2.141932737130525e+01  1.060569655657875e+00 -1.787939407752252e+00  1.808038663363749e-01
  -1.883960367206936e+01  1.056701753203255e+00 -1.752362520701372e+00  1.810113756584060e-01
  -1.900124749538482e+01  1.056373133559485e+00 -1.752757373430761e+00  1.810634127285856e-01
  -1.900124749538482e+01  1.056373133559485e+00 -1.752757373430761e+00  1.810634127285856e-01
  -2.090250158014411e+01  1.067189947021719e+00 -1.732504181897919e+00  1.793315960397511e-01
  -2.090250158014411e+01  1.067189947021719e+00 -1.732504181897919e+00  1.793315960397511e-01
  -2.090250158014411e+01  1.067189947021719e+00 -1.732504181897919e+00  1.793315960397511e-01
  -2.108846657363467e+01  1.061852355944444e+00 -1.787722446390683e+00  1.806086615536066e-01
  -1.914472829562044e+01  1.060996974844737e+00 -1.765896123729247e+00  1.804711036944930e-01
  -1.914472829562044e+01  1.060996974844737e+00 -1.765896123729247e+00  1.804711036944930e-01
  -1.914472829562044e+01  1.060996974844737e+00 -1.765896123729247e+00  1.804711036944930e-01
  -2.038361975738914e+01  1.043589703118468e+00 -1.694881893383686e+00  1.828586049269587e-01
  -2.038361975738914e+01  1.043589703118468e+00 -1.694881893383686e+00  1.828586049269587e-01
  -2.038361975738914e+01  1.043589703118468e+00 -1.694881893383686e+00  1.828586049269587e-01
  -2.366477032854005e+01  1.059241502352406e+00 -1.774596421468716e+00  1.808446424949566e-01
  -2.366477032854005e+01  1.059241502352406e+00 -1.774596421468716e+00  1.808446424949566e-01
  -2.190534934214777e+01  1.065318841235296e+00 -1.797875249449384e+00  1.801982120201690e-01
  -2.249552775362632e+01  1.074221802759485e+00 -1.805419754916561e+00  1.789336932460353e-01
  -1.998950893162002e+01  1.059677267012952e+00 -1.718297364856613e+00  1.804156888512490e-01
  -2.281316378637069e+01  1.072029505057599e+00 -1.732072143781278e+00  1.786001775170043e-01
  -2.832578583899319e+01  1.084399016431983e+00 -1.858602577793728e+00  1.780020419513601e-01
  -2.045418227950369e+01  1.042865925728754e+00 -1.748309098590080e+00  1.831821138952031e-01
  -2.045418227950369e+01  1.042865925728754e+00 -1.748309098590080e+00  1.831821138952031e-01
  -2.045418227950369e+01  1.042865925728754e+00 -1.748309098590080e+00  1.831821138952031e-01
  -2.045418227950369e+01  1.042865925728754e+00 -1.748309098590080e+00  1.831821138952031e-01
  -2.144390335913820e+01  1.049276199771384e+00 -1.766563598480032e+00  1.822861652268555e-01
  -1.969102249612962e+01  1.057742781203088e+00 -1.774819964310939e+00  1.810835203609662e-01
  -1.940142383556638e+01  1.058081818461722e+00 -1.773983474054825e+00  1.810207748586974e-01
  -1.932743811258350e+01  1.057815011061045e+00 -1.774063496941747e+00  1.810625721166844e-01
  -1.916500087617174e+01  1.057796360521551e+00 -1.772390132066625e+00  1.810448174045662e-01
  -1.916500087617174e+01  1.057796360521551e+00 -1.772390132066625e+00  1.810448174045662e-01
  -1.916500087617174e+01  1.057796360521551e+00 -1.772390132066625e+00  1.810448174045662e-01
  -1.916500087617174e+01  1.057796360521551e+00 -1.772390132066625e+00  1.810448174045662e-01
  -1.916500087617174e+01  1.057796360521551e+00 -1.772390132066625e+00  1.810448174045662e-01
  -1.916500087617174e+01  1.057796360521551e+00 -1.772390132066625e+00  1.810448174045662e-01
  -1.916500087617174e+01  1.057796360521551e+00 -1.772390132066625e+00  1.810448174045662e-01
  -1.916500087617174e+01  1.057796360521551e+00 -1.772390132066625e+00  1.810448174045662e-01
  -1.916500087617174e+01  1.057796360521551e+00 -1.772390132066625e+00  1.810448174045662e-01
  -1.916500087617174e+01  1.057796360521551e+00 -1.772390132066625e+00  1.810448174045662e-01
  -1.916500087617174e+01  1.057796360521551e+00 -1.772390132066625e+00  1.810448174045662e-01
  -2.140478531000155e+01  1.066398972060938e+00 -1.783463594180948e+00  1.798542043497240e-01
  -2.076876324221303e+01  1.068135822774128e+00 -1.787903142882765e+00  1.796413368481279e-01
  -2.076876324221303e+01  1.068135822774128e+00 -1.787903142882765e+00  1.796413368481279e-01
  -2.076876324221303e+01  1.068135822774128e+00 -1.787903142882765e+00  1.796413368481279e-01
  -2.215422991042523e+01  1.043127593506785e+00 -1.701327103031819e+00  1.829640188630908e-01
  -1.979547209097613e+01  1.059003958070359e+00 -1.771638669652005e+00  1.808510241734147e-01
  -1.979547209097613e+01  1.059003958070359e+00 -1.771638669652005e+00  1.808510241734147e-01
  -2.167037179252854e+01  1.043361876273091e+00 -1.764637534277886e+00  1.832153213444883e-01
  -2.152113073829538e+01  1.042059899856076e+00 -1.764639890495968e+00  1.834226361592530e-01
  -2.147743338772590e+01  1.042120445988316e+00 -1.764664786465446e+00  1.834132448832149e-01
  -2.159189828122215e+01  1.049039355038353e+00 -1.775480476747309e+00  1.824369531067427e-01
  -1.882868944441917e+01  1.052642499304838e+00 -1.763518985063997e+00  1.817294843965557e-01
  -1.882868944441917e+01  1.052642499304838e+00 -1.763518985063997e+00  1.817294843965557e-01
  -1.882868944441917e+01  1.052642499304838e+00 -1.763518985063997e+00  1.817294843965557e-01
  -1.882868944441917e+01  1.052642499304838e+00 -1.763518985063997e+00  1.817294843965557e-01
  -1.882868944441917e+01  1.052642499304838e+00 -1.763518985063997e+00  1.817294843965557e-01
  -1.882868944441917e+01  1.052642499304838e+00 -1.763518985063997e+00  1.817294843965557e-01
  -1.930499038375754e+01  1.060190957669717e+00 -1.747312772589974e+00  1.804575173770282e-01
  -1.930499038375754e+01  1.060190957669717e+00 -1.747312772589974e+00  1.804575173770282e-01
  -1.930499038375754e+01  1.060190957669717e+00 -1.747312772589974e+00  1.804575173770282e-01
  -1.922241441246291e+01  1.047921424649084e+00 -1.713577625515846e+00  1.822360788890929e-01
  -1.922241441246291e+01  1.047921424649084e+00 -1.713577625515846e+00  1.822360788890929e-01
  -1.922241441246291e+01  1.047921424649084e+00 -1.713577625515846e+00  1.822360788890929e-01
  -1.920252444889758e+01  1.048011907831344e+00 -1.713812206456452e+00  1.822223469298872e-01
  -1.920252444889758e+01  1.048011907831344e+00 -1.713812206456452e+00  1.822223469298872e-01
  -1.920252444889758e+01  1.048011907831344e+00 -1.713812206456452e+00  1.822223469298872e-01
  -1.920252444889758e+01  1.048011907831344e+00 -1.713812206456452e+00  1.822223469298872e-01
  -1.920252444889758e+01  1.048011907831344e+00 -1.713812206456452e+00  1.822223469298872e-01
  -1.920252444889758e+01  1.048011907831344e+00 -1.713812206456452e+00  1.822223469298872e-01
  -1.920252444889758e+01  1.048011907831344e+00 -1.713812206456452e+00  1.822223469298872e-01
  -1.920252444889758e+01  1.048011907831344e+00 -1.713812206456452e+00  1.822223469298872e-01
  -1.920465727469617e+01  1.055537492010892e+00 -1.772435676823057e+00  1.813920126749739e-01
  -1.944358670117413e+01  1.054760137209160e+00 -1.774653897916006e+00  1.815388062536433e-01
  -1.944358670117413e+01  1.054760137209160e+00 -1.774653897916006e+00  1.815388062536433e-01
  -2.018772806087613e+01  1.064485919712496e+00 -1.785885707120819e+00  1.801808423723356e-01
  -2.018772806087613e+01  1.064485919712496e+00 -1.785885707120819e+00  1.801808423723356e-01
  -2.057908347870367e+01  1.049066762315513e+00 -1.773432386548621e+00  1.824048216766629e-01
  -2.194284144643184e+01  1.053544947849140e+00 -1.777281359440665e+00  1.817539516995104e-01
  -2.468360235633883e+01  1.075139668908146e+00 -1.828580007948439e+00  1.790634346298071e-01
  -2.468360235633883e+01  1.075139668908146e+00 -1.828580007948439e+00  1.790634346298071e-01
  -2.377604041445544e+01  1.052776748628361e+00 -1.799224388696426e+00  1.821324180061331e-01
  -2.125877361130208e+01  1.055743338854694e+00 -1.653383525950886e+00  1.806110262958587e-01
  -2.063624703359071e+01  1.066559015179697e+00 -1.739352427072628e+00  1.794540730684399e-01
  -2.063624703359071e+01  1.066559015179697e+00 -1.739352427072628e+00  1.794540730684399e-01
  -2.063624703359071e+01  1.066559015179697e+00 -1.739352427072628e+00  1.794540730684399e-01
  -2.001370827226793e+01  1.063105805936045e+00 -1.781137743501352e+00  1.803356134346641e-01
  -2.001370827226793e+01  1.063105805936045e+00 -1.781137743501352e+00  1.803356134346641e-01
  -2.001370827226793e+01  1.063105805936045e+00 -1.781137743501352e+00  1.803356134346641e-01
  -2.001370827226793e+01  1.063105805936045e+00 -1.781137743501352e+00  1.803356134346641e-01
  -2.001370827226793e+01  1.063105805936045e+00 -1.781137743501352e+00  1.803356134346641e-01
  -2.263065310041812e+01  1.070651267760987e+00 -1.810606757951392e+00  1.795233388300179e-01
  -2.223473763591685e+01  1.048623220461819e+00 -1.777291450055908e+00  1.825259354187631e-01
  -2.125877361130208e+01  1.055743338854694e+00 -1.653383525950886e+00  1.806110262958587e-01
  -1.940023069467014e+01  1.061592819314926e+00 -1.775622513853647e+00  1.804994560116979e-01
  -1.940023069467014e+01  1.061592819314926e+00 -1.775622513853647e+00  1.804994560116979e-01
  -1.945141613410304e+01  1.061900173262610e+00 -1.776235452437406e+00  1.804596383707763e-01
  -1.945141613410304e+01  1.061900173262610e+00 -1.776235452437406e+00  1.804596383707763e-01
  -1.927297766634161e+01  1.060033580685732e+00 -1.775036210763927e+00  1.807324406561902e-01
  -1.927297766634161e+01  1.060033580685732e+00 -1.775036210763927e+00  1.807324406561902e-01
  -1.927297766634161e+01  1.060033580685732e+00 -1.775036210763927e+00  1.807324406561902e-01
  -1.931785061519931e+01  1.057611176402363e+00 -1.775524806596930e+00  1.811111528880541e-01
  -1.931785061519931e+01  1.057611176402363e+00 -1.775524806596930e+00  1.811111528880541e-01
  -1.931785061519931e+01  1.057611176402363e+00 -1.775524806596930e+00  1.811111528880541e-01
  -1.933854361653042e+01  1.057231449906980e+00 -1.775418482637800e+00  1.811677540110820e-01
  -1.959966414604362e+01  1.055496912200618e+00 -1.774058559438443e+00  1.814193070333812e-01
  -1.959966414604362e+01  1.055496912200618e+00 -1.774058559438443e+00  1.814193070333812e-01
  -2.046673584457819e+01  1.053526263482198e+00 -1.777376438034729e+00  1.817625304513781e-01
  -2.046673584457819e+01  1.053526263482198e+00 -1.777376438034729e+00  1.817625304513781e-01
  -2.002585924256886e+01  1.048889401832121e+00 -1.744937520895449e+00  1.822008596215235e-01
  -2.002585924256886e+01  1.048889401832121e+00 -1.744937520895449e+00  1.822008596215235e-01
  -2.337779432458773e+01  1.043930630710948e+00 -1.775748724048916e+00  1.832579193084128e-01
  -1.889676543055520e+01  1.055563233980771e+00 -1.759046659735712e+00  1.812224569266280e-01
  -1.889676543055520e+01  1.055563233980771e+00 -1.759046659735712e+00  1.812224569266280e-01
  -1.889676543055520e+01  1.055563233980771e+00 -1.759046659735712e+00  1.812224569266280e-01
  -2.255040665961591e+01  1.055139817281220e+00 -1.784333983046437e+00  1.815932769566911e-01
  -2.276084636852697e+01  1.055002511928121e+00 -1.783881644849501e+00  1.816087956099119e-01
  -2.276084636852697e+01  1.055002511928121e+00 -1.783881644849501e+00  1.816087956099119e-01
  -2.159864651227833e+01  1.068402847158003e+00 -1.740106313232438e+00  1.791724996770880e-01
  -2.159864651227833e+01  1.068402847158003e+00 -1.740106313232438e+00  1.791724996770880e-01
  -2.162795479696985e+01  1.067667093961115e+00 -1.743511244496001e+00  1.792993314112678e-01
  -2.080860230219671e+01  1.057399369970644e+00 -1.771655457680497e+00  1.810937039367477e-01
  -2.072385764207146e+01  1.057318873923149e+00 -1.771848895390821e+00  1.811085268513404e-01
  -1.961158568754601e+01  1.061401556868329e+00 -1.765884820625388e+00  1.804075390454682e-01
  -2.228754945175574e+01  1.066690576718548e+00 -1.762523882224699e+00  1.795533221312049e-01
  -2.228076936317381e+01  1.065515246691294e+00 -1.758571883655430e+00  1.796846329940202e-01
  -2.076676966669932e+01  1.065299447036496e+00 -1.786063631338407e+00  1.800588774403539e-01
  -2.076676966669932e+01  1.065299447036496e+00 -1.786063631338407e+00  1.800588774403539e-01
  -2.076676966669932e+01  1.065299447036496e+00 -1.786063631338407e+00  1.800588774403539e-01
  -1.999802170143437e+01  1.061501664385575e+00 -1.781330290965595e+00  1.805845829791594e-01
  -1.953667923332520e+01  1.059699316613697e+00 -1.776981585417248e+00  1.808084519306986e-01
  -1.953667923332520e+01  1.059699316613697e+00 -1.776981585417248e+00  1.808084519306986e-01
  -2.314073250473312e+01  1.073628041934400e+00 -1.804589972326228e+00  1.790103845395419e-01
  -2.064502727957163e+01  1.067347310328215e+00 -1.776500649899677e+00  1.796262191702100e-01
  -2.062929359607402e+01  1.067365299498080e+00 -1.776388482720615e+00  1.796220254432865e-01
  -2.062929359607402e+01  1.067365299498080e+00 -1.776388482720615e+00  1.796220254432865e-01
  -2.003401215714383e+01  1.057287737731571e+00 -1.778924417470861e+00  1.812004328677992e-01
  -2.002367703496938e+01  1.057120029162964e+00 -1.778597931534326e+00  1.812222538555405e-01
  -2.162795479696985e+01  1.067667093961115e+00 -1.743511244496001e+00  1.792993314112678e-01
  -2.190735898837998e+01  1.048283500853007e+00 -1.777608189010027e+00  1.825804281792491e-01
  -2.190735898837998e+01  1.048283500853007e+00 -1.777608189010027e+00  1.825804281792491e-01
  -2.381599402080710e+01  1.078374749254939e+00 -1.808277281784983e+00  1.783525983050511e-01
  -2.480879375446391e+01  1.079924300851884e+00 -1.789860804521351e+00  1.779075978192532e-01
  -2.159189828122215e+01  1.049039355038353e+00 -1.775480476747309e+00  1.824369531067427e-01
  -1.873833255055974e+01  1.055917244315941e+00 -1.725768585815366e+00  1.810245952351946e-01
  -1.873833255055974e+01  1.055917244315941e+00 -1.725768585815366e+00  1.810245952351946e-01
  -1.873833255055974e+01  1.055917244315941e+00 -1.725768585815366e+00  1.810245952351946e-01
  -1.973480421419206e+01  1.046598733421606e+00 -1.725394635233605e+00  1.825064619134546e-01
  -1.924340208677344e+01  1.050946455800341e+00 -1.763687546613433e+00  1.819932113504180e-01
  -1.924340208677344e+01  1.050946455800341e+00 -1.763687546613433e+00  1.819932113504180e-01
  -1.924340208677344e+01  1.050946455800341e+00 -1.763687546613433e+00  1.819932113504180e-01
  -1.924340208677344e+01  1.050946455800341e+00 -1.763687546613433e+00  1.819932113504180e-01
  -1.924340208677344e+01  1.050946455800341e+00 -1.763687546613433e+00  1.819932113504180e-01
  -1.929569953232588e+01  1.051343124221937e+00 -1.764239353163646e+00  1.819389900498086e-01
  -2.070281204287520e+01  1.053849783460406e+00 -1.784148315647046e+00  1.817915657880402e-01
  -2.070281204287520e+01  1.053849783460406e+00 -1.784148315647046e+00  1.817915657880402e-01
  -2.172488862895587e+01  1.071079346111659e+00 -1.796352701105808e+00  1.792907853927745e-01
  -2.172488862895587e+01  1.071079346111659e+00 -1.796352701105808e+00  1.792907853927745e-01
  -2.172488862895587e+01  1.071079346111659e+00 -1.796352701105808e+00  1.792907853927745e-01
  -2.186988232266559e+01  1.045304736017098e+00 -1.774533058541857e+00  1.830235827053149e-01
  -2.186988232266559e+01  1.045304736017098e+00 -1.774533058541857e+00  1.830235827053149e-01
  -2.243873112234043e+01  1.052326126080787e+00 -1.767375497299405e+00  1.818284684584340e-01
  -2.148424954391173e+01  1.066485418311385e+00 -1.738832470767313e+00  1.794612501982507e-01
  -2.148424954391173e+01  1.066485418311385e+00 -1.738832470767313e+00  1.794612501982507e-01
  -2.148424954391173e+01  1.066485418311385e+00 -1.738832470767313e+00  1.794612501982507e-01
  -2.148424954391173e+01  1.066485418311385e+00 -1.738832470767313e+00  1.794612501982507e-01
  -2.116251774037772e+01  1.053807265029610e+00 -1.665935938431597e+00  1.810141557549554e-01
  -2.116251774037772e+01  1.053807265029610e+00 -1.665935938431597e+00  1.810141557549554e-01
