# ln(P)                  Mass, $M/M_{\odot}$    Metallicity, $\log_{10}\left(Z_0\right)$ Mass of He core, $M_{He-core}/M_{\odot}$ $A_3^{\mathrm{surf}}$  $A_{-1}^{\mathrm{surf}}$
  -2.537195353081150e+02  1.409716784404240e+00 -2.031411849080792e+00  3.464779217358451e+32  6.206554461316036e-11 -4.901613629296172e-06
  -2.551527077048149e+02  1.409670505302608e+00 -2.030336639797884e+00  3.464779217358451e+32  6.186349622429163e-11 -4.872813700682052e-06
  -2.511705679072845e+02  1.408305230574352e+00 -2.016951857231556e+00  3.464779217358451e+32  5.554707244326338e-11 -4.669443714664188e-06
  -2.527659215951379e+02  1.406631468706842e+00 -2.001020400802508e+00  3.464779217358451e+32  4.757417517122938e-11 -4.445771729199616e-06
  -2.509811911228017e+02  1.411638506294748e+00 -2.042116470462560e+00  3.464779217358451e+32  4.781374958811662e-11 -4.417597799143018e-06
  -2.509483974980130e+02  1.404670363013492e+00 -1.986578532042784e+00  3.464779217358451e+32  5.132120942207481e-11 -4.569194390385388e-06
  -2.537008041261723e+02  1.408306182609884e+00 -2.025725696100392e+00  3.464779217358451e+32  6.267118347957535e-11 -5.160904714967351e-06
  -2.515038788961811e+02  1.408834040154724e+00 -2.028484974462568e+00  3.464779217358451e+32  6.131906335719175e-11 -5.073033324154179e-06
  -2.491792419154165e+02  1.409627972587093e+00 -2.033190779080102e+00  3.464779217358451e+32  5.906109024882402e-11 -4.942208686433031e-06
  -2.491792419154165e+02  1.409627972587093e+00 -2.033190779080102e+00  3.464779217358451e+32  5.906109024882402e-11 -4.942208686433031e-06
  -2.488330696883257e+02  1.409885540616374e+00 -2.034529249750119e+00  3.464779217358451e+32  5.790228016756952e-11 -4.888031679921368e-06
  -2.488330696883257e+02  1.409885540616374e+00 -2.034529249750119e+00  3.464779217358451e+32  5.790228016756952e-11 -4.888031679921368e-06
  -2.487105174986891e+02  1.409971716395143e+00 -2.035057940829847e+00  3.464779217358451e+32  5.769091565912789e-11 -4.874955338987865e-06
  -2.490281476363046e+02  1.409780543254323e+00 -2.033848968364876e+00  3.464779217358451e+32  5.721101429152828e-11 -4.874670433582162e-06
  -2.487433968977826e+02  1.409512878326281e+00 -2.031212906921858e+00  3.464779217358451e+32  5.781620978635766e-11 -4.872335384783802e-06
  -2.487433968977826e+02  1.409512878326281e+00 -2.031212906921858e+00  3.464779217358451e+32  5.781620978635766e-11 -4.872335384783802e-06
  -2.515733887908352e+02  1.405745981377852e+00 -1.999217272688098e+00  3.464779217358451e+32  5.996848351403609e-11 -4.896457938583942e-06
  -2.537637130257728e+02  1.404961632114371e+00 -1.991768575832875e+00  3.464779217358451e+32  5.914606128224743e-11 -4.865510615473839e-06
  -2.496372722181798e+02  1.409704325866556e+00 -2.032783413815663e+00  3.464779217358451e+32  5.822248756090050e-11 -4.904404736424106e-06
  -2.496372722181798e+02  1.409704325866556e+00 -2.032783413815663e+00  3.464779217358451e+32  5.822248756090050e-11 -4.904404736424106e-06
  -2.501401081542387e+02  1.409731032419854e+00 -2.034299591438327e+00  3.464779217358451e+32  5.958863646858586e-11 -4.980830505451702e-06
  -2.502285097410438e+02  1.409774902702551e+00 -2.034659827118654e+00  3.464779217358451e+32  5.949035564400084e-11 -4.979932226738592e-06
  -2.502285097410438e+02  1.409774902702551e+00 -2.034659827118654e+00  3.464779217358451e+32  5.949035564400084e-11 -4.979932226738592e-06
  -2.502285097410438e+02  1.409774902702551e+00 -2.034659827118654e+00  3.464779217358451e+32  5.949035564400084e-11 -4.979932226738592e-06
  -2.502285097410438e+02  1.409774902702551e+00 -2.034659827118654e+00  3.464779217358451e+32  5.949035564400084e-11 -4.979932226738592e-06
  -2.502285097410438e+02  1.409774902702551e+00 -2.034659827118654e+00  3.464779217358451e+32  5.949035564400084e-11 -4.979932226738592e-06
  -2.502285097410438e+02  1.409774902702551e+00 -2.034659827118654e+00  3.464779217358451e+32  5.949035564400084e-11 -4.979932226738592e-06
  -2.488798831294253e+02  1.409755846592599e+00 -2.033721389120305e+00  3.464779217358451e+32  5.908631744164069e-11 -4.921848086178376e-06
  -2.487887267600673e+02  1.409886087935993e+00 -2.034560157801135e+00  3.464779217358451e+32  5.897883263348678e-11 -4.910467730330009e-06
  -2.487604174933971e+02  1.409897535946325e+00 -2.034542496647300e+00  3.464779217358451e+32  5.880878165398191e-11 -4.902900518752340e-06
  -2.487604174933971e+02  1.409897535946325e+00 -2.034542496647300e+00  3.464779217358451e+32  5.880878165398191e-11 -4.902900518752340e-06
  -2.487604174933971e+02  1.409897535946325e+00 -2.034542496647300e+00  3.464779217358451e+32  5.880878165398191e-11 -4.902900518752340e-06
  -2.519297495518697e+02  1.403030701179936e+00 -1.978012367197074e+00  3.464779217358451e+32  5.588902437639544e-11 -4.781400242549860e-06
  -2.534116367373065e+02  1.402711608710073e+00 -1.969809965752956e+00  3.464779217358451e+32  5.437324531186015e-11 -4.603001065146513e-06
  -2.545898705830952e+02  1.400387631435458e+00 -1.949550501571920e+00  3.464779217358451e+32  4.530985724039054e-11 -4.362004812366521e-06
  -2.518288065113514e+02  1.403594835895812e+00 -1.977262684321932e+00  3.464779217358451e+32  4.832754914261473e-11 -4.474065532685659e-06
  -2.518288065113514e+02  1.403594835895812e+00 -1.977262684321932e+00  3.464779217358451e+32  4.832754914261473e-11 -4.474065532685659e-06
  -2.518288065113514e+02  1.403594835895812e+00 -1.977262684321932e+00  3.464779217358451e+32  4.832754914261473e-11 -4.474065532685659e-06
  -2.518288065113514e+02  1.403594835895812e+00 -1.977262684321932e+00  3.464779217358451e+32  4.832754914261473e-11 -4.474065532685659e-06
  -2.515425758002507e+02  1.403680871900100e+00 -1.978392605935852e+00  3.464779217358451e+32  4.886493191669893e-11 -4.497022997035691e-06
  -2.500763206709573e+02  1.405098868398723e+00 -1.990848237306851e+00  3.464779217358451e+32  5.196610718562847e-11 -4.592072105108009e-06
  -2.526046490341039e+02  1.406386868064866e+00 -1.998144752301356e+00  3.464779217358451e+32  4.667179604301297e-11 -4.383686314591551e-06
  -2.515987543324999e+02  1.403182252328158e+00 -1.974135143130505e+00  3.464779217358451e+32  5.319066584301132e-11 -4.589217534302773e-06
  -2.515987543324999e+02  1.403182252328158e+00 -1.974135143130505e+00  3.464779217358451e+32  5.319066584301132e-11 -4.589217534302773e-06
  -2.509461648160774e+02  1.407406786717080e+00 -2.008776532660263e+00  3.464779217358451e+32  5.033646864247322e-11 -4.547878207426431e-06
  -2.516764539162032e+02  1.407225929965326e+00 -2.007119537021169e+00  3.464779217358451e+32  5.006810993612645e-11 -4.544313253744846e-06
  -2.509811911228017e+02  1.411638506294748e+00 -2.042116470462560e+00  3.464779217358451e+32  4.781374958811662e-11 -4.417597799143018e-06
  -2.490619048067825e+02  1.411242235883836e+00 -2.041579413657168e+00  3.464779217358451e+32  5.179844749271324e-11 -4.602663621840790e-06
  -2.490619048067825e+02  1.411242235883836e+00 -2.041579413657168e+00  3.464779217358451e+32  5.179844749271324e-11 -4.602663621840790e-06
  -2.490619048067825e+02  1.411242235883836e+00 -2.041579413657168e+00  3.464779217358451e+32  5.179844749271324e-11 -4.602663621840790e-06
  -2.490619048067825e+02  1.411242235883836e+00 -2.041579413657168e+00  3.464779217358451e+32  5.179844749271324e-11 -4.602663621840790e-06
  -2.490619048067825e+02  1.411242235883836e+00 -2.041579413657168e+00  3.464779217358451e+32  5.179844749271324e-11 -4.602663621840790e-06
  -2.495156242778871e+02  1.410106687249579e+00 -2.031555143840547e+00  3.464779217358451e+32  5.133175273244360e-11 -4.555404300745600e-06
  -2.490606419085092e+02  1.410380109588529e+00 -2.039288416671646e+00  3.464779217358451e+32  5.816753070410773e-11 -4.917874770666311e-06
  -2.523989274622287e+02  1.411787544207701e+00 -2.041916796246015e+00  3.464779217358451e+32  4.625348826093915e-11 -4.332064829373071e-06
  -2.500033937016262e+02  1.406593306302282e+00 -2.003271951721113e+00  3.464779217358451e+32  5.080530553327568e-11 -4.569790091631397e-06
  -2.542592520000840e+02  1.401545961542367e+00 -1.957351304557823e+00  3.464779217358451e+32  4.442114080630517e-11 -4.273573821078446e-06
  -2.542592520000840e+02  1.401545961542367e+00 -1.957351304557823e+00  3.464779217358451e+32  4.442114080630517e-11 -4.273573821078446e-06
  -2.542592520000840e+02  1.401545961542367e+00 -1.957351304557823e+00  3.464779217358451e+32  4.442114080630517e-11 -4.273573821078446e-06
  -2.509890729446439e+02  1.403435070398585e+00 -1.976197872333923e+00  3.464779217358451e+32  5.037486284160269e-11 -4.524181975931838e-06
  -2.509890729446439e+02  1.403435070398585e+00 -1.976197872333923e+00  3.464779217358451e+32  5.037486284160269e-11 -4.524181975931838e-06
  -2.509492455493039e+02  1.403557254459604e+00 -1.977214745555832e+00  3.464779217358451e+32  5.036772688413712e-11 -4.524360403246453e-06
  -2.502506688634495e+02  1.404796409259343e+00 -1.988663342478418e+00  3.464779217358451e+32  5.218583379085039e-11 -4.615154219436709e-06
  -2.510953175487024e+02  1.409578266205386e+00 -2.035795405690766e+00  3.464779217358451e+32  6.406191193823724e-11 -5.159261431187998e-06
  -2.510953175487024e+02  1.409578266205386e+00 -2.035795405690766e+00  3.464779217358451e+32  6.406191193823724e-11 -5.159261431187998e-06
  -2.510953175487024e+02  1.409578266205386e+00 -2.035795405690766e+00  3.464779217358451e+32  6.406191193823724e-11 -5.159261431187998e-06
  -2.510953175487024e+02  1.409578266205386e+00 -2.035795405690766e+00  3.464779217358451e+32  6.406191193823724e-11 -5.159261431187998e-06
  -2.498013819508728e+02  1.409917777142940e+00 -2.037207699634060e+00  3.464779217358451e+32  6.166433265699380e-11 -5.054273402977070e-06
  -2.497771902998780e+02  1.409906035641846e+00 -2.036997705465126e+00  3.464779217358451e+32  6.139644017203130e-11 -5.045716257117589e-06
  -2.497771902998780e+02  1.409906035641846e+00 -2.036997705465126e+00  3.464779217358451e+32  6.139644017203130e-11 -5.045716257117589e-06
  -2.497771902998780e+02  1.409906035641846e+00 -2.036997705465126e+00  3.464779217358451e+32  6.139644017203130e-11 -5.045716257117589e-06
  -2.498871837234973e+02  1.407723143688515e+00 -2.015148321285778e+00  3.464779217358451e+32  5.777082366551687e-11 -4.792925648412885e-06
  -2.498871837234973e+02  1.407723143688515e+00 -2.015148321285778e+00  3.464779217358451e+32  5.777082366551687e-11 -4.792925648412885e-06
  -2.515003846751877e+02  1.400246686119308e+00 -1.953011869881445e+00  3.464779217358451e+32  5.501325574671434e-11 -4.703513405855839e-06
  -2.502776212604819e+02  1.405353202589369e+00 -1.996138575033903e+00  3.464779217358451e+32  5.562891382866118e-11 -4.797378581416504e-06
  -2.502776212604819e+02  1.405353202589369e+00 -1.996138575033903e+00  3.464779217358451e+32  5.562891382866118e-11 -4.797378581416504e-06
  -2.494354055455323e+02  1.407089507262576e+00 -2.009127032649419e+00  3.464779217358451e+32  5.364806796559058e-11 -4.701989942198524e-06
  -2.502713862916336e+02  1.405468773250325e+00 -1.996844639294209e+00  3.464779217358451e+32  5.480941717395775e-11 -4.768312554285988e-06
  -2.515346872068576e+02  1.407523920673567e+00 -2.013513446906886e+00  3.464779217358451e+32  6.011748865071682e-11 -4.851332028620426e-06
  -2.542627104899935e+02  1.408547878201824e+00 -2.021339296093233e+00  3.464779217358451e+32  5.360068146811368e-11 -4.629107428419600e-06
  -2.544635186322052e+02  1.401700433924007e+00 -1.959186111403346e+00  3.464779217358451e+32  4.401756437091048e-11 -4.269178869096329e-06
  -2.519727228207595e+02  1.403657956433757e+00 -1.977326481675644e+00  3.464779217358451e+32  4.760080454290451e-11 -4.436105770487505e-06
  -2.518048671303079e+02  1.403909897442267e+00 -1.979466977802344e+00  3.464779217358451e+32  4.779735210273454e-11 -4.443093352019452e-06
  -2.533118331855852e+02  1.406196658154071e+00 -2.004729699392913e+00  3.464779217358451e+32  6.106199002531290e-11 -4.906106506778112e-06
  -2.510088866941898e+02  1.406710925177779e+00 -2.010089093131281e+00  3.464779217358451e+32  6.293260618478728e-11 -5.030019693464665e-06
  -2.510088866941898e+02  1.406710925177779e+00 -2.010089093131281e+00  3.464779217358451e+32  6.293260618478728e-11 -5.030019693464665e-06
  -2.510088866941898e+02  1.406710925177779e+00 -2.010089093131281e+00  3.464779217358451e+32  6.293260618478728e-11 -5.030019693464665e-06
  -2.510088866941898e+02  1.406710925177779e+00 -2.010089093131281e+00  3.464779217358451e+32  6.293260618478728e-11 -5.030019693464665e-06
  -2.510088866941898e+02  1.406710925177779e+00 -2.010089093131281e+00  3.464779217358451e+32  6.293260618478728e-11 -5.030019693464665e-06
  -2.494022717645874e+02  1.408032553745622e+00 -2.019273744089314e+00  3.464779217358451e+32  5.968515237706928e-11 -4.905374523548568e-06
  -2.489475418148201e+02  1.408324939726932e+00 -2.020175502724345e+00  3.464779217358451e+32  5.699518635699284e-11 -4.793882135270347e-06
  -2.500736486213068e+02  1.406657105755997e+00 -2.006702266686648e+00  3.464779217358451e+32  5.896510395074533e-11 -4.845073212443040e-06
  -2.496542272927833e+02  1.407248622341222e+00 -2.011190643517226e+00  3.464779217358451e+32  5.804613413489020e-11 -4.812992370935149e-06
  -2.496542272927833e+02  1.407248622341222e+00 -2.011190643517226e+00  3.464779217358451e+32  5.804613413489020e-11 -4.812992370935149e-06
  -2.496542272927833e+02  1.407248622341222e+00 -2.011190643517226e+00  3.464779217358451e+32  5.804613413489020e-11 -4.812992370935149e-06
  -2.512336918075142e+02  1.410281652636765e+00 -2.036859423171168e+00  3.464779217358451e+32  5.979984871728240e-11 -4.850171129891932e-06
  -2.512336918075142e+02  1.410281652636765e+00 -2.036859423171168e+00  3.464779217358451e+32  5.979984871728240e-11 -4.850171129891932e-06
  -2.521910630153087e+02  1.402249561410994e+00 -1.968692831585273e+00  3.464779217358451e+32  5.049422910124910e-11 -4.583361176361798e-06
  -2.519728924597515e+02  1.402620359253931e+00 -1.971632007906610e+00  3.464779217358451e+32  5.046505970192885e-11 -4.580157958212465e-06
  -2.519728924597515e+02  1.402620359253931e+00 -1.971632007906610e+00  3.464779217358451e+32  5.046505970192885e-11 -4.580157958212465e-06
  -2.497622127642746e+02  1.410844565439110e+00 -2.037863174925275e+00  3.464779217358451e+32  4.994212357095240e-11 -4.535002178597437e-06
  -2.497121161823721e+02  1.410759402888045e+00 -2.037184183314732e+00  3.464779217358451e+32  5.003163609347698e-11 -4.538629453350929e-06
  -2.498143984609179e+02  1.410811424865889e+00 -2.037643709307134e+00  3.464779217358451e+32  4.987951425536139e-11 -4.534511020142588e-06
  -2.500122842921591e+02  1.411624263993567e+00 -2.044306325265420e+00  3.464779217358451e+32  4.961335855216046e-11 -4.526571141289508e-06
  -2.512192264123627e+02  1.404417893392577e+00 -1.987741403410557e+00  3.464779217358451e+32  5.352541253673618e-11 -4.674338172611232e-06
  -2.500122842921592e+02  1.411624263993567e+00 -2.044306325265420e+00  3.464779217358451e+32  4.961335855216046e-11 -4.526571141289508e-06
  -2.500122842921592e+02  1.411624263993567e+00 -2.044306325265420e+00  3.464779217358451e+32  4.961335855216046e-11 -4.526571141289508e-06
  -2.505482571707669e+02  1.406534333804270e+00 -2.001123223740965e+00  3.464779217358451e+32  5.056623996736309e-11 -4.514869458050197e-06
  -2.502268260280994e+02  1.407140529856351e+00 -2.006445907059109e+00  3.464779217358451e+32  5.088986625440471e-11 -4.533387946822290e-06
  -2.507240273097585e+02  1.407510589216042e+00 -2.010927001396734e+00  3.464779217358451e+32  5.580505006237963e-11 -4.695487891401345e-06
  -2.509882624162784e+02  1.407394774382485e+00 -2.009666537284548e+00  3.464779217358451e+32  5.553471802409009e-11 -4.678555081113711e-06
  -2.517199264481575e+02  1.408859095436710e+00 -2.025413206986532e+00  3.464779217358451e+32  6.010412757719089e-11 -4.945270781684825e-06
  -2.509478256814115e+02  1.405988689722644e+00 -2.002168735074068e+00  3.464779217358451e+32  6.054530215095046e-11 -4.899963993450287e-06
  -2.494601459052863e+02  1.409913951952484e+00 -2.036034039052470e+00  3.464779217358451e+32  6.134032365858924e-11 -5.011229545238445e-06
  -2.494601459052863e+02  1.409913951952484e+00 -2.036034039052470e+00  3.464779217358451e+32  6.134032365858924e-11 -5.011229545238445e-06
  -2.491079658388289e+02  1.409932863064545e+00 -2.036051359226744e+00  3.464779217358451e+32  6.073200750424970e-11 -4.983787849239598e-06
  -2.488839906084595e+02  1.410506280895707e+00 -2.039386151196472e+00  3.464779217358451e+32  5.968059605128174e-11 -4.907428151953205e-06
  -2.488839906084595e+02  1.410506280895707e+00 -2.039386151196472e+00  3.464779217358451e+32  5.968059605128174e-11 -4.907428151953205e-06
  -2.488839906084595e+02  1.410506280895707e+00 -2.039386151196472e+00  3.464779217358451e+32  5.968059605128174e-11 -4.907428151953205e-06
  -2.500748428907073e+02  1.410155948904076e+00 -2.038157437665562e+00  3.464779217358451e+32  6.305846289551875e-11 -5.042170832397528e-06
  -2.500097302904122e+02  1.409916002726708e+00 -2.036348593384722e+00  3.464779217358451e+32  6.300364652775471e-11 -5.047044984270589e-06
  -2.502834857541691e+02  1.409875978010716e+00 -2.035368433467558e+00  3.464779217358451e+32  6.281776192121969e-11 -5.018639156111289e-06
  -2.512787914686713e+02  1.410715958002836e+00 -2.043238944727072e+00  3.464779217358451e+32  6.493252446527373e-11 -5.099671746006605e-06
  -2.503891940385421e+02  1.410489073980566e+00 -2.040519133458320e+00  3.464779217358451e+32  6.318153253119509e-11 -5.031077597938128e-06
  -2.493286699454979e+02  1.410029427938909e+00 -2.032826616195954e+00  3.464779217358451e+32  5.474593831888739e-11 -4.731485551769923e-06
  -2.493286699454979e+02  1.410029427938909e+00 -2.032826616195954e+00  3.464779217358451e+32  5.474593831888739e-11 -4.731485551769923e-06
  -2.492988847505229e+02  1.410110933212414e+00 -2.033529996879048e+00  3.464779217358451e+32  5.479802454461891e-11 -4.733953815483870e-06
  -2.491613265585208e+02  1.410194157610443e+00 -2.034279821556947e+00  3.464779217358451e+32  5.450551861627271e-11 -4.727892896568324e-06
  -2.491613265585208e+02  1.410194157610443e+00 -2.034279821556947e+00  3.464779217358451e+32  5.450551861627271e-11 -4.727892896568324e-06
  -2.498589944662602e+02  1.408569728019978e+00 -2.018633330115758e+00  3.464779217358451e+32  5.039455344110481e-11 -4.524477471344123e-06
  -2.503969163999349e+02  1.409190796515900e+00 -2.022845924311091e+00  3.464779217358451e+32  4.902925950188191e-11 -4.463714317797062e-06
  -2.503969163999349e+02  1.409190796515900e+00 -2.022845924311091e+00  3.464779217358451e+32  4.902925950188191e-11 -4.463714317797062e-06
  -2.488448344942223e+02  1.409720235965489e+00 -2.030055728713941e+00  3.464779217358451e+32  5.317257063130392e-11 -4.665147740502056e-06
  -2.491548564433204e+02  1.411421563651915e+00 -2.042854562267959e+00  3.464779217358451e+32  5.156312553690998e-11 -4.586673325697998e-06
  -2.491548564433204e+02  1.411421563651915e+00 -2.042854562267959e+00  3.464779217358451e+32  5.156312553690998e-11 -4.586673325697998e-06
  -2.492458957359270e+02  1.411499069900316e+00 -2.043327296573049e+00  3.464779217358451e+32  5.130920568191955e-11 -4.575073407045736e-06
  -2.492458957359270e+02  1.411499069900316e+00 -2.043327296573049e+00  3.464779217358451e+32  5.130920568191955e-11 -4.575073407045736e-06
  -2.492458957359270e+02  1.411499069900316e+00 -2.043327296573049e+00  3.464779217358451e+32  5.130920568191955e-11 -4.575073407045736e-06
  -2.523471336808439e+02  1.400963907622141e+00 -1.957445975111614e+00  3.464779217358451e+32  5.010687461655006e-11 -4.560988383970727e-06
  -2.523471336808439e+02  1.400963907622141e+00 -1.957445975111614e+00  3.464779217358451e+32  5.010687461655006e-11 -4.560988383970727e-06
  -2.507583312724889e+02  1.403045295223307e+00 -1.975016097706648e+00  3.464779217358451e+32  5.207443683088494e-11 -4.612736695965078e-06
  -2.507583312724889e+02  1.403045295223307e+00 -1.975016097706648e+00  3.464779217358451e+32  5.207443683088494e-11 -4.612736695965078e-06
  -2.518067083864746e+02  1.401207203719366e+00 -1.961963566367237e+00  3.464779217358451e+32  5.805290868384161e-11 -4.803426875559897e-06
  -2.507554579668963e+02  1.404288301774312e+00 -1.988360339780544e+00  3.464779217358451e+32  5.987980914670898e-11 -4.895977765779737e-06
  -2.519429978268997e+02  1.404250718962540e+00 -1.989614490462559e+00  3.464779217358451e+32  6.263694930696672e-11 -5.033155802255965e-06
  -2.515745822041737e+02  1.404286747783401e+00 -1.989465630787485e+00  3.464779217358451e+32  6.198607640430932e-11 -5.000531758051024e-06
  -2.505577799129775e+02  1.404630278792959e+00 -1.990407376100238e+00  3.464779217358451e+32  5.921597326918683e-11 -4.863898608388005e-06
  -2.508862806760762e+02  1.403479173450078e+00 -1.979731175596376e+00  3.464779217358451e+32  5.766118042976212e-11 -4.788249017992947e-06
  -2.511405527047839e+02  1.402680414522453e+00 -1.972550389516509e+00  3.464779217358451e+32  5.676661528078949e-11 -4.746674023018426e-06
  -2.511405527047839e+02  1.402680414522453e+00 -1.972550389516509e+00  3.464779217358451e+32  5.676661528078949e-11 -4.746674023018426e-06
  -2.511405527047839e+02  1.402680414522453e+00 -1.972550389516509e+00  3.464779217358451e+32  5.676661528078949e-11 -4.746674023018426e-06
  -2.501585896634072e+02  1.404841672889703e+00 -1.989665539127455e+00  3.464779217358451e+32  5.505914151392175e-11 -4.684741779832295e-06
  -2.509882624162784e+02  1.407394774382485e+00 -2.009666537284548e+00  3.464779217358451e+32  5.553471802409009e-11 -4.678555081113711e-06
  -2.499830656866773e+02  1.406431184322817e+00 -2.007042472508706e+00  3.464779217358451e+32  5.893165558719815e-11 -4.929432409830449e-06
  -2.500704667642049e+02  1.406162818689179e+00 -2.004824953126906e+00  3.464779217358451e+32  5.888628325519911e-11 -4.927373342192253e-06
  -2.495442470241002e+02  1.406658452061745e+00 -2.007587741574251e+00  3.464779217358451e+32  5.887813223253475e-11 -4.879739820466183e-06
  -2.495442470241002e+02  1.406658452061745e+00 -2.007587741574251e+00  3.464779217358451e+32  5.887813223253475e-11 -4.879739820466183e-06
  -2.495442470241002e+02  1.406658452061745e+00 -2.007587741574251e+00  3.464779217358451e+32  5.887813223253475e-11 -4.879739820466183e-06
  -2.513210352171530e+02  1.408348389176918e+00 -2.023154950828746e+00  3.464779217358451e+32  5.848479754479684e-11 -4.963595186438143e-06
  -2.519852089664445e+02  1.405299942883821e+00 -1.998992494150600e+00  3.464779217358451e+32  6.274103322831599e-11 -5.022571683661039e-06
  -2.547826280132052e+02  1.402180129115738e+00 -1.974313586325831e+00  3.464779217358451e+32  6.396355898199894e-11 -5.064295669122922e-06
  -2.523986182256863e+02  1.407927662883662e+00 -2.020022622014905e+00  3.464779217358451e+32  5.890446310129148e-11 -4.991341304563905e-06
  -2.510598181673374e+02  1.405067846876745e+00 -1.995422591108189e+00  3.464779217358451e+32  5.699147580836600e-11 -4.837281332271372e-06
  -2.510598181673374e+02  1.405067846876745e+00 -1.995422591108189e+00  3.464779217358451e+32  5.699147580836600e-11 -4.837281332271372e-06
  -2.518330684397596e+02  1.410758503403831e+00 -2.039835816564870e+00  3.464779217358451e+32  5.095745861359192e-11 -4.676612519860383e-06
  -2.498504581287047e+02  1.410921384959813e+00 -2.040831902748520e+00  3.464779217358451e+32  5.194955767229335e-11 -4.674931672430585e-06
  -2.498504581287047e+02  1.410921384959813e+00 -2.040831902748520e+00  3.464779217358451e+32  5.194955767229335e-11 -4.674931672430585e-06
  -2.546867038696919e+02  1.409834262411847e+00 -2.029158873858199e+00  3.464779217358451e+32  5.774361117553307e-11 -4.709276376300230e-06
  -2.546867038696919e+02  1.409834262411847e+00 -2.029158873858199e+00  3.464779217358451e+32  5.774361117553307e-11 -4.709276376300230e-06
  -2.508168556176590e+02  1.410124120550524e+00 -2.034930982883861e+00  3.464779217358451e+32  5.186111792176216e-11 -4.669309938012811e-06
  -2.515767699615787e+02  1.402100347117111e+00 -1.970989716268319e+00  3.464779217358451e+32  5.800610673957487e-11 -4.887308961345697e-06
  -2.500638435384741e+02  1.409871138808704e+00 -2.030560273453124e+00  3.464779217358451e+32  5.363930164379066e-11 -4.679246030296569e-06
  -2.500638435384741e+02  1.409871138808704e+00 -2.030560273453124e+00  3.464779217358451e+32  5.363930164379066e-11 -4.679246030296569e-06
  -2.514297687599276e+02  1.411232768958380e+00 -2.041039803888621e+00  3.464779217358451e+32  4.785586755799508e-11 -4.480696697591740e-06
  -2.507158702961069e+02  1.410150969336356e+00 -2.030405924174645e+00  3.464779217358451e+32  4.924539856566248e-11 -4.450563986411399e-06
  -2.507158702961069e+02  1.410150969336356e+00 -2.030405924174645e+00  3.464779217358451e+32  4.924539856566248e-11 -4.450563986411399e-06
  -2.506904899770705e+02  1.410142756906669e+00 -2.030344242871507e+00  3.464779217358451e+32  4.927716762404635e-11 -4.452082287743545e-06
  -2.514643228447146e+02  1.409652958907045e+00 -2.025655742678846e+00  3.464779217358451e+32  4.854334867475702e-11 -4.407667167864976e-06
  -2.515870735248884e+02  1.409562314759428e+00 -2.029428854949874e+00  3.464779217358451e+32  5.465517782241118e-11 -4.664586124073098e-06
  -2.511279999117036e+02  1.402437071590871e+00 -1.971805890395720e+00  3.464779217358451e+32  5.473023385920281e-11 -4.752955727132528e-06
  -2.509134090999638e+02  1.402292066977154e+00 -1.970268286594590e+00  3.464779217358451e+32  5.448966907286562e-11 -4.730806562001768e-06
  -2.509134090999638e+02  1.402292066977154e+00 -1.970268286594590e+00  3.464779217358451e+32  5.448966907286562e-11 -4.730806562001768e-06
  -2.518275491887463e+02  1.404342003919501e+00 -1.986568281687010e+00  3.464779217358451e+32  5.594012677037586e-11 -4.699963830574189e-06
  -2.518275491887463e+02  1.404342003919501e+00 -1.986568281687010e+00  3.464779217358451e+32  5.594012677037586e-11 -4.699963830574189e-06
  -2.518275491887463e+02  1.404342003919501e+00 -1.986568281687010e+00  3.464779217358451e+32  5.594012677037586e-11 -4.699963830574189e-06
  -2.538492485195029e+02  1.407377670083943e+00 -2.016754934124845e+00  3.464779217358451e+32  5.773029173800870e-11 -4.927007613991324e-06
  -2.536966087408401e+02  1.402259889753635e+00 -1.966111972063272e+00  3.464779217358451e+32  5.264782798741448e-11 -4.592460324155938e-06
  -2.507547450951859e+02  1.405059481614836e+00 -1.990516760223881e+00  3.464779217358451e+32  5.462463561780830e-11 -4.652301422404998e-06
  -2.499997403462597e+02  1.405948526426567e+00 -1.999043157119650e+00  3.464779217358451e+32  5.586684558213248e-11 -4.724468866677760e-06
  -2.499700422555784e+02  1.406524601324072e+00 -2.003958502307436e+00  3.464779217358451e+32  5.633932495147988e-11 -4.744679608466235e-06
  -2.502423457540814e+02  1.410487723622128e+00 -2.033631998226099e+00  3.464779217358451e+32  5.004201874538712e-11 -4.512782508413620e-06
  -2.514546154842051e+02  1.410564104012677e+00 -2.032822090292230e+00  3.464779217358451e+32  4.806374580023389e-11 -4.420255444284394e-06
  -2.508868095034082e+02  1.408502231956961e+00 -2.016422486434184e+00  3.464779217358451e+32  4.884053076783270e-11 -4.447185745004570e-06
  -2.522178408250957e+02  1.408912848373855e+00 -2.019027679441928e+00  3.464779217358451e+32  4.634328974336915e-11 -4.378794208961114e-06
  -2.522178408250957e+02  1.408912848373855e+00 -2.019027679441928e+00  3.464779217358451e+32  4.634328974336915e-11 -4.378794208961114e-06
  -2.509931239102411e+02  1.408435089242194e+00 -2.021767470682322e+00  3.464779217358451e+32  6.082161437512776e-11 -4.932304045343191e-06
  -2.494179987599300e+02  1.407826857384683e+00 -2.016053722117793e+00  3.464779217358451e+32  5.757901784537262e-11 -4.828197140755848e-06
  -2.494179987599300e+02  1.407826857384683e+00 -2.016053722117793e+00  3.464779217358451e+32  5.757901784537262e-11 -4.828197140755848e-06
