# ln(P)                  Mass, $M/M_{\odot}$    Metallicity, $\log_{10}\left(Z_0\right)$ Age (in Myrs), $t$    
  -9.518654829422061e+03  1.011533717466963e+00 -1.757009943220221e+00  3.747909346144046e+03
  -9.519102712869928e+03  1.011948557797356e+00 -1.756964375189479e+00  3.729350808955024e+03
  -9.519102712869928e+03  1.011948557797356e+00 -1.756964375189479e+00  3.729350808955024e+03
  -9.519102712869928e+03  1.011948557797356e+00 -1.756964375189479e+00  3.729350808955024e+03
  -9.519102712869928e+03  1.011948557797356e+00 -1.756964375189479e+00  3.729350808955024e+03
  -9.519102712869928e+03  1.011948557797356e+00 -1.756964375189479e+00  3.729350808955024e+03
  -9.519102712869928e+03  1.011948557797356e+00 -1.756964375189479e+00  3.729350808955024e+03
  -9.519102712869928e+03  1.011948557797356e+00 -1.756964375189479e+00  3.729350808955024e+03
  -9.519102712869928e+03  1.011948557797356e+00 -1.756964375189479e+00  3.729350808955024e+03
  -9.519102712869928e+03  1.011948557797356e+00 -1.756964375189479e+00  3.729350808955024e+03
  -9.519102712869928e+03  1.011948557797356e+00 -1.756964375189479e+00  3.729350808955024e+03
  -9.519102712869928e+03  1.011948557797356e+00 -1.756964375189479e+00  3.729350808955024e+03
  -9.518856327388008e+03  1.011834736799884e+00 -1.756983642140091e+00  3.734418003833069e+03
  -9.518856327388008e+03  1.011834736799884e+00 -1.756983642140091e+00  3.734418003833069e+03
  -9.518856327388008e+03  1.011834736799884e+00 -1.756983642140091e+00  3.734418003833069e+03
  -9.518856327388008e+03  1.011834736799884e+00 -1.756983642140091e+00  3.734418003833069e+03
  -9.518856327388008e+03  1.011834736799884e+00 -1.756983642140091e+00  3.734418003833069e+03
  -9.518856327388008e+03  1.011834736799884e+00 -1.756983642140091e+00  3.734418003833069e+03
  -9.518856327388008e+03  1.011834736799884e+00 -1.756983642140091e+00  3.734418003833069e+03
  -9.517632917077888e+03  1.011664842512741e+00 -1.756981820140743e+00  3.742181795723306e+03
  -9.515007116271070e+03  1.011296763831575e+00 -1.757003672919014e+00  3.758919425414590e+03
  -9.515007116271070e+03  1.011296763831575e+00 -1.757003672919014e+00  3.758919425414590e+03
  -9.515007116271070e+03  1.011296763831575e+00 -1.757003672919014e+00  3.758919425414590e+03
  -9.513912172301692e+03  1.011048915195874e+00 -1.757018456179773e+00  3.770127871430681e+03
  -9.513912172301692e+03  1.011048915195874e+00 -1.757018456179773e+00  3.770127871430681e+03
  -9.513912172301692e+03  1.011048915195874e+00 -1.757018456179773e+00  3.770127871430681e+03
  -9.513912172301692e+03  1.011048915195874e+00 -1.757018456179773e+00  3.770127871430681e+03
  -9.513912172301692e+03  1.011048915195874e+00 -1.757018456179773e+00  3.770127871430681e+03
  -9.511916133709110e+03  1.010622586030506e+00 -1.757006612505815e+00  3.789564671479066e+03
  -9.511553020947218e+03  1.010600976912548e+00 -1.756998097748027e+00  3.790605550380623e+03
  -9.510342087694720e+03  1.010507849201334e+00 -1.756972859298823e+00  3.795014874811875e+03
  -9.510340142312183e+03  1.010507638806966e+00 -1.756972848414007e+00  3.795024578567500e+03
  -9.510340142312183e+03  1.010507638806966e+00 -1.756972848414007e+00  3.795024578567500e+03
  -9.510340142312183e+03  1.010507638806966e+00 -1.756972848414007e+00  3.795024578567500e+03
  -9.510340142312183e+03  1.010507638806966e+00 -1.756972848414007e+00  3.795024578567500e+03
  -9.510471195762964e+03  1.010553243131809e+00 -1.756973476441042e+00  3.792952335695775e+03
  -9.510516541385365e+03  1.010536142194640e+00 -1.756974281382655e+00  3.793717195233648e+03
  -9.510516541385365e+03  1.010536142194640e+00 -1.756974281382655e+00  3.793717195233648e+03
  -9.510516541385365e+03  1.010536142194640e+00 -1.756974281382655e+00  3.793717195233648e+03
  -9.510491635929353e+03  1.010497942301638e+00 -1.756975990896865e+00  3.795437136126720e+03
  -9.510491635929353e+03  1.010497942301638e+00 -1.756975990896865e+00  3.795437136126720e+03
  -9.510491635929353e+03  1.010497942301638e+00 -1.756975990896865e+00  3.795437136126720e+03
  -9.510417119187912e+03  1.010484902171786e+00 -1.756978300703139e+00  3.796022093321718e+03
  -9.510425785318454e+03  1.010578729291439e+00 -1.756977752711802e+00  3.791790618482986e+03
  -9.510425785318454e+03  1.010578729291439e+00 -1.756977752711802e+00  3.791790618482986e+03
  -9.510629825511840e+03  1.010629421305689e+00 -1.756975156932215e+00  3.789495965906289e+03
  -9.510629825511840e+03  1.010629421305689e+00 -1.756975156932215e+00  3.789495965906289e+03
  -9.510629825511840e+03  1.010629421305689e+00 -1.756975156932215e+00  3.789495965906289e+03
  -9.511096663677807e+03  1.010709976911720e+00 -1.756962841631481e+00  3.785870118352963e+03
  -9.511105110781305e+03  1.010691619045018e+00 -1.756970293177935e+00  3.786666954614348e+03
  -9.513376322312597e+03  1.010880830696019e+00 -1.756973917851833e+00  3.777939539139202e+03
  -9.511833573305094e+03  1.010720574543282e+00 -1.756973668279328e+00  3.785288585150454e+03
  -9.514258083687220e+03  1.011027319880385e+00 -1.756968998615705e+00  3.771279459542620e+03
  -9.514258083687220e+03  1.011027319880385e+00 -1.756968998615705e+00  3.771279459542620e+03
  -9.511238281411132e+03  1.010514016176648e+00 -1.757041108046333e+00  3.794525903751415e+03
  -9.512427059400890e+03  1.010663975333306e+00 -1.757027869469865e+00  3.787899877691124e+03
  -9.512894070104327e+03  1.010679330544504e+00 -1.757030599303216e+00  3.787209378242032e+03
  -9.513014222088717e+03  1.010767550081593e+00 -1.757020181373719e+00  3.783257305679186e+03
  -9.513239499538457e+03  1.010958383352355e+00 -1.757027888488617e+00  3.774285278675800e+03
  -9.511363970689086e+03  1.010684068756138e+00 -1.757015749261643e+00  3.786852593705597e+03
  -9.511514333034722e+03  1.010619798834903e+00 -1.757027001740170e+00  3.789669747050523e+03
  -9.511931457155748e+03  1.010675448288023e+00 -1.757024922026369e+00  3.787116916670698e+03
  -9.511197364197305e+03  1.010569898060084e+00 -1.757016644795642e+00  3.791973703906956e+03
  -9.511197364197305e+03  1.010569898060084e+00 -1.757016644795642e+00  3.791973703906956e+03
  -9.509764305246801e+03  1.010315948800423e+00 -1.756990003564131e+00  3.803656028729351e+03
  -9.509764305246801e+03  1.010315948800423e+00 -1.756990003564131e+00  3.803656028729351e+03
  -9.511196155805528e+03  1.010543872950076e+00 -1.756971661363429e+00  3.793330773735983e+03
  -9.510223313385070e+03  1.010449153876348e+00 -1.756976802878318e+00  3.797658497410216e+03
  -9.510223313385070e+03  1.010449153876348e+00 -1.756976802878318e+00  3.797658497410216e+03
  -9.508794418322681e+03  1.010109285009013e+00 -1.757022254550320e+00  3.813152960383396e+03
  -9.509214704325312e+03  1.010116573088013e+00 -1.757027141116681e+00  3.812821394423122e+03
  -9.509214704325312e+03  1.010116573088013e+00 -1.757027141116681e+00  3.812821394423122e+03
  -9.510084254221056e+03  1.009989515687768e+00 -1.757011410942856e+00  3.818888697905441e+03
  -9.510084254221056e+03  1.009989515687768e+00 -1.757011410942856e+00  3.818888697905441e+03
  -9.509296013074812e+03  1.009586170679568e+00 -1.757045493383851e+00  3.837381157645101e+03
  -9.509538693743210e+03  1.009539531865682e+00 -1.757046216890390e+00  3.839558198699166e+03
  -9.509538693743210e+03  1.009539531865682e+00 -1.757046216890390e+00  3.839558198699166e+03
  -9.509538693743210e+03  1.009539531865682e+00 -1.757046216890390e+00  3.839558198699166e+03
  -9.509538693743210e+03  1.009539531865682e+00 -1.757046216890390e+00  3.839558198699166e+03
  -9.509538693743210e+03  1.009539531865682e+00 -1.757046216890390e+00  3.839558198699166e+03
  -9.509995047826560e+03  1.009482201995291e+00 -1.757056267086269e+00  3.842193136262030e+03
  -9.512622006352591e+03  1.008996626518012e+00 -1.757075394959720e+00  3.864938399319823e+03
  -9.512622006352591e+03  1.008996626518012e+00 -1.757075394959720e+00  3.864938399319823e+03
  -9.508777185701567e+03  1.009515567281949e+00 -1.757031628353312e+00  3.840959636043787e+03
  -9.508860215074817e+03  1.009470645370175e+00 -1.757030789227358e+00  3.843108741054461e+03
  -9.508860215074817e+03  1.009470645370175e+00 -1.757030789227358e+00  3.843108741054461e+03
  -9.510710146065690e+03  1.008998398224573e+00 -1.757059522068263e+00  3.865072082437232e+03
  -9.510710146065690e+03  1.008998398224573e+00 -1.757059522068263e+00  3.865072082437232e+03
  -9.510647438880982e+03  1.009008484999423e+00 -1.757058414920448e+00  3.864603664068287e+03
  -9.510647438880982e+03  1.009008484999423e+00 -1.757058414920448e+00  3.864603664068287e+03
  -9.508432221619914e+03  1.009461871559864e+00 -1.757020351856261e+00  3.843549411202045e+03
  -9.508432221619914e+03  1.009461871559864e+00 -1.757020351856261e+00  3.843549411202045e+03
  -9.509831135548491e+03  1.009187322499644e+00 -1.757040294727174e+00  3.856263056327546e+03
  -9.511860591062377e+03  1.008540690544993e+00 -1.757016204186410e+00  3.886911700468042e+03
  -9.508259626828190e+03  1.010132138573855e+00 -1.756964346072039e+00  3.812602792756088e+03
  -9.508869972085557e+03  1.010066412314109e+00 -1.756968297667366e+00  3.815631377540765e+03
  -9.509647980501632e+03  1.010031313234470e+00 -1.756969192888098e+00  3.817277967922740e+03
  -9.509647980501632e+03  1.010031313234470e+00 -1.756969192888098e+00  3.817277967922740e+03
  -9.509647980501632e+03  1.010031313234470e+00 -1.756969192888098e+00  3.817277967922740e+03
  -9.507950579059931e+03  1.010027522678861e+00 -1.756980458911521e+00  3.817249934183675e+03
  -9.507950579059931e+03  1.010027522678861e+00 -1.756980458911521e+00  3.817249934183675e+03
  -9.507807408428094e+03  1.009998993057856e+00 -1.756981885525738e+00  3.818540361378143e+03
  -9.507807408428094e+03  1.009998993057856e+00 -1.756981885525738e+00  3.818540361378143e+03
  -9.507807408428094e+03  1.009998993057856e+00 -1.756981885525738e+00  3.818540361378143e+03
  -9.507871180178396e+03  1.010022551122744e+00 -1.756975133181482e+00  3.817520492081321e+03
  -9.507871180178396e+03  1.010022551122744e+00 -1.756975133181482e+00  3.817520492081321e+03
  -9.507871180178396e+03  1.010022551122744e+00 -1.756975133181482e+00  3.817520492081321e+03
  -9.507871180178396e+03  1.010022551122744e+00 -1.756975133181482e+00  3.817520492081321e+03
  -9.507866234159832e+03  1.009707124003189e+00 -1.756980649751579e+00  3.832342661348297e+03
  -9.507866234159832e+03  1.009707124003189e+00 -1.756980649751579e+00  3.832342661348297e+03
  -9.508084168097421e+03  1.009689845827192e+00 -1.756976831726949e+00  3.833213360274216e+03
  -9.508084168097421e+03  1.009689845827192e+00 -1.756976831726949e+00  3.833213360274216e+03
  -9.508084168097421e+03  1.009689845827192e+00 -1.756976831726949e+00  3.833213360274216e+03
  -9.508084168097421e+03  1.009689845827192e+00 -1.756976831726949e+00  3.833213360274216e+03
  -9.508084168097421e+03  1.009689845827192e+00 -1.756976831726949e+00  3.833213360274216e+03
  -9.506868964103722e+03  1.009421825591977e+00 -1.756966611796643e+00  3.845783357399878e+03
  -9.506868964103722e+03  1.009421825591977e+00 -1.756966611796643e+00  3.845783357399878e+03
  -9.506868964103722e+03  1.009421825591977e+00 -1.756966611796643e+00  3.845783357399878e+03
  -9.506928910626342e+03  1.009461887669453e+00 -1.756969297563646e+00  3.843888595582086e+03
  -9.506809513879005e+03  1.009597263876201e+00 -1.756969259900783e+00  3.837488015646044e+03
  -9.508328077547119e+03  1.009887587475412e+00 -1.757028492719218e+00  3.823377751055657e+03
  -9.508851634111612e+03  1.009452001530160e+00 -1.757029196021809e+00  3.843860761916552e+03
  -9.508381271828317e+03  1.009076466567662e+00 -1.756994298569772e+00  3.861846527785724e+03
  -9.508458779524597e+03  1.009100942300548e+00 -1.756997956905892e+00  3.860663615924450e+03
  -9.508458779524597e+03  1.009100942300548e+00 -1.756997956905892e+00  3.860663615924450e+03
  -9.508308217847996e+03  1.009145555145154e+00 -1.756996694105279e+00  3.858569437681131e+03
  -9.508640010845205e+03  1.009127038180669e+00 -1.757002483058184e+00  3.859386770644988e+03
  -9.508640010845205e+03  1.009127038180669e+00 -1.757002483058184e+00  3.859386770644988e+03
  -9.509468578060496e+03  1.008910768734149e+00 -1.757013384219353e+00  3.869526967797987e+03
  -9.510982270306329e+03  1.008741415248714e+00 -1.757027943321690e+00  3.877380318881801e+03
  -9.510927328773265e+03  1.008573898854126e+00 -1.757048691076762e+00  3.885251683451788e+03
  -9.511216161015202e+03  1.008261756674484e+00 -1.757041037799451e+00  3.900085538836852e+03
  -9.509764710841475e+03  1.008547227371355e+00 -1.757023520385546e+00  3.886735550368931e+03
  -9.510580261584853e+03  1.008380413663311e+00 -1.757042142484219e+00  3.894507685412548e+03
  -9.511607855903560e+03  1.008098053941266e+00 -1.757056612979638e+00  3.907768565083211e+03
  -9.511607855903560e+03  1.008098053941266e+00 -1.757056612979638e+00  3.907768565083211e+03
  -9.512324358324888e+03  1.007870732660252e+00 -1.757070229186771e+00  3.918455701472102e+03
  -9.512969919851739e+03  1.010051792010430e+00 -1.757115526582770e+00  3.814808483475490e+03
  -9.511630596692703e+03  1.010049259545228e+00 -1.757092485050622e+00  3.815120548706768e+03
  -9.510349917399970e+03  1.010003334775198e+00 -1.757086029390087e+00  3.817337017937587e+03
  -9.509132547888308e+03  1.010032195428335e+00 -1.757049890998730e+00  3.816304317420558e+03
  -9.509033245240964e+03  1.010029047755892e+00 -1.757047735427925e+00  3.816465763114024e+03
  -9.509033245240964e+03  1.010029047755892e+00 -1.757047735427925e+00  3.816465763114024e+03
  -9.509033245240964e+03  1.010029047755892e+00 -1.757047735427925e+00  3.816465763114024e+03
  -9.509033245240964e+03  1.010029047755892e+00 -1.757047735427925e+00  3.816465763114024e+03
  -9.509061665894100e+03  1.009978814142708e+00 -1.757060315720728e+00  3.818796957879494e+03
  -9.510590219831805e+03  1.009323732309988e+00 -1.756996274762981e+00  3.849931066511468e+03
  -9.510590219831805e+03  1.009323732309988e+00 -1.756996274762981e+00  3.849931066511468e+03
  -9.510590219831805e+03  1.009323732309988e+00 -1.756996274762981e+00  3.849931066511468e+03
  -9.508881684543492e+03  1.009626210039783e+00 -1.756996530392388e+00  3.835695851877992e+03
  -9.507951303956781e+03  1.009568149705311e+00 -1.756984796117975e+00  3.838579865156667e+03
  -9.507951303956781e+03  1.009568149705311e+00 -1.756984796117975e+00  3.838579865156667e+03
  -9.507411861859364e+03  1.009431253366971e+00 -1.756981362117091e+00  3.845171807833662e+03
  -9.507411861859364e+03  1.009431253366971e+00 -1.756981362117091e+00  3.845171807833662e+03
  -9.507216876921344e+03  1.009384365683408e+00 -1.756972778590449e+00  3.847446224164688e+03
  -9.507213609919581e+03  1.009382731233675e+00 -1.756972585525201e+00  3.847524710779612e+03
  -9.507591851653508e+03  1.009563494218163e+00 -1.756993937696329e+00  3.838844434802304e+03
  -9.510495623294089e+03  1.009235828742805e+00 -1.756994137920842e+00  3.854115297309368e+03
  -9.510930122244154e+03  1.009099494498655e+00 -1.757091016107301e+00  3.860172344049946e+03
  -9.513115782218689e+03  1.008679533821473e+00 -1.757140348534456e+00  3.879683421322396e+03
  -9.509260752774862e+03  1.009770075718674e+00 -1.757058427831648e+00  3.828716808895487e+03
  -9.507096443383358e+03  1.009832751655185e+00 -1.756983149270516e+00  3.826284469358841e+03
  -9.506776705934117e+03  1.009855347848115e+00 -1.756973637688953e+00  3.825274322386186e+03
  -9.506776705934117e+03  1.009855347848115e+00 -1.756973637688953e+00  3.825274322386186e+03
  -9.506776705934117e+03  1.009855347848115e+00 -1.756973637688953e+00  3.825274322386186e+03
  -9.506776705934117e+03  1.009855347848115e+00 -1.756973637688953e+00  3.825274322386186e+03
  -9.506874339378619e+03  1.009941601581076e+00 -1.756970783504938e+00  3.821258882461844e+03
  -9.506874339378619e+03  1.009941601581076e+00 -1.756970783504938e+00  3.821258882461844e+03
  -9.506956345524388e+03  1.009891013798754e+00 -1.756970662049224e+00  3.823658016096887e+03
  -9.506690589762786e+03  1.009740988534696e+00 -1.756969809731113e+00  3.830685273757076e+03
  -9.506690589762786e+03  1.009740988534696e+00 -1.756969809731113e+00  3.830685273757076e+03
  -9.506690589762786e+03  1.009740988534696e+00 -1.756969809731113e+00  3.830685273757076e+03
  -9.506359630293324e+03  1.009920053481150e+00 -1.756966343023989e+00  3.822208073975230e+03
  -9.506359630293324e+03  1.009920053481150e+00 -1.756966343023989e+00  3.822208073975230e+03
  -9.506359630293324e+03  1.009920053481150e+00 -1.756966343023989e+00  3.822208073975230e+03
  -9.506359630293324e+03  1.009920053481150e+00 -1.756966343023989e+00  3.822208073975230e+03
  -9.506359630293324e+03  1.009920053481150e+00 -1.756966343023989e+00  3.822208073975230e+03
  -9.506359630293324e+03  1.009920053481150e+00 -1.756966343023989e+00  3.822208073975230e+03
  -9.506359630293324e+03  1.009920053481150e+00 -1.756966343023989e+00  3.822208073975230e+03
  -9.507365081028054e+03  1.009708792400300e+00 -1.756993216201178e+00  3.832022447494017e+03
  -9.507365081028054e+03  1.009708792400300e+00 -1.756993216201178e+00  3.832022447494017e+03
  -9.507467966693022e+03  1.009683522903158e+00 -1.756995730929392e+00  3.833206433228122e+03
  -9.507973557473180e+03  1.009258963858478e+00 -1.756992470760449e+00  3.853395372181782e+03
  -9.507973557473180e+03  1.009258963858478e+00 -1.756992470760449e+00  3.853395372181782e+03
  -9.507973557473180e+03  1.009258963858478e+00 -1.756992470760449e+00  3.853395372181782e+03
  -9.507973557473180e+03  1.009258963858478e+00 -1.756992470760449e+00  3.853395372181782e+03
  -9.507973557473180e+03  1.009258963858478e+00 -1.756992470760449e+00  3.853395372181782e+03
  -9.507904669206673e+03  1.009254668156626e+00 -1.756990355078966e+00  3.853610616727604e+03
  -9.508400721186888e+03  1.009700868990668e+00 -1.757000427002328e+00  3.832502520213844e+03
  -9.508400721186888e+03  1.009700868990668e+00 -1.757000427002328e+00  3.832502520213844e+03
  -9.508330425757447e+03  1.009696546490294e+00 -1.756998365688184e+00  3.832719396187588e+03
  -9.507603338231900e+03  1.009781384633671e+00 -1.756995087160585e+00  3.828656626719220e+03
  -9.507788096250055e+03  1.009726744075926e+00 -1.756998606167938e+00  3.831223839378590e+03
  -9.508413770402343e+03  1.009772596268831e+00 -1.757008364835756e+00  3.829039670505693e+03
  -9.508633418618496e+03  1.009788462029907e+00 -1.757006903941771e+00  3.828326119750704e+03
  -9.507360903152381e+03  1.009798717711941e+00 -1.756991497724498e+00  3.827836125536236e+03
  -9.507490262461855e+03  1.009713113067727e+00 -1.756988766765035e+00  3.831930488152493e+03
  -9.507591641155826e+03  1.009724960581214e+00 -1.756989713554772e+00  3.831377232529622e+03
  -9.510651025089488e+03  1.008524367342441e+00 -1.757048322467903e+00  3.887637052863841e+03
  -9.509161949746354e+03  1.010081564989541e+00 -1.757041221061973e+00  3.814284418197316e+03
  -9.509166876039873e+03  1.010080440716555e+00 -1.757041467511725e+00  3.814334708764390e+03
  -9.508606276458429e+03  1.010122628963564e+00 -1.757003687650581e+00  3.812434005244393e+03
  -9.506883385754320e+03  1.009999714600562e+00 -1.756983884556312e+00  3.818252888642224e+03
  -9.506883385754320e+03  1.009999714600562e+00 -1.756983884556312e+00  3.818252888642224e+03
  -9.506883385754320e+03  1.009999714600562e+00 -1.756983884556312e+00  3.818252888642224e+03
  -9.506917827172692e+03  1.009993586268777e+00 -1.756983798626391e+00  3.818535274486776e+03
  -9.506917827172692e+03  1.009993586268777e+00 -1.756983798626391e+00  3.818535274486776e+03
  -9.507700635437717e+03  1.008768702663134e+00 -1.756966722679404e+00  3.876642487312504e+03
  -9.507700635437717e+03  1.008768702663134e+00 -1.756966722679404e+00  3.876642487312504e+03
  -9.507421810356342e+03  1.009145493796453e+00 -1.756971975476803e+00  3.858767905210387e+03
  -9.507421810356342e+03  1.009145493796453e+00 -1.756971975476803e+00  3.858767905210387e+03
  -9.507611567518077e+03  1.009209066580764e+00 -1.756974265847284e+00  3.855704869037482e+03
  -9.507611567518077e+03  1.009209066580764e+00 -1.756974265847284e+00  3.855704869037482e+03
  -9.507541462274965e+03  1.009230919495812e+00 -1.756973865677759e+00  3.854678434160130e+03
  -9.508900896434294e+03  1.008410725783588e+00 -1.757002871333577e+00  3.893451788571832e+03
  -9.508900013713845e+03  1.008411334206545e+00 -1.757002859987586e+00  3.893422987178866e+03
  -9.509490254642024e+03  1.008073334493206e+00 -1.757011793613986e+00  3.909375251466562e+03
  -9.508329746679476e+03  1.009298726730012e+00 -1.756966405931799e+00  3.851402090658002e+03
  -9.508329746679476e+03  1.009298726730012e+00 -1.756966405931799e+00  3.851402090658002e+03
  -9.512533234665440e+03  1.006552330873740e+00 -1.757049523222021e+00  3.981295869505053e+03
  -9.511312714544034e+03  1.007220732902971e+00 -1.757039442757721e+00  3.949635180147868e+03
  -9.512731141496337e+03  1.006604278111983e+00 -1.757063999122741e+00  3.978802834056098e+03
  -9.511226080370861e+03  1.008713404121270e+00 -1.757010885949220e+00  3.878775897412393e+03
  -9.511226080370861e+03  1.008713404121270e+00 -1.757010885949220e+00  3.878775897412393e+03
  -9.509737973268147e+03  1.009420741891205e+00 -1.757046349590431e+00  3.845172322979989e+03
  -9.507757317563646e+03  1.009342340579199e+00 -1.756962301017603e+00  3.849397725840241e+03
  -9.507757317563646e+03  1.009342340579199e+00 -1.756962301017603e+00  3.849397725840241e+03
  -9.508346940940863e+03  1.009568487714370e+00 -1.757001410231521e+00  3.838739999303812e+03
  -9.509192267075479e+03  1.009391111756219e+00 -1.757020684369243e+00  3.847022356466479e+03
  -9.509572278841828e+03  1.008014968386466e+00 -1.757003844280667e+00  3.912129700483510e+03
  -9.509119290450733e+03  1.008535521477940e+00 -1.756995988170546e+00  3.887452733439627e+03
  -9.507697210476792e+03  1.009079076096915e+00 -1.756983194373626e+00  3.861891656625215e+03
  -9.508769285342350e+03  1.008302323105750e+00 -1.756990393419240e+00  3.898614207579567e+03
  -9.508769285342350e+03  1.008302323105750e+00 -1.756990393419240e+00  3.898614207579567e+03
  -9.508769285342350e+03  1.008302323105750e+00 -1.756990393419240e+00  3.898614207579567e+03
  -9.508769285342350e+03  1.008302323105750e+00 -1.756990393419240e+00  3.898614207579567e+03
  -9.508769285342350e+03  1.008302323105750e+00 -1.756990393419240e+00  3.898614207579567e+03
  -9.508769285342350e+03  1.008302323105750e+00 -1.756990393419240e+00  3.898614207579567e+03
  -9.508769285342350e+03  1.008302323105750e+00 -1.756990393419240e+00  3.898614207579567e+03
  -9.508819013102499e+03  1.008250169514384e+00 -1.756990183372557e+00  3.901087585920533e+03
  -9.508239333193287e+03  1.008619276251632e+00 -1.756984486971816e+00  3.883639908388846e+03
  -9.508239333193287e+03  1.008619276251632e+00 -1.756984486971816e+00  3.883639908388846e+03
  -9.508081446395505e+03  1.008724673779016e+00 -1.756982860378496e+00  3.878657766680622e+03
  -9.508094373458600e+03  1.008686561360205e+00 -1.756982508029475e+00  3.880471582597849e+03
  -9.508082265012472e+03  1.008947223132927e+00 -1.756987015979210e+00  3.868194770235696e+03
  -9.510021886608727e+03  1.008200453739622e+00 -1.756999360629332e+00  3.903272521711664e+03
  -9.509893316926682e+03  1.008303217495257e+00 -1.757000859138957e+00  3.898394582972980e+03
  -9.508149299249770e+03  1.008850333039398e+00 -1.756990921279820e+00  3.872709318433592e+03
  -9.507912425690676e+03  1.009012325778361e+00 -1.756986869591408e+00  3.865080092473283e+03
  -9.507930499550463e+03  1.008846228330217e+00 -1.756982451777566e+00  3.872908428014066e+03
  -9.507914495241808e+03  1.008832399379502e+00 -1.756981526280484e+00  3.873570856331872e+03
  -9.507914495241808e+03  1.008832399379502e+00 -1.756981526280484e+00  3.873570856331872e+03
  -9.507967703358247e+03  1.008320710395924e+00 -1.756965578738450e+00  3.897920575779708e+03
  -9.507967703358247e+03  1.008320710395924e+00 -1.756965578738450e+00  3.897920575779708e+03
  -9.507967703358247e+03  1.008320710395924e+00 -1.756965578738450e+00  3.897920575779708e+03
  -9.509621285936275e+03  1.007616830720928e+00 -1.756962739524973e+00  3.931203932572711e+03
  -9.509093895102575e+03  1.007458064210726e+00 -1.756966188998135e+00  3.938806887716736e+03
  -9.508959931448362e+03  1.007506251083738e+00 -1.756966480733005e+00  3.936532452053832e+03
  -9.508959931448362e+03  1.007506251083738e+00 -1.756966480733005e+00  3.936532452053832e+03
  -9.508959931448362e+03  1.007506251083738e+00 -1.756966480733005e+00  3.936532452053832e+03
  -9.509092118589449e+03  1.007392753367809e+00 -1.756964250678673e+00  3.941923780965059e+03
  -9.508964812892005e+03  1.007441752750020e+00 -1.756964271315591e+00  3.939609924951942e+03
  -9.509647087456655e+03  1.007098963870165e+00 -1.756962683712691e+00  3.955849350648450e+03
  -9.509647087456655e+03  1.007098963870165e+00 -1.756962683712691e+00  3.955849350648450e+03
  -9.508916490609859e+03  1.007942900112419e+00 -1.756987723468237e+00  3.915791898657050e+03
  -9.508571404007536e+03  1.008278277381254e+00 -1.756987686509089e+00  3.899844329761293e+03
  -9.513524388626436e+03  1.006280008152018e+00 -1.757075304038404e+00  3.994168864131167e+03
  -9.511165171529234e+03  1.007217328557006e+00 -1.757028376653014e+00  3.950011503631615e+03
  -9.510989945801919e+03  1.007311171215099e+00 -1.757025880140950e+00  3.945574369007888e+03
  -9.511547961576343e+03  1.009705633361275e+00 -1.757113999450262e+00  3.831504645411697e+03
  -9.510183450667342e+03  1.007342789060998e+00 -1.757005996826411e+00  3.944166096686975e+03
  -9.506561174233189e+03  1.009740350546637e+00 -1.756962486140377e+00  3.830658136271392e+03
  -9.506561174233189e+03  1.009740350546637e+00 -1.756962486140377e+00  3.830658136271392e+03
  -9.508222520045532e+03  1.009839161773697e+00 -1.756988101975302e+00  3.826068047125023e+03
  -9.506921806684066e+03  1.009841849642741e+00 -1.756981229656158e+00  3.825835327829766e+03
  -9.506921806684066e+03  1.009841849642741e+00 -1.756981229656158e+00  3.825835327829766e+03
  -9.506363148990638e+03  1.009882921818847e+00 -1.756964997641713e+00  3.823978482862755e+03
  -9.506317862167609e+03  1.009890743170423e+00 -1.756964025584271e+00  3.823605206865919e+03
  -9.506264045454442e+03  1.009936877950772e+00 -1.756963573251016e+00  3.821433718241079e+03
  -9.506264045454442e+03  1.009936877950772e+00 -1.756963573251016e+00  3.821433718241079e+03
  -9.506264045454442e+03  1.009936877950772e+00 -1.756963573251016e+00  3.821433718241079e+03
  -9.506264045454442e+03  1.009936877950772e+00 -1.756963573251016e+00  3.821433718241079e+03
  -9.506264045454442e+03  1.009936877950772e+00 -1.756963573251016e+00  3.821433718241079e+03
  -9.506264045454442e+03  1.009936877950772e+00 -1.756963573251016e+00  3.821433718241079e+03
  -9.506264045454442e+03  1.009936877950772e+00 -1.756963573251016e+00  3.821433718241079e+03
  -9.506264045454442e+03  1.009936877950772e+00 -1.756963573251016e+00  3.821433718241079e+03
  -9.506264045454442e+03  1.009936877950772e+00 -1.756963573251016e+00  3.821433718241079e+03
  -9.506264045454442e+03  1.009936877950772e+00 -1.756963573251016e+00  3.821433718241079e+03
  -9.506264045454442e+03  1.009936877950772e+00 -1.756963573251016e+00  3.821433718241079e+03
  -9.506172518122608e+03  1.009989417519210e+00 -1.756962584015289e+00  3.818945444728412e+03
  -9.506172518122608e+03  1.009989417519210e+00 -1.756962584015289e+00  3.818945444728412e+03
  -9.506172518122608e+03  1.009989417519210e+00 -1.756962584015289e+00  3.818945444728412e+03
  -9.506347848885947e+03  1.009926431473395e+00 -1.756963979520042e+00  3.821954847359894e+03
  -9.506347848885947e+03  1.009926431473395e+00 -1.756963979520042e+00  3.821954847359894e+03
  -9.506540333533858e+03  1.009969745476914e+00 -1.756964200644665e+00  3.819954191725614e+03
  -9.506540333533858e+03  1.009969745476914e+00 -1.756964200644665e+00  3.819954191725614e+03
