# ln(P)                  Mass, $M/M_{\odot}$    Metallicity, $\log_{10}\left(Z_0\right)$ Age (in Myrs), $t$    
  -9.525576855547215e+03  1.010107314271554e+00 -1.757598936354145e+00  3.809391198755073e+03
  -9.525576855547215e+03  1.010107314271554e+00 -1.757598936354145e+00  3.809391198755073e+03
  -9.525576855547215e+03  1.010107314271554e+00 -1.757598936354145e+00  3.809391198755073e+03
  -9.525576855547215e+03  1.010107314271554e+00 -1.757598936354145e+00  3.809391198755073e+03
  -9.522910618220732e+03  1.010503348640219e+00 -1.757440418070926e+00  3.792294725511258e+03
  -9.522910618220732e+03  1.010503348640219e+00 -1.757440418070926e+00  3.792294725511258e+03
  -9.522910618220732e+03  1.010503348640219e+00 -1.757440418070926e+00  3.792294725511258e+03
  -9.522910618220732e+03  1.010503348640219e+00 -1.757440418070926e+00  3.792294725511258e+03
  -9.521832570263272e+03  1.011125641174605e+00 -1.757233198223681e+00  3.765105671322805e+03
  -9.521832570263272e+03  1.011125641174605e+00 -1.757233198223681e+00  3.765105671322805e+03
  -9.518030943760159e+03  1.010867771518583e+00 -1.757149274634931e+00  3.777406222865498e+03
  -9.514595235315834e+03  1.010633426464696e+00 -1.757073007119663e+00  3.788584635473496e+03
  -9.514614373814708e+03  1.010535082026414e+00 -1.757084706488457e+00  3.792977040830132e+03
  -9.514614373814708e+03  1.010535082026414e+00 -1.757084706488457e+00  3.792977040830132e+03
  -9.513956230251750e+03  1.010533228468990e+00 -1.757086867462555e+00  3.793096116850946e+03
  -9.513956230251750e+03  1.010533228468990e+00 -1.757086867462555e+00  3.793096116850946e+03
  -9.510271732487712e+03  1.010317299804896e+00 -1.757039659942041e+00  3.803382756514603e+03
  -9.510271732487712e+03  1.010317299804896e+00 -1.757039659942041e+00  3.803382756514603e+03
  -9.510271732487712e+03  1.010317299804896e+00 -1.757039659942041e+00  3.803382756514603e+03
  -9.509306551890346e+03  1.010024271919428e+00 -1.757055059884840e+00  3.816620474570731e+03
  -9.509496310563567e+03  1.010058620291821e+00 -1.757053591294946e+00  3.815055410641378e+03
  -9.509496310563567e+03  1.010058620291821e+00 -1.757053591294946e+00  3.815055410641378e+03
  -9.509496310563567e+03  1.010058620291821e+00 -1.757053591294946e+00  3.815055410641378e+03
  -9.509496310563567e+03  1.010058620291821e+00 -1.757053591294946e+00  3.815055410641378e+03
  -9.509765430830939e+03  1.010096183652524e+00 -1.757053910414647e+00  3.813331158686289e+03
  -9.510080799181018e+03  1.010237690783463e+00 -1.757026953587995e+00  3.807013297794467e+03
  -9.510080799181018e+03  1.010237690783463e+00 -1.757026953587995e+00  3.807013297794467e+03
  -9.510080799181018e+03  1.010237690783463e+00 -1.757026953587995e+00  3.807013297794467e+03
  -9.510080799181018e+03  1.010237690783463e+00 -1.757026953587995e+00  3.807013297794467e+03
  -9.510072687968768e+03  1.010236090657934e+00 -1.757027042495966e+00  3.807085908728396e+03
  -9.510376233050660e+03  1.010323971666455e+00 -1.757022626992151e+00  3.803110990846877e+03
  -9.510995303068550e+03  1.010437362218032e+00 -1.757016245958899e+00  3.797963284109495e+03
  -9.510778346602416e+03  1.010304133928931e+00 -1.757022291257426e+00  3.803971291868012e+03
  -9.512280362802965e+03  1.010613181065005e+00 -1.757017913850062e+00  3.789912283213907e+03
  -9.512280362802965e+03  1.010613181065005e+00 -1.757017913850062e+00  3.789912283213907e+03
  -9.512289552927175e+03  1.010611027546446e+00 -1.757019415942897e+00  3.790002387880505e+03
  -9.512289552927175e+03  1.010611027546446e+00 -1.757019415942897e+00  3.790002387880505e+03
  -9.514185837063327e+03  1.010989532321550e+00 -1.757031697771654e+00  3.772718914214141e+03
  -9.512767438685507e+03  1.010818175247314e+00 -1.757010771460255e+00  3.780650611294089e+03
  -9.512369964779858e+03  1.010747493603129e+00 -1.757009782985092e+00  3.783877378082912e+03
  -9.512369964779858e+03  1.010747493603129e+00 -1.757009782985092e+00  3.783877378082912e+03
  -9.512826878397453e+03  1.010871948876999e+00 -1.757000422764783e+00  3.778261747055928e+03
  -9.514045592606522e+03  1.011081332761574e+00 -1.756996821720103e+00  3.768728462400599e+03
  -9.513205585057487e+03  1.010904095388522e+00 -1.757002571669388e+00  3.776770250044548e+03
  -9.513696017923947e+03  1.011034481606695e+00 -1.756998216545774e+00  3.770866253297162e+03
  -9.514974339767274e+03  1.011320346873316e+00 -1.756989959326944e+00  3.757905567236422e+03
  -9.514974339767274e+03  1.011320346873316e+00 -1.756989959326944e+00  3.757905567236422e+03
  -9.514974339767274e+03  1.011320346873316e+00 -1.756989959326944e+00  3.757905567236422e+03
  -9.514974339767274e+03  1.011320346873316e+00 -1.756989959326944e+00  3.757905567236422e+03
  -9.513650283247771e+03  1.011113423318168e+00 -1.756998346296232e+00  3.767327554755972e+03
  -9.513650283247771e+03  1.011113423318168e+00 -1.756998346296232e+00  3.767327554755972e+03
  -9.514085821428338e+03  1.011312218251933e+00 -1.756980271255251e+00  3.758434366129095e+03
  -9.514380782071450e+03  1.011390240467043e+00 -1.756974681607914e+00  3.754919427564302e+03
  -9.513604551702017e+03  1.010901949657778e+00 -1.757030950728827e+00  3.776722060634101e+03
  -9.513186418734284e+03  1.010867935820244e+00 -1.757041060071945e+00  3.778282555379527e+03
  -9.513186418734284e+03  1.010867935820244e+00 -1.757041060071945e+00  3.778282555379527e+03
  -9.512715470210765e+03  1.010896125237593e+00 -1.757017774201376e+00  3.777141202282318e+03
  -9.512386991202025e+03  1.010868073261123e+00 -1.757016363879434e+00  3.778560412595094e+03
  -9.511510318238801e+03  1.010742963632090e+00 -1.757011305309740e+00  3.784280661826413e+03
  -9.512202428506831e+03  1.010736451890836e+00 -1.757037245694197e+00  3.784381390696782e+03
  -9.512202428506831e+03  1.010736451890836e+00 -1.757037245694197e+00  3.784381390696782e+03
  -9.511970281637236e+03  1.010596084069705e+00 -1.757051607669581e+00  3.790716884949538e+03
  -9.511970281637236e+03  1.010596084069705e+00 -1.757051607669581e+00  3.790716884949538e+03
  -9.510367455111418e+03  1.010411605218903e+00 -1.757029881276294e+00  3.799264302530323e+03
  -9.510367455111418e+03  1.010411605218903e+00 -1.757029881276294e+00  3.799264302530323e+03
  -9.510367455111418e+03  1.010411605218903e+00 -1.757029881276294e+00  3.799264302530323e+03
  -9.510010555620880e+03  1.010263766063519e+00 -1.757037549330269e+00  3.805998915785904e+03
  -9.510467864791772e+03  1.010288907331175e+00 -1.757043626723978e+00  3.804835602034341e+03
  -9.510324087320394e+03  1.010295524267304e+00 -1.757040302923841e+00  3.804543825193527e+03
  -9.512039910119283e+03  1.010105414506490e+00 -1.757088340960166e+00  3.812569675859387e+03
  -9.512039910119283e+03  1.010105414506490e+00 -1.757088340960166e+00  3.812569675859387e+03
  -9.511272902437706e+03  1.010192535860692e+00 -1.757065827395921e+00  3.808788937040968e+03
  -9.511272902437706e+03  1.010192535860692e+00 -1.757065827395921e+00  3.808788937040968e+03
  -9.512180669328882e+03  1.010153558402080e+00 -1.757077642534871e+00  3.810431027871899e+03
  -9.511033811647210e+03  1.010119670346991e+00 -1.757067478067622e+00  3.812092798457101e+03
  -9.511033811647210e+03  1.010119670346991e+00 -1.757067478067622e+00  3.812092798457101e+03
  -9.511010279313741e+03  1.010121250155578e+00 -1.757066888517844e+00  3.812025851354072e+03
  -9.512858612479984e+03  1.010148217724057e+00 -1.757096218199435e+00  3.810541593578886e+03
  -9.512858612479984e+03  1.010148217724057e+00 -1.757096218199435e+00  3.810541593578886e+03
  -9.512858612479984e+03  1.010148217724057e+00 -1.757096218199435e+00  3.810541593578886e+03
  -9.511225958536021e+03  1.010895737345646e+00 -1.756962135875688e+00  3.777709372165676e+03
  -9.511225958536021e+03  1.010895737345646e+00 -1.756962135875688e+00  3.777709372165676e+03
  -9.510900659209283e+03  1.010836186049580e+00 -1.756962143114552e+00  3.780434994296218e+03
  -9.509473146907871e+03  1.010522955696324e+00 -1.756963580909946e+00  3.794713846851702e+03
  -9.509826274488032e+03  1.010460693004121e+00 -1.756990654262659e+00  3.797127580144286e+03
  -9.509826274488032e+03  1.010460693004121e+00 -1.756990654262659e+00  3.797127580144286e+03
  -9.508699585989632e+03  1.010332531582745e+00 -1.756989108280761e+00  3.803083730115457e+03
  -9.509221513559223e+03  1.010404617394995e+00 -1.756992487368191e+00  3.799746492693896e+03
  -9.509221513559223e+03  1.010404617394995e+00 -1.756992487368191e+00  3.799746492693896e+03
  -9.509418165585363e+03  1.010473736396329e+00 -1.756986783968453e+00  3.796631560466637e+03
  -9.510983937366278e+03  1.010601313658088e+00 -1.756975322084013e+00  3.790732518500328e+03
  -9.510983937366278e+03  1.010601313658088e+00 -1.756975322084013e+00  3.790732518500328e+03
  -9.510983937366278e+03  1.010601313658088e+00 -1.756975322084013e+00  3.790732518500328e+03
  -9.510983937366278e+03  1.010601313658088e+00 -1.756975322084013e+00  3.790732518500328e+03
  -9.510983937366278e+03  1.010601313658088e+00 -1.756975322084013e+00  3.790732518500328e+03
  -9.510983937366278e+03  1.010601313658088e+00 -1.756975322084013e+00  3.790732518500328e+03
  -9.510983937366278e+03  1.010601313658088e+00 -1.756975322084013e+00  3.790732518500328e+03
  -9.510983937366278e+03  1.010601313658088e+00 -1.756975322084013e+00  3.790732518500328e+03
  -9.511006759236559e+03  1.010603158966294e+00 -1.756975332199462e+00  3.790647355331915e+03
  -9.511006759236559e+03  1.010603158966294e+00 -1.756975332199462e+00  3.790647355331915e+03
  -9.511006759236559e+03  1.010603158966294e+00 -1.756975332199462e+00  3.790647355331915e+03
  -9.510909280635642e+03  1.010604622406735e+00 -1.757012185140581e+00  3.790603725932511e+03
  -9.510904028113029e+03  1.010603405830140e+00 -1.757012154838024e+00  3.790659837562395e+03
  -9.509037325522077e+03  1.010342806699921e+00 -1.756995357720616e+00  3.802527820459215e+03
  -9.509037325522077e+03  1.010342806699921e+00 -1.756995357720616e+00  3.802527820459215e+03
  -9.509777883326935e+03  1.010363869710584e+00 -1.757019971697470e+00  3.801444671898263e+03
  -9.509535401426121e+03  1.010313035347745e+00 -1.757016661147450e+00  3.803866042532358e+03
  -9.509498998136844e+03  1.010290916404564e+00 -1.757016914513092e+00  3.804888598456778e+03
  -9.509681158881711e+03  1.010310376596377e+00 -1.757017677731556e+00  3.804007020643237e+03
  -9.509681158881711e+03  1.010310376596377e+00 -1.757017677731556e+00  3.804007020643237e+03
  -9.512501664482939e+03  1.010548118154885e+00 -1.757063287487049e+00  3.792905085399842e+03
  -9.516908718562452e+03  1.007406225492278e+00 -1.757140222239839e+00  3.940511755227536e+03
  -9.516908718562452e+03  1.007406225492278e+00 -1.757140222239839e+00  3.940511755227536e+03
  -9.512569753502752e+03  1.010689660353048e+00 -1.757054676281965e+00  3.786442310794226e+03
  -9.511039779025663e+03  1.010295209114973e+00 -1.757023098636716e+00  3.804792610245071e+03
  -9.509287120455194e+03  1.010210238029778e+00 -1.757003816181290e+00  3.808732883537399e+03
  -9.509287120455194e+03  1.010210238029778e+00 -1.757003816181290e+00  3.808732883537399e+03
  -9.509382229799521e+03  1.010215152159854e+00 -1.757004931342923e+00  3.808505005837002e+03
  -9.509382229799521e+03  1.010215152159854e+00 -1.757004931342923e+00  3.808505005837002e+03
  -9.509397485286592e+03  1.010212418098462e+00 -1.757004941641277e+00  3.808632442462645e+03
  -9.507766863308574e+03  1.009855888994660e+00 -1.757010542290974e+00  3.824900043303936e+03
  -9.508086918934989e+03  1.009828338898754e+00 -1.757018460746892e+00  3.826132018933465e+03
  -9.508086918934989e+03  1.009828338898754e+00 -1.757018460746892e+00  3.826132018933465e+03
  -9.508272107388953e+03  1.009831282373924e+00 -1.757021954092026e+00  3.825949484016105e+03
  -9.508273272603137e+03  1.009829551518955e+00 -1.757017854784356e+00  3.826036879821986e+03
  -9.508273272603137e+03  1.009829551518955e+00 -1.757017854784356e+00  3.826036879821986e+03
  -9.508273272603137e+03  1.009829551518955e+00 -1.757017854784356e+00  3.826036879821986e+03
  -9.508273272603137e+03  1.009829551518955e+00 -1.757017854784356e+00  3.826036879821986e+03
  -9.511098422017891e+03  1.009690849401416e+00 -1.757053976384242e+00  3.832214518460233e+03
  -9.511098422017891e+03  1.009690849401416e+00 -1.757053976384242e+00  3.832214518460233e+03
  -9.510485623971372e+03  1.009637669379817e+00 -1.757087933776768e+00  3.834663890699296e+03
  -9.509896916886108e+03  1.009717375138885e+00 -1.757079399907622e+00  3.831030591036793e+03
  -9.510285018002727e+03  1.009991897646880e+00 -1.757099875416415e+00  3.817958982920536e+03
  -9.513211001180312e+03  1.009854723823158e+00 -1.757162355522877e+00  3.823809552410878e+03
  -9.511314402884931e+03  1.010575689158859e+00 -1.756999596719809e+00  3.791760734361284e+03
  -9.509262458531188e+03  1.010343739943677e+00 -1.756991375751636e+00  3.802450754981710e+03
  -9.510361160069608e+03  1.009016951725900e+00 -1.756992051083115e+00  3.864515086342693e+03
  -9.510925739819817e+03  1.008951943801878e+00 -1.756994432549435e+00  3.867555804736437e+03
  -9.510461432940323e+03  1.009616754555425e+00 -1.756996507208110e+00  3.836045913768999e+03
  -9.509588314396200e+03  1.009636008407504e+00 -1.756992025789146e+00  3.835204423329896e+03
  -9.508853786648211e+03  1.009626229659053e+00 -1.756993826173995e+00  3.835708870543457e+03
  -9.508853786648211e+03  1.009626229659053e+00 -1.756993826173995e+00  3.835708870543457e+03
  -9.508853786648211e+03  1.009626229659053e+00 -1.756993826173995e+00  3.835708870543457e+03
  -9.508853786648211e+03  1.009626229659053e+00 -1.756993826173995e+00  3.835708870543457e+03
  -9.508088879227620e+03  1.009568085752015e+00 -1.756990908333458e+00  3.838547062865137e+03
  -9.508059052518156e+03  1.009447424656657e+00 -1.756983277290593e+00  3.844302941798708e+03
  -9.508126601643929e+03  1.009475462880770e+00 -1.756990437518239e+00  3.842940424271302e+03
  -9.508126601643929e+03  1.009475462880770e+00 -1.756990437518239e+00  3.842940424271302e+03
  -9.508126601643929e+03  1.009475462880770e+00 -1.756990437518239e+00  3.842940424271302e+03
  -9.509952505178160e+03  1.006961864341624e+00 -1.756981487538912e+00  3.962427749191592e+03
  -9.509952505178160e+03  1.006961864341624e+00 -1.756981487538912e+00  3.962427749191592e+03
  -9.509952505178160e+03  1.006961864341624e+00 -1.756981487538912e+00  3.962427749191592e+03
  -9.512341753232638e+03  1.005826992567467e+00 -1.756984813155778e+00  4.016112442930587e+03
  -9.512341753232638e+03  1.005826992567467e+00 -1.756984813155778e+00  4.016112442930587e+03
  -9.512341753232638e+03  1.005826992567467e+00 -1.756984813155778e+00  4.016112442930587e+03
  -9.510405693595078e+03  1.008817616948431e+00 -1.757066192761998e+00  3.873761900480554e+03
  -9.509877478712633e+03  1.008955363830171e+00 -1.757052773666393e+00  3.867322133865450e+03
  -9.509877478712633e+03  1.008955363830171e+00 -1.757052773666393e+00  3.867322133865450e+03
  -9.509960325410113e+03  1.008940508215964e+00 -1.757055002886295e+00  3.868013589912789e+03
  -9.509517606301284e+03  1.009017929722469e+00 -1.757042973158633e+00  3.864407629165042e+03
  -9.509461323022757e+03  1.009019454250158e+00 -1.757041126979852e+00  3.864341741759131e+03
  -9.509347095977646e+03  1.009062792192597e+00 -1.757038190493696e+00  3.862288454332591e+03
  -9.509347095977646e+03  1.009062792192597e+00 -1.757038190493696e+00  3.862288454332591e+03
  -9.509347095977646e+03  1.009062792192597e+00 -1.757038190493696e+00  3.862288454332591e+03
  -9.511385426900508e+03  1.008123179364689e+00 -1.757063126733380e+00  3.906815301646867e+03
  -9.512029276164216e+03  1.009907632418269e+00 -1.757136960217698e+00  3.821794704069548e+03
  -9.512029276164216e+03  1.009907632418269e+00 -1.757136960217698e+00  3.821794704069548e+03
  -9.512029276164216e+03  1.009907632418269e+00 -1.757136960217698e+00  3.821794704069548e+03
  -9.510320856327926e+03  1.009936050936572e+00 -1.757092658661604e+00  3.820692294267624e+03
  -9.510163134360579e+03  1.009948046747058e+00 -1.757086294598767e+00  3.820173881091983e+03
  -9.510163134360579e+03  1.009948046747058e+00 -1.757086294598767e+00  3.820173881091983e+03
  -9.508762429307028e+03  1.009900877005827e+00 -1.757044811603237e+00  3.822631364686289e+03
  -9.508079523759679e+03  1.010004649434682e+00 -1.757026850884068e+00  3.817789895107554e+03
  -9.508079523759679e+03  1.010004649434682e+00 -1.757026850884068e+00  3.817789895107554e+03
  -9.508079523759679e+03  1.010004649434682e+00 -1.757026850884068e+00  3.817789895107554e+03
  -9.509636283862554e+03  1.009243584339217e+00 -1.757012881791287e+00  3.854109935720517e+03
  -9.508396666902179e+03  1.009327955749640e+00 -1.757003806711858e+00  3.850080045323119e+03
  -9.508604244887470e+03  1.009274035020665e+00 -1.757006069818265e+00  3.852631646370016e+03
  -9.508192833550394e+03  1.009030617456370e+00 -1.756983562553912e+00  3.864315292750041e+03
  -9.508192833550394e+03  1.009030617456370e+00 -1.756983562553912e+00  3.864315292750041e+03
  -9.508192833550394e+03  1.009030617456370e+00 -1.756983562553912e+00  3.864315292750041e+03
  -9.508192833550394e+03  1.009030617456370e+00 -1.756983562553912e+00  3.864315292750041e+03
  -9.509516687836100e+03  1.010235549850163e+00 -1.757034119306017e+00  3.807208137268572e+03
  -9.509516687836100e+03  1.010235549850163e+00 -1.757034119306017e+00  3.807208137268572e+03
  -9.509516687836100e+03  1.010235549850163e+00 -1.757034119306017e+00  3.807208137268572e+03
  -9.508692179308973e+03  1.010197810623115e+00 -1.757012577798405e+00  3.809102485385539e+03
  -9.508692179308973e+03  1.010197810623115e+00 -1.757012577798405e+00  3.809102485385539e+03
  -9.508692179308973e+03  1.010197810623115e+00 -1.757012577798405e+00  3.809102485385539e+03
  -9.508692179308973e+03  1.010197810623115e+00 -1.757012577798405e+00  3.809102485385539e+03
  -9.508692179308973e+03  1.010197810623115e+00 -1.757012577798405e+00  3.809102485385539e+03
  -9.508700311600989e+03  1.010136052519201e+00 -1.757011244873498e+00  3.812018391008884e+03
  -9.508689328994651e+03  1.009562641683787e+00 -1.756997518827682e+00  3.839087194533202e+03
  -9.509118696989830e+03  1.009470260510077e+00 -1.757003467299308e+00  3.843435488702411e+03
  -9.509080736798083e+03  1.009213307292096e+00 -1.756997594777534e+00  3.855634433388914e+03
  -9.509080736798083e+03  1.009213307292096e+00 -1.756997594777534e+00  3.855634433388914e+03
  -9.509063187724149e+03  1.008811709151690e+00 -1.757019434412534e+00  3.874371038237245e+03
  -9.512176728069522e+03  1.009491927854836e+00 -1.757138338029408e+00  3.841419835125349e+03
  -9.512435466053128e+03  1.009494850300196e+00 -1.757149806498018e+00  3.841192460282690e+03
  -9.511128874195132e+03  1.009590394533939e+00 -1.757110169223117e+00  3.836923717207017e+03
  -9.510637255816591e+03  1.009217207089656e+00 -1.757082488645684e+00  3.854769072663760e+03
  -9.512388908705314e+03  1.009772278061563e+00 -1.757026179754281e+00  3.829152418431884e+03
  -9.511661749169420e+03  1.009773938108552e+00 -1.757028721962971e+00  3.829020041170223e+03
  -9.510198050243587e+03  1.010236420359753e+00 -1.757056180500815e+00  3.807065426267111e+03
  -9.509302256955089e+03  1.010187138513757e+00 -1.757034597567504e+00  3.809392918414052e+03
  -9.508794875008381e+03  1.010119440258081e+00 -1.757028365704624e+00  3.812597379739363e+03
  -9.508794875008381e+03  1.010119440258081e+00 -1.757028365704624e+00  3.812597379739363e+03
  -9.510065830705082e+03  1.007807628606371e+00 -1.757023100616870e+00  3.921935795276604e+03
  -9.510066419585912e+03  1.007807280685167e+00 -1.757023107254406e+00  3.921952185068677e+03
  -9.510066419585912e+03  1.007807280685167e+00 -1.757023107254406e+00  3.921952185068677e+03
  -9.510066419585912e+03  1.007807280685167e+00 -1.757023107254406e+00  3.921952185068677e+03
  -9.510638803499351e+03  1.007612137188105e+00 -1.757034371140976e+00  3.931162249461082e+03
  -9.508999938332554e+03  1.008651512877983e+00 -1.757012392993382e+00  3.882009813949487e+03
  -9.509252283923825e+03  1.008366767510920e+00 -1.757011735466120e+00  3.895442227590072e+03
  -9.509535264377075e+03  1.007826405791705e+00 -1.756980557904597e+00  3.921174203390200e+03
  -9.509932262895447e+03  1.007883772805520e+00 -1.757013647080830e+00  3.918471843498341e+03
  -9.508100075886272e+03  1.008827407440879e+00 -1.756981342008344e+00  3.873758275261069e+03
  -9.508183920407262e+03  1.009379395184126e+00 -1.756990423590791e+00  3.847494285188744e+03
  -9.508216645627899e+03  1.009233889621069e+00 -1.757004241564297e+00  3.854388195793707e+03
  -9.508216645627899e+03  1.009233889621069e+00 -1.757004241564297e+00  3.854388195793707e+03
  -9.508862316401443e+03  1.009009135842485e+00 -1.757018092866362e+00  3.864938028349696e+03
  -9.507873728346769e+03  1.008622176553216e+00 -1.756971397042398e+00  3.883582038889360e+03
  -9.507885237441158e+03  1.008901269540638e+00 -1.756977014077077e+00  3.870289453654523e+03
  -9.507885237441158e+03  1.008901269540638e+00 -1.756977014077077e+00  3.870289453654523e+03
  -9.507885237441158e+03  1.008901269540638e+00 -1.756977014077077e+00  3.870289453654523e+03
  -9.507885237441158e+03  1.008901269540638e+00 -1.756977014077077e+00  3.870289453654523e+03
  -9.507885237441158e+03  1.008901269540638e+00 -1.756977014077077e+00  3.870289453654523e+03
  -9.507885237441158e+03  1.008901269540638e+00 -1.756977014077077e+00  3.870289453654523e+03
  -9.507950373594558e+03  1.008911116505648e+00 -1.756979286300564e+00  3.869806244056872e+03
  -9.508020884486967e+03  1.008690614734645e+00 -1.756976772114085e+00  3.880288297937248e+03
  -9.507977634423351e+03  1.008979887887043e+00 -1.756973915367543e+00  3.866543448484491e+03
  -9.508252015592896e+03  1.008951492259204e+00 -1.756977854830329e+00  3.867846897744537e+03
  -9.508068338251382e+03  1.009222271462849e+00 -1.756970332106496e+00  3.855035882102008e+03
  -9.507859628916418e+03  1.009320833730274e+00 -1.756971803216989e+00  3.850372807172437e+03
  -9.507962830686118e+03  1.009301647063765e+00 -1.756971272332316e+00  3.851275066445366e+03
  -9.507962830686118e+03  1.009301647063765e+00 -1.756971272332316e+00  3.851275066445366e+03
  -9.507962830686118e+03  1.009301647063765e+00 -1.756971272332316e+00  3.851275066445366e+03
  -9.509812752518234e+03  1.009931700244615e+00 -1.756974917247485e+00  3.821266482744113e+03
  -9.506936859376405e+03  1.009909181565809e+00 -1.756978399541789e+00  3.822545346410650e+03
  -9.506936859376405e+03  1.009909181565809e+00 -1.756978399541789e+00  3.822545346410650e+03
  -9.506936859376405e+03  1.009909181565809e+00 -1.756978399541789e+00  3.822545346410650e+03
  -9.507098750216403e+03  1.009895780323662e+00 -1.756979878415412e+00  3.823151753943068e+03
  -9.507644060283319e+03  1.009743989965345e+00 -1.756996199679813e+00  3.830243315143668e+03
  -9.507644060283319e+03  1.009743989965345e+00 -1.756996199679813e+00  3.830243315143668e+03
  -9.507644060283319e+03  1.009743989965345e+00 -1.756996199679813e+00  3.830243315143668e+03
  -9.507644060283319e+03  1.009743989965345e+00 -1.756996199679813e+00  3.830243315143668e+03
  -9.507644060283319e+03  1.009743989965345e+00 -1.756996199679813e+00  3.830243315143668e+03
  -9.507644060283319e+03  1.009743989965345e+00 -1.756996199679813e+00  3.830243315143668e+03
  -9.507696827002746e+03  1.009827362517084e+00 -1.757002131839167e+00  3.826265117243218e+03
  -9.507696827002746e+03  1.009827362517084e+00 -1.757002131839167e+00  3.826265117243218e+03
  -9.509400184028484e+03  1.007158576109271e+00 -1.756968381817472e+00  3.953190241131638e+03
  -9.509999876260372e+03  1.010168801939688e+00 -1.757008142267891e+00  3.810660082124051e+03
  -9.511906631551859e+03  1.010225895886767e+00 -1.757016994279329e+00  3.808078168983086e+03
  -9.512135665153957e+03  1.010219160812479e+00 -1.757018518316976e+00  3.808386388054726e+03
  -9.510243337717004e+03  1.010320034148244e+00 -1.757019584587695e+00  3.803613854622255e+03
  -9.510243337717004e+03  1.010320034148244e+00 -1.757019584587695e+00  3.803613854622255e+03
  -9.509451774695674e+03  1.010242608376534e+00 -1.757019592306612e+00  3.807095667690876e+03
  -9.509559051343513e+03  1.010269816572144e+00 -1.757017498068361e+00  3.805872860942551e+03
  -9.510332788230118e+03  1.007828301033332e+00 -1.757025400851517e+00  3.921024043772388e+03
  -9.510332788230118e+03  1.007828301033332e+00 -1.757025400851517e+00  3.921024043772388e+03
  -9.509645428597587e+03  1.008473586994865e+00 -1.757004364366148e+00  3.890620065759947e+03
  -9.509645428597587e+03  1.008473586994865e+00 -1.757004364366148e+00  3.890620065759947e+03
  -9.509338481120614e+03  1.007170040069107e+00 -1.756971362125752e+00  3.952590551999105e+03
  -9.509298713486929e+03  1.007204978982059e+00 -1.756971687706285e+00  3.950926544681649e+03
  -9.509322970770958e+03  1.007230247332439e+00 -1.756971638804891e+00  3.949744981485587e+03
  -9.508371518656413e+03  1.008507514977272e+00 -1.756987738232601e+00  3.888951530549687e+03
  -9.509225135783217e+03  1.007833244875971e+00 -1.756990755594312e+00  3.920868325541272e+03
  -9.510465856635434e+03  1.007434729650408e+00 -1.756996344529944e+00  3.939657164940758e+03
  -9.509495984037278e+03  1.007783782438278e+00 -1.756992858210920e+00  3.923171883178885e+03
  -9.509845596533236e+03  1.009580045693293e+00 -1.756990327957287e+00  3.838406206773850e+03
  -9.507736104738671e+03  1.008582298550933e+00 -1.756967649099628e+00  3.885520676481999e+03
  -9.507874177046944e+03  1.008475488148517e+00 -1.756967478245871e+00  3.890569608999575e+03
  -9.507874177046944e+03  1.008475488148517e+00 -1.756967478245871e+00  3.890569608999575e+03
  -9.507874177046944e+03  1.008475488148517e+00 -1.756967478245871e+00  3.890569608999575e+03
  -9.507874177046944e+03  1.008475488148517e+00 -1.756967478245871e+00  3.890569608999575e+03
  -9.507465544354844e+03  1.010207981467908e+00 -1.756968600627464e+00  3.808879937696966e+03
  -9.507465544354844e+03  1.010207981467908e+00 -1.756968600627464e+00  3.808879937696966e+03
  -9.507465544354844e+03  1.010207981467908e+00 -1.756968600627464e+00  3.808879937696966e+03
  -9.507399691593553e+03  1.010197822553908e+00 -1.756967868681919e+00  3.809343443182388e+03
  -9.507399691593553e+03  1.010197822553908e+00 -1.756967868681919e+00  3.809343443182388e+03
  -9.507399691593553e+03  1.010197822553908e+00 -1.756967868681919e+00  3.809343443182388e+03
  -9.507399691593553e+03  1.010197822553908e+00 -1.756967868681919e+00  3.809343443182388e+03
  -9.507399691593553e+03  1.010197822553908e+00 -1.756967868681919e+00  3.809343443182388e+03
  -9.507399691593553e+03  1.010197822553908e+00 -1.756967868681919e+00  3.809343443182388e+03
  -9.507399691593553e+03  1.010197822553908e+00 -1.756967868681919e+00  3.809343443182388e+03
  -9.507399691593553e+03  1.010197822553908e+00 -1.756967868681919e+00  3.809343443182388e+03
  -9.507373836997493e+03  1.010194009920208e+00 -1.756967842892615e+00  3.809519892154109e+03
  -9.507691542559172e+03  1.010226206925459e+00 -1.756967622582407e+00  3.808007953814348e+03
  -9.507691542559172e+03  1.010226206925459e+00 -1.756967622582407e+00  3.808007953814348e+03
  -9.507691542559172e+03  1.010226206925459e+00 -1.756967622582407e+00  3.808007953814348e+03
  -9.508369335138625e+03  1.010313352803880e+00 -1.756966977446592e+00  3.803999375324076e+03
  -9.507705101226034e+03  1.010236501108199e+00 -1.756966751261116e+00  3.807547435445020e+03
  -9.512570152661674e+03  1.006797775412516e+00 -1.757057183756516e+00  3.969559320108749e+03
  -9.509720509819166e+03  1.009567912737402e+00 -1.757058984488214e+00  3.838154847587835e+03
  -9.509720509819166e+03  1.009567912737402e+00 -1.757058984488214e+00  3.838154847587835e+03
  -9.509720509819166e+03  1.009567912737402e+00 -1.757058984488214e+00  3.838154847587835e+03
  -9.509720509819166e+03  1.009567912737402e+00 -1.757058984488214e+00  3.838154847587835e+03
