# Column 1: Order (n)
# Column 2: Degree (l)
# Column 3: Frequency (microHz)
# Column 4: Frequency positive error (microHz)
# Column 5: Frequency negative error (microHz)
# Column 6: Linewidth (microHz)
# Column 7: Linewidth positive error (microHz)
# Column 8: Linewidth negative error (microHz)
# Column 9: Height (ppm^2/microHz)
# Column 10: Height positive error (ppm^2/microHz)
# Column 11: Height negative error (ppm^2/microHz)
#-------------------------------------------------
  4  2  28.2657  0.0121  0.0082  0.5185  0.0150  0.0270  3626.7874  1059.4367  472.8133
  5  0  28.7790  0.0095  0.0128  0.1136  0.0122  0.0162  16229.4278  1035.9262  1201.1195
  5  1  29.2082  0.0024  0.0042  0.0487  0.0137  0.0203  898.3475  1125.0332  891.2187
  5  1  29.5306  0.0031  0.0015  0.1044  0.0103  0.0080  711.5879  877.6033  656.8534
  5  1  29.7943  0.0016  0.0008  0.0798  0.0174  0.0162  146.9001  1607.3631  145.3769
  5  1  30.0079  0.0025  0.0020  0.0089  0.0051  0.0031  13809.2543  1429.1799  1543.7192
  5  1  30.2751  0.0010  0.0011  0.1130  0.0161  0.0268  2619.0237  1808.4893  1081.1861
  5  1  30.5029  0.0013  0.0012  0.0150  0.0098  0.0055  32706.4998  2692.6491  4683.3508
  5  1  30.9706  0.0019  0.0041  0.0654  0.0282  0.0068  10559.7375  2060.5417  1535.5178
  5  1  31.2171  0.0018  0.0011  0.1496  0.0235  0.0409  299.8397  820.6702  296.6097
  5  1  31.3968  0.0029  0.0030  0.0729  0.0626  0.0113  1992.9900  2774.7421  940.9077
  5  1  31.6489  0.0019  0.0027  0.0080  0.0050  0.0032  17086.0108  9934.1633  7635.8059
  5  1  31.9431  0.0007  0.0012  0.0809  0.0137  0.0278  707.5950  2402.9059  702.9347
  5  2  32.1257  0.0206  0.0211  0.2544  0.0189  0.0240  5705.9613  869.6424  1193.1797
  6  0  32.8318  0.0079  0.0064  0.2584  0.0154  0.0293  20903.4115  3465.7217  2480.0252
  6  1  34.4481  0.0030  0.0015  0.1005  0.0177  0.0110  5830.1022  1307.0670  2473.9326
  6  1  34.7709  0.0039  0.0024  0.0908  0.0090  0.0209  2816.3563  2444.6022  920.0395
  6  1  35.0500  0.0004  0.0018  0.0642  0.0086  0.0075  12982.1249  2122.9212  3485.2831
  6  1  35.3116  0.0016  0.0027  0.0398  0.0074  0.0054  21556.3407  5017.2141  4070.3527
  6  1  35.6128  0.0011  0.0022  0.0940  0.0083  0.0164  2696.6841  1378.0227  982.1321
  6  1  35.9619  0.0027  0.0033  0.1696  0.0189  0.0170  702.1754  802.6512  654.4611
  6  2  36.3967  0.0071  0.0162  0.2187  0.0286  0.0171  7850.3012  1727.5389  700.2539
  7  0  37.0350  0.0332  0.0096  0.2065  0.0327  0.0171  24556.3707  1572.1041  1579.9510
  7  1  38.1311  0.0014  0.0063  0.0358  0.0499  0.0136  2016.4173  1608.5308  1197.0392
  7  1  38.4625  0.0085  0.0016  0.0436  0.0181  0.0178  5688.8733  2982.2012  2499.0233
  7  1  38.8411  0.0034  0.0020  0.0659  0.0119  0.0100  5621.2193  1102.1118  1107.9661
  7  1  39.1480  0.0008  0.0018  0.0638  0.0332  0.0133  6263.7377  2111.5701  1702.8873
  7  1  39.4751  0.0023  0.0018  0.1965  0.0135  0.0428  2056.4844  777.3333  582.9731
  7  1  39.8593  0.0034  0.0014  0.1255  0.0498  0.0351  1546.6800  821.8582  535.1549
  7  1  40.3090  0.0044  0.0038  0.0252  0.0097  0.0082  97.5191  2006.6804  96.3395
  7  2  40.5858  0.0131  0.0126  0.2423  0.0240  0.0190  5213.6886  965.0841  910.0339
  8  0  41.1582  0.0112  0.0079  0.2049  0.0163  0.0212  11528.6412  1158.1353  1052.7024
  8  1  41.6876  0.0018  0.0027  0.0159  0.0167  0.0075  4165.4086  8410.3482  3283.4760
  8  1  42.1599  0.0018  0.0011  0.0555  0.0348  0.0253  786.6442  990.5891  507.6627
  8  1  42.6546  0.0029  0.0090  0.0550  0.0086  0.0106  1259.1107  1184.6380  563.1005
  8  1  43.1104  0.0025  0.0022  0.0966  0.0155  0.0140  2251.4750  1145.2694  650.8196
  8  1  43.5267  0.0023  0.0039  0.0511  0.0109  0.0094  13124.7090  1113.2402  4961.2090
  8  1  43.9544  0.0069  0.0019  0.0734  0.0134  0.0105  1570.9221  690.1980  494.7380
  8  1  44.4505  0.0108  0.0035  0.1500  0.0204  0.0243  1052.2262  384.0746  325.3822
  8  2  44.9100  0.0191  0.0077  0.2904  0.0184  0.0116  2041.9587  553.9154  429.7454
  9  0  45.4407  0.0102  0.0056  0.3013  0.0083  0.0092  2081.5264  624.9366  463.0424
  9  1  47.3133  0.0007  0.0006  0.0334  0.0131  0.0133  3793.4412  3495.6208  1763.1942
  9  1  47.8104  0.0019  0.0024  0.0935  0.0131  0.0171  1427.9221  555.1976  389.3409
