# Column 1: Order (n)
# Column 2: Degree (l)
# Column 3: Frequency (microHz)
# Column 4: Frequency positive error (microHz)
# Column 5: Frequency negative error (microHz)
# Column 6: Linewidth (microHz)
# Column 7: Linewidth positive error (microHz)
# Column 8: Linewidth negative error (microHz)
# Column 9: Height (ppm^2/microHz)
# Column 10: Height positive error (ppm^2/microHz)
# Column 11: Height negative error (ppm^2/microHz)
#-------------------------------------------------
  5  2  33.1670  0.1226  0.3687  0.2829  0.5302  0.1892  152.7841  792.4318  151.7828
  6  0  33.8725  0.0275  0.0276  0.0884  0.0653  0.0425  2098.4439  2356.2402  1051.1329
  6  2  37.8932  0.1980  0.1503  0.7742  0.1591  0.3602  853.2663  319.7452  245.6848
  7  0  38.4934  0.0218  0.0254  0.1900  0.0709  0.0765  4023.2341  1827.1478  1141.4232
  7  2  42.4249  0.0511  0.0433  0.5434  0.1043  0.1407  2256.9789  566.7551  399.4155
  8  0  43.1417  0.0162  0.0161  0.1269  0.0463  0.0359  8578.6922  3277.9817  2509.3181
  8  2  47.3329  0.0919  0.0973  0.8778  0.0909  0.1626  1381.1599  299.5882  234.2985
  9  0  48.0489  0.0184  0.0171  0.1592  0.0505  0.0472  8752.2222  3658.2475  2271.2689
  9  2  52.1908  0.0231  0.0205  0.1390  0.0783  0.0723  3868.0407  3609.9256  1275.8175
 10  0  52.8073  0.0654  0.0734  0.7179  0.1815  0.2146  2492.6578  598.4898  427.4142
 10  2  57.0765  0.0223  0.0225  0.2041  0.1032  0.0721  1973.8325  977.8455  619.1640
 11  0  57.7821  0.0360  0.0382  0.2900  0.1268  0.0774  2238.4945  853.5031  568.3792
 11  2  61.8606  0.1214  0.1601  0.4861  0.4010  0.2986  33.6481  125.2091  33.1703
 12  0  62.4920  0.0703  0.0750  0.5226  0.2260  0.1695  576.9996  203.2996  142.0148
