# Column 1: Order (n)
# Column 2: Degree (l)
# Column 3: Frequency (microHz)
# Column 4: Frequency positive error (microHz)
# Column 5: Frequency negative error (microHz)
# Column 6: Linewidth (microHz)
# Column 7: Linewidth positive error (microHz)
# Column 8: Linewidth negative error (microHz)
# Column 9: Height (ppm^2/microHz)
# Column 10: Height positive error (ppm^2/microHz)
# Column 11: Height negative error (ppm^2/microHz)
#-------------------------------------------------
  8  0  58.8835  0.0326  0.0351  0.2422  0.1092  0.0732  668.0522  313.5528  206.0861
  8  2  64.2914  0.0788  0.0609  0.5109  0.2490  0.1812  325.7887  116.8811  82.0764
  9  0  65.0700  0.0361  0.0374  0.3577  0.1292  0.1053  948.2215  347.5933  219.8313
  9  2  70.6398  0.0697  0.0499  0.3466  0.1689  0.1167  408.1273  160.3459  103.9456
 10  0  71.3577  0.0261  0.0271  0.2648  0.0680  0.0623  1809.5316  583.7124  395.4415
 10  2  77.2040  0.0390  0.0398  0.5308  0.1137  0.0997  717.1455  175.5212  127.2652
 11  0  77.9624  0.0206  0.0207  0.2127  0.0553  0.0467  2176.0996  774.4572  516.8437
 11  2  83.8707  0.0970  0.0846  0.6348  0.1413  0.1451  489.8180  119.7043  96.5647
 12  0  84.4497  0.0340  0.0435  0.2160  0.1012  0.0869  1422.5931  661.3103  383.6599
 12  2  90.2393  0.0557  0.0484  0.5254  0.1588  0.1230  426.8123  108.1293  79.6654
 13  0  90.9671  0.0329  0.0433  0.2675  0.1148  0.0911  689.3566  288.7783  181.8069
