# Column 1: Order (n)
# Column 2: Degree (l)
# Column 3: Frequency (microHz)
# Column 4: Frequency positive error (microHz)
# Column 5: Frequency negative error (microHz)
# Column 6: Linewidth (microHz)
# Column 7: Linewidth positive error (microHz)
# Column 8: Linewidth negative error (microHz)
# Column 9: Height (ppm^2/microHz)
# Column 10: Height positive error (ppm^2/microHz)
# Column 11: Height negative error (ppm^2/microHz)
#-------------------------------------------------
  4  2  32.5619  0.0989  0.0936  0.3486  0.3080  0.1756  663.0456  552.6015  391.1117
  5  0  33.1556  0.1775  0.2001  0.4378  0.3363  0.3122  35.1219  453.5012  34.5217
  5  2  36.9387  0.0266  0.0233  0.1626  0.1172  0.0637  3226.4341  2052.5627  1141.9725
  6  0  37.5646  0.0340  0.0353  0.3495  0.1380  0.0987  4602.2143  1723.3460  1125.5352
  6  2  41.4374  0.0791  0.0616  0.5633  0.2952  0.3978  2462.2427  1343.0775  561.7165
  7  0  42.1553  0.0167  0.0186  0.1440  0.0660  0.0407  16072.2402  7208.3041  4477.2531
  7  2  46.2737  0.0265  0.0251  0.2834  0.0816  0.0645  5469.1232  1777.9676  1258.7164
  8  0  46.9161  0.0200  0.0223  0.1662  0.0584  0.0451  8537.7058  3546.5631  2353.1881
  8  2  50.9971  0.0552  0.0443  0.4769  0.2277  0.1509  2131.0072  694.6554  447.6149
  9  0  51.6031  0.0140  0.0141  0.1090  0.0527  0.0381  9495.2024  5444.2792  3110.2821
  9  2  55.7683  0.0379  0.0292  0.2286  0.1378  0.0826  1427.5814  722.2263  459.9912
 10  0  56.3853  0.0290  0.0300  0.2885  0.0995  0.0715  3034.6887  1064.4298  721.4046
