# Column 1: Order (n)
# Column 2: Degree (l)
# Column 3: Frequency (microHz)
# Column 4: Frequency positive error (microHz)
# Column 5: Frequency negative error (microHz)
# Column 6: Linewidth (microHz)
# Column 7: Linewidth positive error (microHz)
# Column 8: Linewidth negative error (microHz)
# Column 9: Height (ppm^2/microHz)
# Column 10: Height positive error (ppm^2/microHz)
# Column 11: Height negative error (ppm^2/microHz)
#-------------------------------------------------
  7  2  81.2606  0.1677  0.1890  0.3810  0.2908  0.2140  47.4106  92.2522  46.2468
  8  0  82.4151  0.0215  0.0195  0.1097  0.0659  0.0404  753.4141  551.0699  298.0365
  8  2  89.8434  0.0456  0.0465  0.2853  0.2248  0.1194  226.8776  146.4427  86.1291
  9  0  90.9723  0.0122  0.0127  0.0954  0.0290  0.0246  2896.6649  1535.7286  892.2959
  9  2  98.7581  0.0317  0.0338  0.2758  0.1173  0.0765  440.8580  184.6392  126.1954
 10  0  99.8782  0.0125  0.0130  0.1051  0.0329  0.0260  2672.2577  1314.6247  785.4925
 10  2  107.7386  0.0213  0.0209  0.1975  0.0634  0.0520  877.8793  390.8755  237.2164
 11  0  108.8273  0.0104  0.0105  0.1095  0.0233  0.0204  9012.3452  3553.6406  2272.7213
 11  2  116.6246  0.0349  0.0347  0.4273  0.0961  0.0835  563.9170  151.7433  111.4299
 12  0  117.6914  0.0124  0.0122  0.1093  0.0304  0.0249  3091.1961  1399.2457  875.7913
 12  2  125.6874  0.0385  0.0381  0.2941  0.1261  0.0917  286.0508  129.8196  81.8481
 13  0  126.6903  0.0512  0.0542  0.4472  0.1433  0.1164  343.9439  118.3449  84.0725
