# Column 1: Order (n)
# Column 2: Degree (l)
# Column 3: Frequency (microHz)
# Column 4: Frequency positive error (microHz)
# Column 5: Frequency negative error (microHz)
# Column 6: Linewidth (microHz)
# Column 7: Linewidth positive error (microHz)
# Column 8: Linewidth negative error (microHz)
# Column 9: Height (ppm^2/microHz)
# Column 10: Height positive error (ppm^2/microHz)
# Column 11: Height negative error (ppm^2/microHz)
#-------------------------------------------------
  6  2  37.3212  0.0433  0.0378  0.2505  0.1491  0.0897  1451.3745  780.5841  480.4677
  7  0  38.0784  0.0193  0.0213  0.1247  0.0607  0.0436  4158.1266  2572.4735  1428.7095
  7  1  40.2689  0.0085  0.0088  0.0425  0.0285  0.0208  4602.2505  6158.3922  2001.0461
  7  1  40.6036  0.0104  0.0096  0.0401  0.0230  0.0175  3903.1219  4995.5826  1710.8207
  7  2  41.8680  0.1020  0.0915  0.8886  0.0815  0.1551  1170.5649  229.4929  192.4795
  8  0  42.5201  0.0170  0.0191  0.1055  0.0487  0.0369  7828.7441  4965.1973  2618.4434
  8  1  44.2228  0.0091  0.0117  0.0374  0.0346  0.0237  1985.8636  3732.5872  958.8430
  8  1  44.7249  0.0102  0.0104  0.0635  0.0207  0.0197  5267.3253  3701.5710  1713.1266
  8  1  45.1441  0.0074  0.0073  0.0403  0.0180  0.0148  10229.3236  11150.7250  4252.8656
  8  2  46.6084  0.0273  0.0260  0.2726  0.0951  0.0762  2802.7504  1106.9440  707.3038
  9  0  47.3092  0.0144  0.0154  0.1160  0.0364  0.0297  10675.5410  5405.5189  3111.1597
  9  1  48.8253  0.0195  0.0262  0.0692  0.0211  0.0278  1316.4034  1033.9457  479.3776
  9  1  49.4561  0.0106  0.0112  0.0697  0.0190  0.0198  4696.8543  2912.7760  1397.2887
  9  1  49.9414  0.0092  0.0096  0.0490  0.0213  0.0170  4789.0610  4178.5702  1850.3889
  9  1  50.4820  0.0043  0.0042  0.0148  0.0092  0.0072  20746.6891  49633.6222  11363.8498
  9  2  51.4685  0.0596  0.0543  0.5704  0.1301  0.1113  1886.7668  445.2842  337.8220
 10  0  52.1026  0.0126  0.0138  0.0902  0.0343  0.0274  14486.1058  8824.9749  4646.6163
 10  1  53.4593  0.0047  0.0064  0.0142  0.0166  0.0092  3133.0340  12147.1205  1943.6752
 10  1  54.1510  0.0079  0.0078  0.0479  0.0184  0.0155  7535.7629  6487.7014  2905.7677
 10  1  54.6823  0.0077  0.0076  0.0445  0.0167  0.0145  8034.6282  7669.6965  3103.4917
 10  1  55.3573  0.0027  0.0027  0.0044  0.0068  0.0031  7522.3316  52309.6582  5260.9842
 10  2  56.0726  0.0580  0.0622  0.1988  0.1001  0.1024  1443.7866  918.3642  481.1569
 11  0  56.8127  0.0553  0.0686  0.7560  0.1575  0.2129  1855.8424  430.3601  299.4307
 11  1  58.9449  0.0114  0.0110  0.0637  0.0208  0.0195  2540.5845  1801.8668  834.1395
 11  1  59.5771  0.0150  0.0140  0.0800  0.0142  0.0211  1863.0660  913.0632  513.5900
