# Column 1: Order (n)
# Column 2: Degree (l)
# Column 3: Frequency (microHz)
# Column 4: Frequency positive error (microHz)
# Column 5: Frequency negative error (microHz)
# Column 6: Linewidth (microHz)
# Column 7: Linewidth positive error (microHz)
# Column 8: Linewidth negative error (microHz)
# Column 9: Height (ppm^2/microHz)
# Column 10: Height positive error (ppm^2/microHz)
# Column 11: Height negative error (ppm^2/microHz)
#-------------------------------------------------
  4  0  18.6546  0.0423  0.0682  0.2579  0.2369  0.1164  5393.2487  3697.1834  2209.5918
  4  1  20.3110  0.0268  0.0303  0.1635  0.0990  0.0512  4838.8864  2722.8360  1717.4373
  4  2  21.1927  0.0302  0.0249  0.1032  0.0601  0.0412  6699.9394  5253.4010  2690.7277
  5  0  21.6712  0.0159  0.0146  0.0763  0.0551  0.0305  13636.5312  11800.9641  5809.1854
  5  1  23.1709  0.0138  0.0138  0.1217  0.0330  0.0263  20884.8885  9031.8943  5718.9019
  5  2  24.1424  0.0166  0.0159  0.1121  0.0468  0.0339  16061.4122  10008.5217  5108.4317
  6  0  24.5602  0.0130  0.0144  0.0952  0.0379  0.0301  30967.4142  19585.4338  11094.0555
  6  1  26.2391  0.0107  0.0113  0.0925  0.0276  0.0239  28424.1517  16842.8242  8812.9049
  6  2  27.3250  0.0086  0.0083  0.0697  0.0210  0.0167  42638.4813  18052.3165  10703.6876
  7  0  27.7215  0.0115  0.0119  0.0997  0.0363  0.0291  46714.9197  24942.2603  14982.8806
  7  1  29.3446  0.0149  0.0155  0.1607  0.0442  0.0367  17239.6192  7136.9463  4486.4714
  7  2  30.4112  0.0461  0.0394  0.2722  0.1234  0.0936  5039.3932  2333.9125  1439.8249
  8  0  30.7874  0.0165  0.0171  0.1279  0.0455  0.0365  21283.8014  11016.3575  6338.8863
  8  1  32.4733  0.0225  0.0207  0.2096  0.0637  0.0569  5299.6662  2259.1932  1339.9747
  8  2  33.6050  0.0542  0.0490  0.3427  0.1900  0.1451  2841.8637  1287.6251  820.3778
  9  0  34.0039  0.0181  0.0186  0.1261  0.0587  0.0447  10714.4404  6037.9781  3536.4273
  9  1  35.6766  0.0470  0.0479  0.4408  0.1592  0.1101  1466.0383  497.3159  357.2050
