# Column 1: Order (n)
# Column 2: Degree (l)
# Column 3: Frequency (microHz)
# Column 4: Frequency positive error (microHz)
# Column 5: Frequency negative error (microHz)
# Column 6: Linewidth (microHz)
# Column 7: Linewidth positive error (microHz)
# Column 8: Linewidth negative error (microHz)
# Column 9: Height (ppm^2/microHz)
# Column 10: Height positive error (ppm^2/microHz)
# Column 11: Height negative error (ppm^2/microHz)
#-------------------------------------------------
  4  1  25.5582  0.0221  0.0299  0.0919  0.0607  0.0438  1714.6470  1753.4326  805.1344
  4  2  26.9140  0.1612  0.2240  0.2256  0.1483  0.1574  557.5969  923.1359  555.6484
  5  0  27.3180  0.1283  0.2539  0.2811  0.1544  0.1424  845.1306  879.3265  829.0687
  5  1  29.3027  0.0205  0.0184  0.1179  0.0693  0.0498  2717.3817  2124.4057  1055.2667
  5  2  30.5698  0.0122  0.0128  0.0704  0.0515  0.0256  8526.1512  6320.5708  3668.2762
  6  0  31.0766  0.0244  0.0266  0.1944  0.0703  0.0541  6292.0725  2840.8781  1737.1194
  6  1  33.0562  0.0187  0.0191  0.1403  0.0502  0.0387  3566.1922  1812.0807  1076.7462
  6  2  34.3984  0.0150  0.0153  0.1178  0.0365  0.0291  7691.1460  3496.2179  2236.4918
  7  0  34.9022  0.0119  0.0118  0.0875  0.0316  0.0234  20543.4516  11563.6322  7182.4944
  7  1  36.9606  0.0170  0.0177  0.1871  0.0432  0.0372  6794.6496  2531.2204  1664.5183
  7  2  38.2558  0.0144  0.0142  0.1459  0.0325  0.0251  17836.3549  5655.5905  4717.4960
  8  0  38.8312  0.0084  0.0083  0.0606  0.0188  0.0124  39100.7078  15569.6802  13200.8458
  8  1  40.8506  0.0203  0.0211  0.2344  0.0525  0.0433  4500.8651  1483.9012  1028.2262
  8  2  42.2102  0.0161  0.0161  0.1338  0.0399  0.0370  5475.3015  2890.6486  1563.7770
  9  0  42.6869  0.0123  0.0126  0.0962  0.0305  0.0241  10785.7292  5257.1095  3277.8584
  9  1  44.7452  0.0387  0.0398  0.3459  0.0801  0.0674  1195.7338  371.2829  251.1964
  9  2  46.1225  0.0620  0.0383  0.2219  0.1427  0.1068  836.0408  614.5381  312.5990
 10  0  46.6862  0.0311  0.0356  0.2253  0.0757  0.0776  2087.9726  933.7394  583.5239
