# Column 1: Order (n)
# Column 2: Degree (l)
# Column 3: Frequency (microHz)
# Column 4: Frequency positive error (microHz)
# Column 5: Frequency negative error (microHz)
# Column 6: Linewidth (microHz)
# Column 7: Linewidth positive error (microHz)
# Column 8: Linewidth negative error (microHz)
# Column 9: Height (ppm^2/microHz)
# Column 10: Height positive error (ppm^2/microHz)
# Column 11: Height negative error (ppm^2/microHz)
#-------------------------------------------------
  6  0  36.8964  0.0253  0.0270  0.1159  0.0717  0.0474  1970.9686  1437.7568  792.7237
  6  1  39.5598  0.0241  0.0257  0.1576  0.0766  0.0515  1468.9390  807.0640  471.8394
  6  2  41.2524  0.0129  0.0155  0.0776  0.0360  0.0330  3622.2557  2933.6581  1332.9074
  7  0  41.9266  0.0236  0.0269  0.1875  0.1025  0.0663  2833.5775  1607.7381  962.1506
  7  1  44.4118  0.0274  0.0321  0.2392  0.1220  0.0683  1670.1439  824.5055  576.2974
  7  2  46.1742  0.0206  0.0213  0.1485  0.0579  0.0434  2910.8821  1818.3174  940.7719
  8  0  46.8525  0.0140  0.0140  0.1329  0.0325  0.0330  9043.8826  4741.0389  2091.9122
  8  1  49.4871  0.0235  0.0229  0.2438  0.0725  0.0442  2674.0023  831.3429  680.3370
  8  2  51.4019  0.0136  0.0134  0.1196  0.0386  0.0249  7859.4690  3154.4808  2369.8641
  9  0  52.0634  0.0107  0.0105  0.1013  0.0233  0.0176  16888.9187  5483.1156  3969.7922
  9  1  54.6624  0.0276  0.0342  0.3735  0.0727  0.0653  1577.4254  414.8814  314.7960
  9  2  56.6044  0.0188  0.0179  0.1795  0.0511  0.0400  3906.5323  1617.4810  974.9524
 10  0  57.2270  0.0107  0.0112  0.1152  0.0273  0.0249  16090.0598  6925.9576  4226.7200
 10  1  59.8301  0.0384  0.0413  0.4147  0.1084  0.0771  940.5626  251.7312  211.9076
 10  2  61.7832  0.0315  0.0311  0.2911  0.0958  0.0677  1728.7457  600.2184  438.1617
 11  0  62.4517  0.0166  0.0184  0.1882  0.0587  0.0466  3608.0419  1461.8157  957.9991
 11  1  65.0417  0.0371  0.0343  0.3792  0.0837  0.0741  764.8709  216.0290  162.6023
 11  2  67.0678  0.0746  0.0758  0.4550  0.2457  0.1057  423.6931  148.3899  110.6205
 12  0  67.7059  0.0573  0.0419  0.2750  0.1292  0.1151  638.0711  344.2241  241.8583
 12  1  70.1111  0.1228  0.1083  0.6870  0.1158  0.1455  204.1888  54.2063  44.1686
