# Column 1: Order (n)
# Column 2: Degree (l)
# Column 3: Frequency (microHz)
# Column 4: Frequency positive error (microHz)
# Column 5: Frequency negative error (microHz)
# Column 6: Linewidth (microHz)
# Column 7: Linewidth positive error (microHz)
# Column 8: Linewidth negative error (microHz)
# Column 9: Height (ppm^2/microHz)
# Column 10: Height positive error (ppm^2/microHz)
# Column 11: Height negative error (ppm^2/microHz)
#-------------------------------------------------
  4  2  31.3984  0.1862  0.0962  0.3247  0.4434  0.2353  186.6710  861.0222  185.4875
  5  0  32.0904  0.0174  0.0166  0.0965  0.0559  0.0370  5211.0468  3869.3876  1969.8699
  5  2  35.7245  0.1377  0.0707  0.4466  0.3829  0.2222  839.2759  486.5147  362.1348
  6  0  36.3829  0.0312  0.0413  0.2769  0.2321  0.1101  3327.6851  1788.6869  1049.6956
  6  2  40.0894  0.0391  0.0370  0.3785  0.1110  0.0917  2565.7423  856.1329  592.5936
  7  0  40.8176  0.0139  0.0143  0.1281  0.0351  0.0290  17062.9157  7537.4199  4634.2809
  7  2  44.8652  0.0386  0.0327  0.2994  0.2354  0.0934  2685.9980  1087.9784  745.4910
  8  0  45.4811  0.0139  0.0143  0.1249  0.0493  0.0383  12508.5335  6895.1464  3760.4860
  8  2  49.3350  0.0354  0.0481  0.3250  0.2874  0.1480  2619.4685  1225.3983  660.6406
  9  0  49.9764  0.0237  0.0258  0.2373  0.0914  0.0778  5046.7347  2051.6491  1256.0437
  9  2  54.0416  0.0864  0.0652  0.4064  0.2005  0.1401  626.9580  258.6727  178.9013
 10  0  54.6904  0.0252  0.0271  0.2278  0.0712  0.0562  2993.5949  1104.7467  748.3986
