# Column 1: Order (n)
# Column 2: Degree (l)
# Column 3: Frequency (microHz)
# Column 4: Frequency positive error (microHz)
# Column 5: Frequency negative error (microHz)
# Column 6: Linewidth (microHz)
# Column 7: Linewidth positive error (microHz)
# Column 8: Linewidth negative error (microHz)
# Column 9: Height (ppm^2/microHz)
# Column 10: Height positive error (ppm^2/microHz)
# Column 11: Height negative error (ppm^2/microHz)
#-------------------------------------------------
  5  2  32.5198  0.2485  0.2232  0.5058  0.3596  0.3701  58.5411  302.7860  58.0744
  6  0  33.2068  0.0687  0.0866  0.3152  0.2931  0.1561  886.3698  711.6133  429.1401
  6  2  37.0937  0.0238  0.0224  0.1325  0.0746  0.0469  2196.4481  1460.9163  811.4426
  7  0  37.7640  0.0194  0.0193  0.1596  0.0649  0.0449  5076.8002  2359.7160  1497.8425
  7  2  41.6268  0.0214  0.0207  0.2072  0.0673  0.0522  5035.3396  2045.6390  1311.0637
  8  0  42.3503  0.0172  0.0157  0.1516  0.0615  0.0449  8507.2744  4293.9497  2485.5000
  8  2  46.4694  0.0818  0.0641  0.5643  0.2662  0.1786  1326.6903  400.7377  288.5376
  9  0  47.1523  0.0299  0.0321  0.2884  0.1023  0.0819  4374.4236  1526.2620  1025.2299
  9  2  51.1893  0.0321  0.0305  0.2978  0.1407  0.0886  2026.8413  787.7959  540.7849
 10  0  51.8424  0.0195  0.0203  0.1871  0.0542  0.0441  6087.8622  2407.4863  1523.7305
 10  2  55.8873  0.0318  0.0316  0.2639  0.0962  0.0712  1122.7807  454.4967  303.4879
 11  0  56.6708  0.0206  0.0212  0.1726  0.0518  0.0413  2839.6702  1214.9197  774.3859
