# Column 1: Order (n)
# Column 2: Degree (l)
# Column 3: Frequency (microHz)
# Column 4: Frequency positive error (microHz)
# Column 5: Frequency negative error (microHz)
# Column 6: Linewidth (microHz)
# Column 7: Linewidth positive error (microHz)
# Column 8: Linewidth negative error (microHz)
# Column 9: Height (ppm^2/microHz)
# Column 10: Height positive error (ppm^2/microHz)
# Column 11: Height negative error (ppm^2/microHz)
#-------------------------------------------------
  4  2  29.6323  0.2680  0.1591  0.3891  0.3869  0.2791  23.8766  345.1517  23.5802
  5  0  30.2947  0.0287  0.0204  0.1357  0.0882  0.0580  3529.6738  2528.4223  1322.7207
  5  2  33.7737  0.0935  0.0978  0.7055  0.1653  0.2635  892.3301  291.8149  211.3613
  6  0  34.3606  0.0137  0.0141  0.1007  0.0398  0.0321  9808.6247  5729.0467  3174.3820
  6  2  37.9356  0.0299  0.0290  0.2561  0.1016  0.0703  2485.5449  998.1324  680.4901
  7  0  38.6286  0.0138  0.0139  0.1250  0.0395  0.0371  12326.9780  8098.3939  3313.8811
  7  2  42.4027  0.0202  0.0164  0.1285  0.0740  0.0438  4236.0545  2208.1112  1461.2755
  8  0  43.0400  0.0239  0.0259  0.2855  0.0709  0.0628  6535.5689  2003.4669  1378.1187
  8  2  46.7421  0.1028  0.0814  0.7551  0.1884  0.2800  887.6742  223.6540  169.7767
  9  0  47.4311  0.0204  0.0231  0.1548  0.1087  0.0653  3053.8206  2073.2668  1048.2924
  9  2  51.2090  0.0876  0.0665  0.4789  0.2150  0.1350  623.4718  205.0509  161.5475
 10  0  51.8267  0.0569  0.0655  0.2958  0.2679  0.1237  785.7058  453.1243  338.4400
