# ln(P)                  Mass, $M/M_{\odot}$    Metallicity, $\log_{10}\left(Z_0\right)$ Mass of He core, $M_{He-core}/M_{\odot}$ $A_3^{\mathrm{surf}}$  $A_{-1}^{\mathrm{surf}}$
  -5.735846799925477e+01  1.405816705567193e+00 -2.014234289499315e+00  1.856208150461882e-01  1.646250279520764e-10 -9.204840285990691e-06
  -5.735846799925477e+01  1.405816705567193e+00 -2.014234289499315e+00  1.856208150461882e-01  1.646250279520764e-10 -9.204840285990691e-06
  -5.735846799925477e+01  1.405816705567193e+00 -2.014234289499315e+00  1.856208150461882e-01  1.646250279520764e-10 -9.204840285990691e-06
  -5.735846799925477e+01  1.405816705567193e+00 -2.014234289499315e+00  1.856208150461882e-01  1.646250279520764e-10 -9.204840285990691e-06
  -5.735846799925477e+01  1.405816705567193e+00 -2.014234289499315e+00  1.856208150461882e-01  1.646250279520764e-10 -9.204840285990691e-06
  -5.735846799925477e+01  1.405816705567193e+00 -2.014234289499315e+00  1.856208150461882e-01  1.646250279520764e-10 -9.204840285990691e-06
  -5.735846799925477e+01  1.405816705567193e+00 -2.014234289499315e+00  1.856208150461882e-01  1.646250279520764e-10 -9.204840285990691e-06
  -6.069344838373816e+01  1.407112299749280e+00 -2.022729310811409e+00  1.860231760969005e-01  1.677879789042125e-10 -9.214781098044092e-06
  -6.256048510872282e+01  1.403604582399475e+00 -2.031595024999372e+00  1.795757993698450e-01  1.550094025594675e-10 -8.833566784030471e-06
  -6.342742114223169e+01  1.403771726753080e+00 -2.031717462169080e+00  1.795092641981893e-01  1.690299250838019e-10 -9.290779542272585e-06
  -6.131292112814093e+01  1.408003932727146e+00 -2.020250350615889e+00  1.858011859299642e-01  1.708213456456400e-10 -9.338810399270759e-06
  -6.131292112814093e+01  1.408003932727146e+00 -2.020250350615889e+00  1.858011859299642e-01  1.708213456456400e-10 -9.338810399270759e-06
  -6.131292112814093e+01  1.408003932727146e+00 -2.020250350615889e+00  1.858011859299642e-01  1.708213456456400e-10 -9.338810399270759e-06
  -6.131292112814093e+01  1.408003932727146e+00 -2.020250350615889e+00  1.858011859299642e-01  1.708213456456400e-10 -9.338810399270759e-06
  -6.131292112814093e+01  1.408003932727146e+00 -2.020250350615889e+00  1.858011859299642e-01  1.708213456456400e-10 -9.338810399270759e-06
  -6.131292112814093e+01  1.408003932727146e+00 -2.020250350615889e+00  1.858011859299642e-01  1.708213456456400e-10 -9.338810399270759e-06
  -5.995774635306640e+01  1.407801818657621e+00 -2.019658855311977e+00  1.857864179092227e-01  1.700496631147563e-10 -9.322447279222288e-06
  -5.995774635306640e+01  1.407801818657621e+00 -2.019658855311977e+00  1.857864179092227e-01  1.700496631147563e-10 -9.322447279222288e-06
  -5.995774635306640e+01  1.407801818657621e+00 -2.019658855311977e+00  1.857864179092227e-01  1.700496631147563e-10 -9.322447279222288e-06
  -5.995774635306640e+01  1.407801818657621e+00 -2.019658855311977e+00  1.857864179092227e-01  1.700496631147563e-10 -9.322447279222288e-06
  -5.995774635306640e+01  1.407801818657621e+00 -2.019658855311977e+00  1.857864179092227e-01  1.700496631147563e-10 -9.322447279222288e-06
  -5.995774635306640e+01  1.407801818657621e+00 -2.019658855311977e+00  1.857864179092227e-01  1.700496631147563e-10 -9.322447279222288e-06
  -5.995774635306640e+01  1.407801818657621e+00 -2.019658855311977e+00  1.857864179092227e-01  1.700496631147563e-10 -9.322447279222288e-06
  -5.995774635306640e+01  1.407801818657621e+00 -2.019658855311977e+00  1.857864179092227e-01  1.700496631147563e-10 -9.322447279222288e-06
  -5.995774635306640e+01  1.407801818657621e+00 -2.019658855311977e+00  1.857864179092227e-01  1.700496631147563e-10 -9.322447279222288e-06
  -5.995774635306640e+01  1.407801818657621e+00 -2.019658855311977e+00  1.857864179092227e-01  1.700496631147563e-10 -9.322447279222288e-06
  -5.995774635306640e+01  1.407801818657621e+00 -2.019658855311977e+00  1.857864179092227e-01  1.700496631147563e-10 -9.322447279222288e-06
  -5.995774635306640e+01  1.407801818657621e+00 -2.019658855311977e+00  1.857864179092227e-01  1.700496631147563e-10 -9.322447279222288e-06
  -5.984256412708559e+01  1.407683153179470e+00 -2.019393866759847e+00  1.857804616603677e-01  1.697560959107081e-10 -9.316353345883845e-06
  -5.984256412708559e+01  1.407683153179470e+00 -2.019393866759847e+00  1.857804616603677e-01  1.697560959107081e-10 -9.316353345883845e-06
  -5.984256412708559e+01  1.407683153179470e+00 -2.019393866759847e+00  1.857804616603677e-01  1.697560959107081e-10 -9.316353345883845e-06
  -6.076609216674309e+01  1.402536209277561e+00 -2.030849771795251e+00  1.796889738931758e-01  1.606405354718203e-10 -8.944149912952843e-06
  -6.431232759883967e+01  1.409842003168882e+00 -2.029562952022397e+00  1.860498039536597e-01  1.545898414506376e-10 -8.768014975099506e-06
  -6.431232759883967e+01  1.409842003168882e+00 -2.029562952022397e+00  1.860498039536597e-01  1.545898414506376e-10 -8.768014975099506e-06
  -6.431232759883967e+01  1.409842003168882e+00 -2.029562952022397e+00  1.860498039536597e-01  1.545898414506376e-10 -8.768014975099506e-06
  -6.431232759883967e+01  1.409842003168882e+00 -2.029562952022397e+00  1.860498039536597e-01  1.545898414506376e-10 -8.768014975099506e-06
  -6.431232759883967e+01  1.409842003168882e+00 -2.029562952022397e+00  1.860498039536597e-01  1.545898414506376e-10 -8.768014975099506e-06
  -6.431232759883967e+01  1.409842003168882e+00 -2.029562952022397e+00  1.860498039536597e-01  1.545898414506376e-10 -8.768014975099506e-06
  -5.984256412708559e+01  1.407683153179470e+00 -2.019393866759847e+00  1.857804616603677e-01  1.697560959107081e-10 -9.316353345883845e-06
  -5.984256412708559e+01  1.407683153179470e+00 -2.019393866759847e+00  1.857804616603677e-01  1.697560959107081e-10 -9.316353345883845e-06
  -6.031696925011659e+01  1.401468535277088e+00 -2.015161735602497e+00  1.796730136175212e-01  1.613424778949533e-10 -8.992351887931865e-06
  -6.031696925011659e+01  1.401468535277088e+00 -2.015161735602497e+00  1.796730136175212e-01  1.613424778949533e-10 -8.992351887931865e-06
  -6.031696925011659e+01  1.401468535277088e+00 -2.015161735602497e+00  1.796730136175212e-01  1.613424778949533e-10 -8.992351887931865e-06
  -6.000357390940140e+01  1.401278592260821e+00 -2.017810956239039e+00  1.797069557464624e-01  1.615683812781089e-10 -9.006973437900665e-06
  -6.000357390940140e+01  1.401278592260821e+00 -2.017810956239039e+00  1.797069557464624e-01  1.615683812781089e-10 -9.006973437900665e-06
  -6.000357390940140e+01  1.401278592260821e+00 -2.017810956239039e+00  1.797069557464624e-01  1.615683812781089e-10 -9.006973437900665e-06
  -6.197638642071983e+01  1.402029563924202e+00 -2.013519683893027e+00  1.796224487487967e-01  1.610124229188059e-10 -8.953826252260583e-06
  -6.197638642071983e+01  1.402029563924202e+00 -2.013519683893027e+00  1.796224487487967e-01  1.610124229188059e-10 -8.953826252260583e-06
  -6.197638642071983e+01  1.402029563924202e+00 -2.013519683893027e+00  1.796224487487967e-01  1.610124229188059e-10 -8.953826252260583e-06
  -6.197638642071983e+01  1.402029563924202e+00 -2.013519683893027e+00  1.796224487487967e-01  1.610124229188059e-10 -8.953826252260583e-06
  -6.234556018959029e+01  1.402190548197061e+00 -2.003840330774028e+00  1.795634900222138e-01  1.568920669926094e-10 -8.802513647946204e-06
  -6.234556018959029e+01  1.402190548197061e+00 -2.003840330774028e+00  1.795634900222138e-01  1.568920669926094e-10 -8.802513647946204e-06
  -6.234556018959029e+01  1.402190548197061e+00 -2.003840330774028e+00  1.795634900222138e-01  1.568920669926094e-10 -8.802513647946204e-06
  -6.235483895919774e+01  1.402197166136751e+00 -2.003661302498772e+00  1.795616804966805e-01  1.568620442898064e-10 -8.801828751538272e-06
  -6.235483895919774e+01  1.402197166136751e+00 -2.003661302498772e+00  1.795616804966805e-01  1.568620442898064e-10 -8.801828751538272e-06
  -6.235483895919774e+01  1.402197166136751e+00 -2.003661302498772e+00  1.795616804966805e-01  1.568620442898064e-10 -8.801828751538272e-06
  -6.235483895919774e+01  1.402197166136751e+00 -2.003661302498772e+00  1.795616804966805e-01  1.568620442898064e-10 -8.801828751538272e-06
  -5.961522729292709e+01  1.400710228702865e+00 -2.033203239614134e+00  1.798678339460371e-01  1.641391432917899e-10 -9.116395863344213e-06
  -5.961522729292709e+01  1.400710228702865e+00 -2.033203239614134e+00  1.798678339460371e-01  1.641391432917899e-10 -9.116395863344213e-06
  -5.961522729292709e+01  1.400710228702865e+00 -2.033203239614134e+00  1.798678339460371e-01  1.641391432917899e-10 -9.116395863344213e-06
  -5.961522729292709e+01  1.400710228702865e+00 -2.033203239614134e+00  1.798678339460371e-01  1.641391432917899e-10 -9.116395863344213e-06
  -5.961522729292709e+01  1.400710228702865e+00 -2.033203239614134e+00  1.798678339460371e-01  1.641391432917899e-10 -9.116395863344213e-06
  -6.112121497743816e+01  1.401514058926318e+00 -2.038937058319855e+00  1.797793065444403e-01  1.707413006643805e-10 -9.327506530926172e-06
  -6.134579815853104e+01  1.400085004829802e+00 -2.044344659264968e+00  1.799619608034779e-01  1.699640202796881e-10 -9.332501517684103e-06
  -6.134579815853104e+01  1.400085004829802e+00 -2.044344659264968e+00  1.799619608034779e-01  1.699640202796881e-10 -9.332501517684103e-06
  -6.134579815853104e+01  1.400085004829802e+00 -2.044344659264968e+00  1.799619608034779e-01  1.699640202796881e-10 -9.332501517684103e-06
  -6.134579815853104e+01  1.400085004829802e+00 -2.044344659264968e+00  1.799619608034779e-01  1.699640202796881e-10 -9.332501517684103e-06
  -6.074887217670816e+01  1.400278760313884e+00 -2.042310384779522e+00  1.799334376762352e-01  1.689220079675657e-10 -9.294372134464414e-06
  -6.308201399218788e+01  1.400120068766664e+00 -2.042447674358048e+00  1.799143059149847e-01  1.735287413008953e-10 -9.472418168710080e-06
  -6.308201399218788e+01  1.400120068766664e+00 -2.042447674358048e+00  1.799143059149847e-01  1.735287413008953e-10 -9.472418168710080e-06
  -6.224058906012538e+01  1.400275591108885e+00 -2.042577880584834e+00  1.799115633655876e-01  1.721204468299778e-10 -9.414654140437575e-06
  -6.100276432539322e+01  1.400984335590925e+00 -2.031561909381957e+00  1.798362002932058e-01  1.647168206687991e-10 -9.118847713574846e-06
  -6.100648571621636e+01  1.400995505851387e+00 -2.032145152552888e+00  1.798399896108058e-01  1.646132890928741e-10 -9.116216146875342e-06
  -6.088265800377194e+01  1.401312319224319e+00 -2.030709184306021e+00  1.798077580122646e-01  1.617366687807322e-10 -9.023204435434655e-06
  -6.199911923428344e+01  1.401801862531190e+00 -2.042499038211249e+00  1.799042357403147e-01  1.546937139326919e-10 -8.703709395807301e-06
  -6.199911923428344e+01  1.401801862531190e+00 -2.042499038211249e+00  1.799042357403147e-01  1.546937139326919e-10 -8.703709395807301e-06
  -6.224597447792581e+01  1.400311199638749e+00 -2.035147500239376e+00  1.799089019127194e-01  1.707663459939646e-10 -9.316372314995733e-06
  -6.093046032504064e+01  1.400399167819054e+00 -2.035369842284823e+00  1.799119858925512e-01  1.681636870171939e-10 -9.229707098283655e-06
  -6.187191596253732e+01  1.400382722998013e+00 -2.033896876023378e+00  1.798983412617133e-01  1.698758070674420e-10 -9.276100896639751e-06
  -6.193265390161217e+01  1.400359652537124e+00 -2.034146815290083e+00  1.799020847377154e-01  1.701154069922443e-10 -9.282655503353590e-06
  -6.193265390161217e+01  1.400359652537124e+00 -2.034146815290083e+00  1.799020847377154e-01  1.701154069922443e-10 -9.282655503353590e-06
  -5.905335101773696e+01  1.400592171349480e+00 -2.041258748060033e+00  1.799692546341677e-01  1.619088589867458e-10 -9.002900505226438e-06
  -5.905335101773696e+01  1.400592171349480e+00 -2.041258748060033e+00  1.799692546341677e-01  1.619088589867458e-10 -9.002900505226438e-06
  -5.905335101773696e+01  1.400592171349480e+00 -2.041258748060033e+00  1.799692546341677e-01  1.619088589867458e-10 -9.002900505226438e-06
  -5.905335101773696e+01  1.400592171349480e+00 -2.041258748060033e+00  1.799692546341677e-01  1.619088589867458e-10 -9.002900505226438e-06
  -5.905335101773696e+01  1.400592171349480e+00 -2.041258748060033e+00  1.799692546341677e-01  1.619088589867458e-10 -9.002900505226438e-06
  -5.905335101773696e+01  1.400592171349480e+00 -2.041258748060033e+00  1.799692546341677e-01  1.619088589867458e-10 -9.002900505226438e-06
  -5.905335101773696e+01  1.400592171349480e+00 -2.041258748060033e+00  1.799692546341677e-01  1.619088589867458e-10 -9.002900505226438e-06
  -6.094901550847915e+01  1.401520404090191e+00 -2.040241150444753e+00  1.798928795184647e-01  1.541723654554672e-10 -8.748070137904323e-06
  -6.083118439169422e+01  1.401497241393635e+00 -2.040067270702756e+00  1.798927244671631e-01  1.544112703962550e-10 -8.757254424593077e-06
  -6.025221194786007e+01  1.401246516240834e+00 -2.040194532053830e+00  1.799140323399470e-01  1.556840127651282e-10 -8.802481744584789e-06
  -6.303353494968638e+01  1.401838899125323e+00 -2.039451636335236e+00  1.798628130708145e-01  1.506834386267880e-10 -8.638914062098355e-06
  -6.190254260767460e+01  1.400149642279768e+00 -1.997083169190496e+00  1.797276355992881e-01  1.567189987956630e-10 -8.780107099495699e-06
  -6.190254260767460e+01  1.400149642279768e+00 -1.997083169190496e+00  1.797276355992881e-01  1.567189987956630e-10 -8.780107099495699e-06
  -6.044634112552088e+01  1.400636448264065e+00 -2.036333597266945e+00  1.799451198984460e-01  1.554587701182035e-10 -8.788227127714127e-06
  -6.044634112552088e+01  1.400636448264065e+00 -2.036333597266945e+00  1.799451198984460e-01  1.554587701182035e-10 -8.788227127714127e-06
  -5.954828575189135e+01  1.401256124921041e+00 -2.038683418012972e+00  1.798715840521425e-01  1.602049576082863e-10 -8.960599993376555e-06
  -6.071858250914485e+01  1.401493670479983e+00 -2.036509389140010e+00  1.798297776407579e-01  1.583532921575602e-10 -8.905087310324147e-06
  -6.071858250914485e+01  1.401493670479983e+00 -2.036509389140010e+00  1.798297776407579e-01  1.583532921575602e-10 -8.905087310324147e-06
  -6.073948337329491e+01  1.401165987880375e+00 -2.024717351151542e+00  1.798165333315960e-01  1.562938834737377e-10 -8.794311838567014e-06
  -6.073948337329491e+01  1.401165987880375e+00 -2.024717351151542e+00  1.798165333315960e-01  1.562938834737377e-10 -8.794311838567014e-06
  -5.938881658581620e+01  1.400517858325307e+00 -2.044785925032578e+00  1.799895411331043e-01  1.653894664321789e-10 -9.129698193312686e-06
  -5.967112401325541e+01  1.400486477328042e+00 -2.045611640783616e+00  1.800050330394224e-01  1.651018070321612e-10 -9.115004233876367e-06
  -5.967112401325541e+01  1.400486477328042e+00 -2.045611640783616e+00  1.800050330394224e-01  1.651018070321612e-10 -9.115004233876367e-06
  -5.967112401325541e+01  1.400486477328042e+00 -2.045611640783616e+00  1.800050330394224e-01  1.651018070321612e-10 -9.115004233876367e-06
  -5.969908366855136e+01  1.400493841404673e+00 -2.045631392173956e+00  1.800046189051425e-01  1.651365202532487e-10 -9.115335794836039e-06
  -5.969908366855136e+01  1.400493841404673e+00 -2.045631392173956e+00  1.800046189051425e-01  1.651365202532487e-10 -9.115335794836039e-06
  -6.234926746684374e+01  1.400030573067724e+00 -2.025857879715721e+00  1.799349562571513e-01  1.612506483298541e-10 -8.885816573135185e-06
  -6.234926746684374e+01  1.400030573067724e+00 -2.025857879715721e+00  1.799349562571513e-01  1.612506483298541e-10 -8.885816573135185e-06
  -6.234926746684374e+01  1.400030573067724e+00 -2.025857879715721e+00  1.799349562571513e-01  1.612506483298541e-10 -8.885816573135185e-06
  -6.234926746684374e+01  1.400030573067724e+00 -2.025857879715721e+00  1.799349562571513e-01  1.612506483298541e-10 -8.885816573135185e-06
  -6.234926746684374e+01  1.400030573067724e+00 -2.025857879715721e+00  1.799349562571513e-01  1.612506483298541e-10 -8.885816573135185e-06
  -6.234926746684374e+01  1.400030573067724e+00 -2.025857879715721e+00  1.799349562571513e-01  1.612506483298541e-10 -8.885816573135185e-06
  -6.234926746684374e+01  1.400030573067724e+00 -2.025857879715721e+00  1.799349562571513e-01  1.612506483298541e-10 -8.885816573135185e-06
  -6.234926746684374e+01  1.400030573067724e+00 -2.025857879715721e+00  1.799349562571513e-01  1.612506483298541e-10 -8.885816573135185e-06
  -6.234926746684374e+01  1.400030573067724e+00 -2.025857879715721e+00  1.799349562571513e-01  1.612506483298541e-10 -8.885816573135185e-06
  -6.234926746684374e+01  1.400030573067724e+00 -2.025857879715721e+00  1.799349562571513e-01  1.612506483298541e-10 -8.885816573135185e-06
  -6.015257563333553e+01  1.400538773371691e+00 -2.025999869073723e+00  1.798694360132795e-01  1.605318633562602e-10 -8.915563190085500e-06
  -6.015257563333553e+01  1.400538773371691e+00 -2.025999869073723e+00  1.798694360132795e-01  1.605318633562602e-10 -8.915563190085500e-06
  -6.015257563333553e+01  1.400538773371691e+00 -2.025999869073723e+00  1.798694360132795e-01  1.605318633562602e-10 -8.915563190085500e-06
  -6.015257563333553e+01  1.400538773371691e+00 -2.025999869073723e+00  1.798694360132795e-01  1.605318633562602e-10 -8.915563190085500e-06
  -6.015257563333553e+01  1.400538773371691e+00 -2.025999869073723e+00  1.798694360132795e-01  1.605318633562602e-10 -8.915563190085500e-06
  -6.179577663883630e+01  1.400579494801170e+00 -2.022053036435593e+00  1.798554602954264e-01  1.594517943041997e-10 -8.841832483084406e-06
  -6.179577663883630e+01  1.400579494801170e+00 -2.022053036435593e+00  1.798554602954264e-01  1.594517943041997e-10 -8.841832483084406e-06
  -6.208406895388281e+01  1.400542375308371e+00 -2.021614579680624e+00  1.798578765420748e-01  1.593360593764362e-10 -8.832645514601381e-06
  -6.208406895388281e+01  1.400542375308371e+00 -2.021614579680624e+00  1.798578765420748e-01  1.593360593764362e-10 -8.832645514601381e-06
  -6.466584657017233e+01  1.400028540777991e+00 -1.986968088466600e+00  1.796753163345205e-01  1.516285731593423e-10 -8.748114754566423e-06
  -6.466584657017233e+01  1.400028540777991e+00 -1.986968088466600e+00  1.796753163345205e-01  1.516285731593423e-10 -8.748114754566423e-06
  -6.062977719963095e+01  1.401492877485994e+00 -2.034661699125210e+00  1.797678045905663e-01  1.639924239821344e-10 -9.146153696419570e-06
  -6.062977719963095e+01  1.401492877485994e+00 -2.034661699125210e+00  1.797678045905663e-01  1.639924239821344e-10 -9.146153696419570e-06
  -6.001169782753146e+01  1.401342128015547e+00 -2.035678811771627e+00  1.797990226621640e-01  1.638893072013428e-10 -9.132555370874507e-06
  -6.041516797366327e+01  1.401462635810288e+00 -2.036607993007748e+00  1.797893531307544e-01  1.638171723035565e-10 -9.138963493362045e-06
  -6.094001717024808e+01  1.401045065593846e+00 -2.040403995863202e+00  1.798611590734487e-01  1.629598864675516e-10 -9.127674857774951e-06
  -6.082988772915866e+01  1.401081790654957e+00 -2.040391868518203e+00  1.798586216637482e-01  1.629120355465608e-10 -9.123894011364059e-06
  -6.006710380429108e+01  1.400250017096033e+00 -2.007552200554152e+00  1.797670792668517e-01  1.586743890072850e-10 -8.881732200909767e-06
  -6.006710380429108e+01  1.400250017096033e+00 -2.007552200554152e+00  1.797670792668517e-01  1.586743890072850e-10 -8.881732200909767e-06
  -6.006710380429108e+01  1.400250017096033e+00 -2.007552200554152e+00  1.797670792668517e-01  1.586743890072850e-10 -8.881732200909767e-06
  -6.590441399265123e+01  1.412756503906759e+00 -2.028218435085995e+00  1.856828772069496e-01  1.510495722515761e-10 -8.691399117017114e-06
  -5.863772162289586e+01  1.400024791046157e+00 -2.040814646937315e+00  1.800178606345329e-01  1.618857894956139e-10 -9.022863926844635e-06
  -5.863772162289586e+01  1.400024791046157e+00 -2.040814646937315e+00  1.800178606345329e-01  1.618857894956139e-10 -9.022863926844635e-06
  -5.863772162289586e+01  1.400024791046157e+00 -2.040814646937315e+00  1.800178606345329e-01  1.618857894956139e-10 -9.022863926844635e-06
  -5.863772162289586e+01  1.400024791046157e+00 -2.040814646937315e+00  1.800178606345329e-01  1.618857894956139e-10 -9.022863926844635e-06
  -5.863772162289586e+01  1.400024791046157e+00 -2.040814646937315e+00  1.800178606345329e-01  1.618857894956139e-10 -9.022863926844635e-06
  -5.863772162289586e+01  1.400024791046157e+00 -2.040814646937315e+00  1.800178606345329e-01  1.618857894956139e-10 -9.022863926844635e-06
  -6.018023296421645e+01  1.401387291232032e+00 -2.035926150594875e+00  1.798452992929700e-01  1.625097134817617e-10 -9.013406932729992e-06
  -6.107962193292143e+01  1.401578977628552e+00 -2.035874851395462e+00  1.798362600599715e-01  1.618534460279091e-10 -8.978569774892357e-06
  -6.107962193292143e+01  1.401578977628552e+00 -2.035874851395462e+00  1.798362600599715e-01  1.618534460279091e-10 -8.978569774892357e-06
  -6.107962193292143e+01  1.401578977628552e+00 -2.035874851395462e+00  1.798362600599715e-01  1.618534460279091e-10 -8.978569774892357e-06
  -6.107962193292143e+01  1.401578977628552e+00 -2.035874851395462e+00  1.798362600599715e-01  1.618534460279091e-10 -8.978569774892357e-06
  -6.075359943026228e+01  1.400380399738541e+00 -2.044533691872800e+00  1.800473028402084e-01  1.597128119266776e-10 -8.910368137268961e-06
  -5.987440141022535e+01  1.400291747504678e+00 -2.044552801096193e+00  1.800420212609085e-01  1.604803750219144e-10 -8.959626674575390e-06
  -6.000330943862444e+01  1.400241017446715e+00 -2.045383356073415e+00  1.800552612758863e-01  1.604177773307484e-10 -8.958302776604146e-06
  -6.000330943862444e+01  1.400241017446715e+00 -2.045383356073415e+00  1.800552612758863e-01  1.604177773307484e-10 -8.958302776604146e-06
  -6.000330943862444e+01  1.400241017446715e+00 -2.045383356073415e+00  1.800552612758863e-01  1.604177773307484e-10 -8.958302776604146e-06
  -6.000330943862444e+01  1.400241017446715e+00 -2.045383356073415e+00  1.800552612758863e-01  1.604177773307484e-10 -8.958302776604146e-06
  -6.000330943862444e+01  1.400241017446715e+00 -2.045383356073415e+00  1.800552612758863e-01  1.604177773307484e-10 -8.958302776604146e-06
  -6.000330943862444e+01  1.400241017446715e+00 -2.045383356073415e+00  1.800552612758863e-01  1.604177773307484e-10 -8.958302776604146e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.872231252671819e+01  1.405617850633337e+00 -2.015956244136074e+00  1.856792172630483e-01  1.614791788660454e-10 -8.987082920420844e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.806464534548087e+01  1.405725341064729e+00 -2.014048684218650e+00  1.855298758289125e-01  1.629890113191039e-10 -9.014373686733425e-06
  -5.780312658386583e+01  1.406077975754159e+00 -2.013287662168514e+00  1.854246679821792e-01  1.637116235320556e-10 -9.034715632790405e-06
  -5.780312658386583e+01  1.406077975754159e+00 -2.013287662168514e+00  1.854246679821792e-01  1.637116235320556e-10 -9.034715632790405e-06
  -5.780312658386583e+01  1.406077975754159e+00 -2.013287662168514e+00  1.854246679821792e-01  1.637116235320556e-10 -9.034715632790405e-06
  -5.780312658386583e+01  1.406077975754159e+00 -2.013287662168514e+00  1.854246679821792e-01  1.637116235320556e-10 -9.034715632790405e-06
  -5.780312658386583e+01  1.406077975754159e+00 -2.013287662168514e+00  1.854246679821792e-01  1.637116235320556e-10 -9.034715632790405e-06
