# ln(P)                  Mass, $M/M_{\odot}$    Metallicity, $\log_{10}\left(Z_0\right)$ Mass of He core, $M_{He-core}/M_{\odot}$
  -4.599803942239703e+02  1.447399529485578e+00 -1.480592076110063e+00  1.847572447316360e-01
  -4.592820620787955e+02  1.447917600861464e+00 -1.481670298066927e+00  1.847779192976128e-01
  -4.597917282366868e+02  1.446898263735034e+00 -1.482244896246263e+00  1.847480326218214e-01
  -4.597917282366868e+02  1.446898263735034e+00 -1.482244896246263e+00  1.847480326218214e-01
  -4.602237322804929e+02  1.446227307630453e+00 -1.482392387210101e+00  1.847272963344759e-01
  -4.607418887589450e+02  1.445341901438922e+00 -1.482390434895577e+00  1.846988053635407e-01
  -4.607418887589450e+02  1.445341901438922e+00 -1.482390434895577e+00  1.846988053635407e-01
  -4.607425304522552e+02  1.444806690668074e+00 -1.481919267856332e+00  1.846791718430776e-01
  -4.607425304522552e+02  1.444806690668074e+00 -1.481919267856332e+00  1.846791718430776e-01
  -4.607425304522552e+02  1.444806690668074e+00 -1.481919267856332e+00  1.846791718430776e-01
  -4.611619792252624e+02  1.467909610663648e+00 -1.485060220147112e+00  1.854583440317847e-01
  -4.590934280304083e+02  1.449779183794133e+00 -1.485318846265816e+00  1.848523447228419e-01
  -4.592338821499343e+02  1.449555696130864e+00 -1.485343733822566e+00  1.848450133217638e-01
  -4.603387867007954e+02  1.449115954804632e+00 -1.487046515101723e+00  1.848383272129509e-01
  -4.612413018882143e+02  1.448810411611993e+00 -1.487454563304035e+00  1.848297474170106e-01
  -4.622334797134997e+02  1.448520135474098e+00 -1.491274077218806e+00  1.848386371686063e-01
  -4.601323924360918e+02  1.454759493290317e+00 -1.486915690561166e+00  1.850316390085521e-01
  -4.599048434633924e+02  1.454117164617715e+00 -1.486664086842578e+00  1.850089729520393e-01
  -4.605907644033114e+02  1.455620966808702e+00 -1.487419140518280e+00  1.850621283551375e-01
  -4.605907644033114e+02  1.455620966808702e+00 -1.487419140518280e+00  1.850621283551375e-01
  -4.605907644033114e+02  1.455620966808702e+00 -1.487419140518280e+00  1.850621283551375e-01
  -4.605000054581682e+02  1.455132605854845e+00 -1.487223500165233e+00  1.850445879525559e-01
  -4.608505971626245e+02  1.468467441045447e+00 -1.483185982548675e+00  1.854659385541680e-01
  -4.608505971626245e+02  1.468467441045447e+00 -1.483185982548675e+00  1.854659385541680e-01
  -4.608505971626245e+02  1.468467441045447e+00 -1.483185982548675e+00  1.854659385541680e-01
  -4.608505971626245e+02  1.468467441045447e+00 -1.483185982548675e+00  1.854659385541680e-01
  -4.617483915767493e+02  1.455157213745073e+00 -1.494330013639059e+00  1.850798097967866e-01
  -4.608753095319936e+02  1.454000059848001e+00 -1.491083211563819e+00  1.850252091622530e-01
  -4.619235374107298e+02  1.455304359235738e+00 -1.495242309203288e+00  1.850891880870972e-01
  -4.607832573218012e+02  1.454689583240037e+00 -1.490618023412284e+00  1.850468726239126e-01
  -4.607832573218012e+02  1.454689583240037e+00 -1.490618023412284e+00  1.850468726239126e-01
  -4.603109039452894e+02  1.454840976237588e+00 -1.487670446454727e+00  1.850381398258498e-01
  -4.599706140839952e+02  1.453925663347353e+00 -1.487218588449473e+00  1.850042985903230e-01
  -4.599706140839952e+02  1.453925663347353e+00 -1.487218588449473e+00  1.850042985903230e-01
  -4.594178847435712e+02  1.452398995504497e+00 -1.486305492823932e+00  1.849492815505979e-01
  -4.594235144701927e+02  1.452817377025751e+00 -1.486602613858181e+00  1.849643677410897e-01
  -4.619693241664826e+02  1.457468894970091e+00 -1.490708432190956e+00  1.851385152796566e-01
  -4.613472157910849e+02  1.454913570408013e+00 -1.482635549252285e+00  1.850184919236310e-01
  -4.601945281813284e+02  1.454047039033979e+00 -1.483536572019523e+00  1.849927673558010e-01
  -4.601945281813284e+02  1.454047039033979e+00 -1.483536572019523e+00  1.849927673558010e-01
  -4.597889545163656e+02  1.453918915929871e+00 -1.483695754169467e+00  1.849887617863873e-01
  -4.605208175158416e+02  1.449539615796853e+00 -1.489087777221043e+00  1.848619272116440e-01
  -4.606476884626431e+02  1.451780647192852e+00 -1.487726110981467e+00  1.849320450302029e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.570983059736114e+02  1.450042669325468e+00 -1.479214368355189e+00  1.848310432047978e-01
  -4.574631033010979e+02  1.450433157042418e+00 -1.480047645841270e+00  1.848500401180989e-01
  -4.574631033010979e+02  1.450433157042418e+00 -1.480047645841270e+00  1.848500401180989e-01
  -4.572735998636750e+02  1.450265224193315e+00 -1.479281612908905e+00  1.848403679356349e-01
  -4.572735998636750e+02  1.450265224193315e+00 -1.479281612908905e+00  1.848403679356349e-01
  -4.573740093495603e+02  1.450273499339632e+00 -1.479749964330495e+00  1.848430368025853e-01
  -4.572343799155472e+02  1.450095607240371e+00 -1.479956258315343e+00  1.848375057250459e-01
  -4.572343799155472e+02  1.450095607240371e+00 -1.479956258315343e+00  1.848375057250459e-01
  -4.572343799155472e+02  1.450095607240371e+00 -1.479956258315343e+00  1.848375057250459e-01
  -4.572457942564579e+02  1.450228514248345e+00 -1.479971172687859e+00  1.848419098245560e-01
  -4.572457942564579e+02  1.450228514248345e+00 -1.479971172687859e+00  1.848419098245560e-01
  -4.572457942564579e+02  1.450228514248345e+00 -1.479971172687859e+00  1.848419098245560e-01
  -4.572457942564579e+02  1.450228514248345e+00 -1.479971172687859e+00  1.848419098245560e-01
  -4.572712481448008e+02  1.450190681677729e+00 -1.480065044179611e+00  1.848407046824902e-01
  -4.572712481448008e+02  1.450190681677729e+00 -1.480065044179611e+00  1.848407046824902e-01
  -4.572222982023045e+02  1.450134427522793e+00 -1.479935021050613e+00  1.848381071856032e-01
  -4.572222982023045e+02  1.450134427522793e+00 -1.479935021050613e+00  1.848381071856032e-01
  -4.572222982023045e+02  1.450134427522793e+00 -1.479935021050613e+00  1.848381071856032e-01
  -4.573128892059192e+02  1.449761807578821e+00 -1.479533267235858e+00  1.848237216661214e-01
  -4.573128892059192e+02  1.449761807578821e+00 -1.479533267235858e+00  1.848237216661214e-01
  -4.573128892059192e+02  1.449761807578821e+00 -1.479533267235858e+00  1.848237216661214e-01
  -4.573128892059192e+02  1.449761807578821e+00 -1.479533267235858e+00  1.848237216661214e-01
  -4.573128892059192e+02  1.449761807578821e+00 -1.479533267235858e+00  1.848237216661214e-01
  -4.573027194006017e+02  1.450111862596376e+00 -1.479159954260150e+00  1.848327227565371e-01
  -4.577047542208300e+02  1.449500743342772e+00 -1.478987961942231e+00  1.848122035915113e-01
  -4.577047542208300e+02  1.449500743342772e+00 -1.478987961942231e+00  1.848122035915113e-01
  -4.577047542208300e+02  1.449500743342772e+00 -1.478987961942231e+00  1.848122035915113e-01
  -4.577047542208300e+02  1.449500743342772e+00 -1.478987961942231e+00  1.848122035915113e-01
  -4.577047542208300e+02  1.449500743342772e+00 -1.478987961942231e+00  1.848122035915113e-01
  -4.577399875717751e+02  1.449259476070529e+00 -1.479374758500154e+00  1.848068286893849e-01
  -4.577399875717751e+02  1.449259476070529e+00 -1.479374758500154e+00  1.848068286893849e-01
  -4.577399875717751e+02  1.449259476070529e+00 -1.479374758500154e+00  1.848068286893849e-01
  -4.580042332581604e+02  1.449173716421566e+00 -1.479292557841792e+00  1.848034220292858e-01
  -4.580042332581604e+02  1.449173716421566e+00 -1.479292557841792e+00  1.848034220292858e-01
  -4.580042332581604e+02  1.449173716421566e+00 -1.479292557841792e+00  1.848034220292858e-01
  -4.580042332581604e+02  1.449173716421566e+00 -1.479292557841792e+00  1.848034220292858e-01
  -4.580042332581604e+02  1.449173716421566e+00 -1.479292557841792e+00  1.848034220292858e-01
  -4.580042332581604e+02  1.449173716421566e+00 -1.479292557841792e+00  1.848034220292858e-01
  -4.580042332581604e+02  1.449173716421566e+00 -1.479292557841792e+00  1.848034220292858e-01
  -4.580042332581604e+02  1.449173716421566e+00 -1.479292557841792e+00  1.848034220292858e-01
  -4.580042332581604e+02  1.449173716421566e+00 -1.479292557841792e+00  1.848034220292858e-01
  -4.580042332581604e+02  1.449173716421566e+00 -1.479292557841792e+00  1.848034220292858e-01
  -4.576640568950129e+02  1.451549487482451e+00 -1.479391688333421e+00  1.848844741114023e-01
  -4.576640568950129e+02  1.451549487482451e+00 -1.479391688333421e+00  1.848844741114023e-01
  -4.576640568950129e+02  1.451549487482451e+00 -1.479391688333421e+00  1.848844741114023e-01
  -4.576640568950129e+02  1.451549487482451e+00 -1.479391688333421e+00  1.848844741114023e-01
  -4.576209611252707e+02  1.451486199752743e+00 -1.479421251500132e+00  1.848825715250342e-01
  -4.579175813836210e+02  1.451800715228427e+00 -1.479377709568894e+00  1.848926267254250e-01
  -4.579175813836210e+02  1.451800715228427e+00 -1.479377709568894e+00  1.848926267254250e-01
  -4.579175813836210e+02  1.451800715228427e+00 -1.479377709568894e+00  1.848926267254250e-01
  -4.579175813836210e+02  1.451800715228427e+00 -1.479377709568894e+00  1.848926267254250e-01
  -4.579351265414470e+02  1.450949666760467e+00 -1.479332593111795e+00  1.848651499416534e-01
  -4.579351265414470e+02  1.450949666760467e+00 -1.479332593111795e+00  1.848651499416534e-01
  -4.579351265414470e+02  1.450949666760467e+00 -1.479332593111795e+00  1.848651499416534e-01
  -4.579351265414470e+02  1.450949666760467e+00 -1.479332593111795e+00  1.848651499416534e-01
  -4.579351265414470e+02  1.450949666760467e+00 -1.479332593111795e+00  1.848651499416534e-01
  -4.576452644740061e+02  1.450712480226595e+00 -1.479658947906532e+00  1.848581428608500e-01
  -4.576452644740061e+02  1.450712480226595e+00 -1.479658947906532e+00  1.848581428608500e-01
  -4.576452644740061e+02  1.450712480226595e+00 -1.479658947906532e+00  1.848581428608500e-01
  -4.607075838534481e+02  1.447575579784294e+00 -1.479752213606393e+00  1.847535597395427e-01
  -4.619140785765875e+02  1.451132024454395e+00 -1.495679257999493e+00  1.849534969897784e-01
  -4.580912826779329e+02  1.448536571562794e+00 -1.480770500813064e+00  1.847918468045187e-01
  -4.587920562932974e+02  1.449094426168365e+00 -1.482952160219091e+00  1.848205665776251e-01
  -4.595692181722856e+02  1.447722884580182e+00 -1.483440964315744e+00  1.847774076461281e-01
  -4.595692181722856e+02  1.447722884580182e+00 -1.483440964315744e+00  1.847774076461281e-01
  -4.593664625116572e+02  1.448785795716380e+00 -1.483497728689778e+00  1.848138358478845e-01
  -4.593664625116572e+02  1.448785795716380e+00 -1.483497728689778e+00  1.848138358478845e-01
  -4.593664625116572e+02  1.448785795716380e+00 -1.483497728689778e+00  1.848138358478845e-01
  -4.593664625116572e+02  1.448785795716380e+00 -1.483497728689778e+00  1.848138358478845e-01
  -4.588920080573617e+02  1.450931044807531e+00 -1.485454161463262e+00  1.848948365935140e-01
  -4.588926026507008e+02  1.453119340935428e+00 -1.482869532008230e+00  1.849556000591129e-01
  -4.588926026507008e+02  1.453119340935428e+00 -1.482869532008230e+00  1.849556000591129e-01
  -4.588926026507008e+02  1.453119340935428e+00 -1.482869532008230e+00  1.849556000591129e-01
  -4.610212871981076e+02  1.468756913683834e+00 -1.482782294015050e+00  1.854731620802942e-01
  -4.608422273377760e+02  1.469769169232482e+00 -1.482924372233066e+00  1.855070046101239e-01
  -4.608422273377760e+02  1.469769169232482e+00 -1.482924372233066e+00  1.855070046101239e-01
  -4.585966073248254e+02  1.452292858224424e+00 -1.482598917389753e+00  1.849258201904081e-01
  -4.585966073248254e+02  1.452292858224424e+00 -1.482598917389753e+00  1.849258201904081e-01
  -4.582065098479388e+02  1.450577886167263e+00 -1.484129050162948e+00  1.848752460582609e-01
  -4.578576755069761e+02  1.449658951319787e+00 -1.481324230881661e+00  1.848297156959091e-01
  -4.578576755069761e+02  1.449658951319787e+00 -1.481324230881661e+00  1.848297156959091e-01
  -4.577223299458153e+02  1.449658864300279e+00 -1.480793308206875e+00  1.848274273067360e-01
  -4.577223299458153e+02  1.449658864300279e+00 -1.480793308206875e+00  1.848274273067360e-01
  -4.577223299458153e+02  1.449658864300279e+00 -1.480793308206875e+00  1.848274273067360e-01
  -4.577223299458153e+02  1.449658864300279e+00 -1.480793308206875e+00  1.848274273067360e-01
  -4.579713359299207e+02  1.449659011800181e+00 -1.481693233342952e+00  1.848313061746688e-01
  -4.579713359299207e+02  1.449659011800181e+00 -1.481693233342952e+00  1.848313061746688e-01
  -4.579713359299207e+02  1.449659011800181e+00 -1.481693233342952e+00  1.848313061746688e-01
  -4.579904544802676e+02  1.449625147657212e+00 -1.481712911019637e+00  1.848304473909179e-01
  -4.595497402461020e+02  1.451753265149049e+00 -1.487526320933093e+00  1.849334154330211e-01
  -4.596978641999815e+02  1.452156534148540e+00 -1.486414369682373e+00  1.849420675253997e-01
  -4.596978641999815e+02  1.452156534148540e+00 -1.486414369682373e+00  1.849420675253997e-01
  -4.584413205011069e+02  1.450698166007626e+00 -1.479173913270019e+00  1.848562502884775e-01
  -4.582298448340406e+02  1.451765175608599e+00 -1.480355353137130e+00  1.848982551815089e-01
  -4.616927035470817e+02  1.466206132949418e+00 -1.488226793681312e+00  1.854150854264843e-01
  -4.614679846244150e+02  1.469446471289982e+00 -1.490331899580631e+00  1.855321031327090e-01
  -4.610265663554143e+02  1.450940870810512e+00 -1.495544399802364e+00  1.849428469339819e-01
  -4.610265663554143e+02  1.450940870810512e+00 -1.495544399802364e+00  1.849428469339819e-01
  -4.626544054597215e+02  1.457722927346774e+00 -1.494674492053905e+00  1.851675100722936e-01
  -4.623903768815344e+02  1.461586187736522e+00 -1.490559917641746e+00  1.852724167533600e-01
  -4.624729931458652e+02  1.464143171719932e+00 -1.490370275470410e+00  1.853562883371939e-01
  -4.588145447717570e+02  1.445454323897839e+00 -1.479153669648855e+00  1.846861908430859e-01
  -4.615451977200298e+02  1.461854234601263e+00 -1.479737187416348e+00  1.852333311648626e-01
  -4.615451977200298e+02  1.461854234601263e+00 -1.479737187416348e+00  1.852333311648626e-01
  -4.615451977200298e+02  1.461854234601263e+00 -1.479737187416348e+00  1.852333311648626e-01
  -4.615451977200298e+02  1.461854234601263e+00 -1.479737187416348e+00  1.852333311648626e-01
  -4.585484309716043e+02  1.447916049374228e+00 -1.479799325278934e+00  1.847689662728324e-01
  -4.585665181271415e+02  1.447868203348047e+00 -1.479777260008938e+00  1.847673603877582e-01
  -4.585665181271415e+02  1.447868203348047e+00 -1.479777260008938e+00  1.847673603877582e-01
  -4.585665181271415e+02  1.447868203348047e+00 -1.479777260008938e+00  1.847673603877582e-01
  -4.585665181271415e+02  1.447868203348047e+00 -1.479777260008938e+00  1.847673603877582e-01
  -4.585665181271415e+02  1.447868203348047e+00 -1.479777260008938e+00  1.847673603877582e-01
  -4.586934890181769e+02  1.447998305606595e+00 -1.479846926924638e+00  1.847719808010747e-01
  -4.605059989441624e+02  1.447737080582692e+00 -1.479274514326093e+00  1.847625183999100e-01
  -4.590682894005765e+02  1.453053176265682e+00 -1.484156783379295e+00  1.849605094017923e-01
  -4.590682894005765e+02  1.453053176265682e+00 -1.484156783379295e+00  1.849605094017923e-01
  -4.643852791889100e+02  1.466115369030796e+00 -1.499853402517004e+00  1.854691296773555e-01
  -4.648310990147081e+02  1.465984065740759e+00 -1.484605430961448e+00  1.853954208163797e-01
  -4.629549467871926e+02  1.442970803047916e+00 -1.481920917422149e+00  1.846143641884238e-01
  -4.612533780696649e+02  1.451711845425575e+00 -1.497760956004462e+00  1.849811830124263e-01
  -4.612533780696649e+02  1.451711845425575e+00 -1.497760956004462e+00  1.849811830124263e-01
  -4.612533780696649e+02  1.451711845425575e+00 -1.497760956004462e+00  1.849811830124263e-01
  -4.644002187509160e+02  1.454265516140812e+00 -1.505136576645098e+00  1.851045755165866e-01
  -4.626549945371891e+02  1.453442892031183e+00 -1.501578487401543e+00  1.850589600203307e-01
  -4.626549945371891e+02  1.453442892031183e+00 -1.501578487401543e+00  1.850589600203307e-01
  -4.612533780696648e+02  1.451711845425575e+00 -1.497760956004462e+00  1.849811830124263e-01
  -4.628761094772566e+02  1.451574990705124e+00 -1.500267677560811e+00  1.849910410764808e-01
  -4.628761094772566e+02  1.451574990705124e+00 -1.500267677560811e+00  1.849910410764808e-01
  -4.587675858347842e+02  1.452322806044526e+00 -1.480876198627591e+00  1.849174856636917e-01
  -4.603114482014097e+02  1.446351651958155e+00 -1.482406337152605e+00  1.847280831320902e-01
  -4.603114482014097e+02  1.446351651958155e+00 -1.482406337152605e+00  1.847280831320902e-01
  -4.587196403861039e+02  1.448134372423102e+00 -1.482028276769542e+00  1.847854149318238e-01
  -4.587170506820141e+02  1.448420349809878e+00 -1.482318906066315e+00  1.847959151286350e-01
  -4.587170506820141e+02  1.448420349809878e+00 -1.482318906066315e+00  1.847959151286350e-01
  -4.575803034541717e+02  1.449898075166457e+00 -1.480041655989020e+00  1.848299214232232e-01
  -4.575803034541717e+02  1.449898075166457e+00 -1.480041655989020e+00  1.848299214232232e-01
  -4.575803034541717e+02  1.449898075166457e+00 -1.480041655989020e+00  1.848299214232232e-01
  -4.575803034541717e+02  1.449898075166457e+00 -1.480041655989020e+00  1.848299214232232e-01
  -4.579131735125387e+02  1.449749463080219e+00 -1.479863471181843e+00  1.848239994543367e-01
  -4.579131735125387e+02  1.449749463080219e+00 -1.479863471181843e+00  1.848239994543367e-01
  -4.579131735125387e+02  1.449749463080219e+00 -1.479863471181843e+00  1.848239994543367e-01
  -4.579131735125387e+02  1.449749463080219e+00 -1.479863471181843e+00  1.848239994543367e-01
  -4.579131735125387e+02  1.449749463080219e+00 -1.479863471181843e+00  1.848239994543367e-01
  -4.579131735125387e+02  1.449749463080219e+00 -1.479863471181843e+00  1.848239994543367e-01
  -4.579131735125387e+02  1.449749463080219e+00 -1.479863471181843e+00  1.848239994543367e-01
  -4.579131735125387e+02  1.449749463080219e+00 -1.479863471181843e+00  1.848239994543367e-01
  -4.579131735125387e+02  1.449749463080219e+00 -1.479863471181843e+00  1.848239994543367e-01
  -4.579131735125387e+02  1.449749463080219e+00 -1.479863471181843e+00  1.848239994543367e-01
  -4.583175325433819e+02  1.448784875980502e+00 -1.480556047024084e+00  1.847975160741309e-01
  -4.578364864695314e+02  1.449640812543687e+00 -1.480100011223844e+00  1.848220559321379e-01
  -4.578364864695314e+02  1.449640812543687e+00 -1.480100011223844e+00  1.848220559321379e-01
  -4.578364864695314e+02  1.449640812543687e+00 -1.480100011223844e+00  1.848220559321379e-01
  -4.578364864695314e+02  1.449640812543687e+00 -1.480100011223844e+00  1.848220559321379e-01
  -4.578364864695314e+02  1.449640812543687e+00 -1.480100011223844e+00  1.848220559321379e-01
  -4.577742664148828e+02  1.449679596374068e+00 -1.480355119534756e+00  1.848246886486244e-01
  -4.578487571281228e+02  1.449615498103725e+00 -1.480028500703940e+00  1.848208962272615e-01
  -4.578487571281228e+02  1.449615498103725e+00 -1.480028500703940e+00  1.848208962272615e-01
  -4.584927009625080e+02  1.449439300949236e+00 -1.479246080511665e+00  1.848108344245642e-01
  -4.584929670705723e+02  1.449441738657155e+00 -1.479147430477815e+00  1.848104129286582e-01
  -4.584929670705723e+02  1.449441738657155e+00 -1.479147430477815e+00  1.848104129286582e-01
  -4.584929670705723e+02  1.449441738657155e+00 -1.479147430477815e+00  1.848104129286582e-01
  -4.584929670705723e+02  1.449441738657155e+00 -1.479147430477815e+00  1.848104129286582e-01
  -4.593150887959575e+02  1.445375492387199e+00 -1.480581704501895e+00  1.846898181601116e-01
  -4.593150887959575e+02  1.445375492387199e+00 -1.480581704501895e+00  1.846898181601116e-01
  -4.593150887959575e+02  1.445375492387199e+00 -1.480581704501895e+00  1.846898181601116e-01
  -4.593150887959575e+02  1.445375492387199e+00 -1.480581704501895e+00  1.846898181601116e-01
  -4.593150887959575e+02  1.445375492387199e+00 -1.480581704501895e+00  1.846898181601116e-01
  -4.593150887959575e+02  1.445375492387199e+00 -1.480581704501895e+00  1.846898181601116e-01
  -4.586529789217163e+02  1.447129508313983e+00 -1.480668835622211e+00  1.847470982096369e-01
  -4.586529789217163e+02  1.447129508313983e+00 -1.480668835622211e+00  1.847470982096369e-01
  -4.586529789217163e+02  1.447129508313983e+00 -1.480668835622211e+00  1.847470982096369e-01
  -4.586529789217163e+02  1.447129508313983e+00 -1.480668835622211e+00  1.847470982096369e-01
  -4.586529789217163e+02  1.447129508313983e+00 -1.480668835622211e+00  1.847470982096369e-01
  -4.584462378346760e+02  1.447431569697425e+00 -1.480493564827352e+00  1.847557346547175e-01
  -4.582240739652602e+02  1.449888467225050e+00 -1.481701510039823e+00  1.848395407131135e-01
  -4.587253396639492e+02  1.450750387458928e+00 -1.483048354662980e+00  1.848738643911130e-01
  -4.587253396639492e+02  1.450750387458928e+00 -1.483048354662980e+00  1.848738643911130e-01
  -4.587253396639492e+02  1.450750387458928e+00 -1.483048354662980e+00  1.848738643911130e-01
  -4.587253396639492e+02  1.450750387458928e+00 -1.483048354662980e+00  1.848738643911130e-01
  -4.585464500233830e+02  1.450222555967977e+00 -1.483404130824343e+00  1.848573764210598e-01
  -4.590804176756813e+02  1.450391649539242e+00 -1.483580632126713e+00  1.848636926978124e-01
  -4.590776185984934e+02  1.450389397035942e+00 -1.483595708455429e+00  1.848636944506855e-01
  -4.590776185984934e+02  1.450389397035942e+00 -1.483595708455429e+00  1.848636944506855e-01
  -4.590776185984934e+02  1.450389397035942e+00 -1.483595708455429e+00  1.848636944506855e-01
  -4.591327381068606e+02  1.450299079161690e+00 -1.483861192866470e+00  1.848618539256712e-01
  -4.605176056935039e+02  1.467684434800691e+00 -1.481232376540008e+00  1.854314477556106e-01
  -4.619333273243303e+02  1.455696762988918e+00 -1.495166947226111e+00  1.851024642758336e-01
  -4.599712738445452e+02  1.452803291831793e+00 -1.489570960753627e+00  1.849782931934544e-01
  -4.599712738445452e+02  1.452803291831793e+00 -1.489570960753627e+00  1.849782931934544e-01
  -4.617719438969725e+02  1.468546449104837e+00 -1.486680834068342e+00  1.854839991646501e-01
  -4.617719438969725e+02  1.468546449104837e+00 -1.486680834068342e+00  1.854839991646501e-01
  -4.617719438969725e+02  1.468546449104837e+00 -1.486680834068342e+00  1.854839991646501e-01
  -4.625316938319635e+02  1.452717661142494e+00 -1.491319859335077e+00  1.849868042949349e-01
  -4.641385076509607e+02  1.463451068451740e+00 -1.483654862849552e+00  1.853058624086664e-01
  -4.649829122147480e+02  1.446617165034554e+00 -1.496420297662299e+00  1.848003665692439e-01
  -4.621140207152392e+02  1.448498702132667e+00 -1.485191239217554e+00  1.848081990223505e-01
  -4.587160831739335e+02  1.450198077299566e+00 -1.486073176374094e+00  1.848715494757933e-01
  -4.587160831739335e+02  1.450198077299566e+00 -1.486073176374094e+00  1.848715494757933e-01
  -4.587160831739335e+02  1.450198077299566e+00 -1.486073176374094e+00  1.848715494757933e-01
  -4.587160831739335e+02  1.450198077299566e+00 -1.486073176374094e+00  1.848715494757933e-01
