# ln(P)                  Mass, $M/M_{\odot}$    Metallicity, $\log_{10}\left(Z_0\right)$ Mass of He core, $M_{He-core}/M_{\odot}$
  -4.602579752105634e+02  1.454115787206345e+00 -1.484294463928993e+00  1.849987032180758e-01
  -4.602579752105634e+02  1.454115787206345e+00 -1.484294463928993e+00  1.849987032180758e-01
  -4.602579752105634e+02  1.454115787206345e+00 -1.484294463928993e+00  1.849987032180758e-01
  -4.602579752105634e+02  1.454115787206345e+00 -1.484294463928993e+00  1.849987032180758e-01
  -4.602579752105634e+02  1.454115787206345e+00 -1.484294463928993e+00  1.849987032180758e-01
  -4.590314605972839e+02  1.451556088746218e+00 -1.486557770467050e+00  1.849212147573942e-01
  -4.590314605972839e+02  1.451556088746218e+00 -1.486557770467050e+00  1.849212147573942e-01
  -4.590314605972839e+02  1.451556088746218e+00 -1.486557770467050e+00  1.849212147573942e-01
  -4.590314605972839e+02  1.451556088746218e+00 -1.486557770467050e+00  1.849212147573942e-01
  -4.589775936104829e+02  1.451517281816766e+00 -1.486404212607671e+00  1.849190709444566e-01
  -4.590958163586437e+02  1.450822114395666e+00 -1.487959399048945e+00  1.849030370735806e-01
  -4.603680250259637e+02  1.451129183225083e+00 -1.490001683833565e+00  1.849249371270758e-01
  -4.603680250259637e+02  1.451129183225083e+00 -1.490001683833565e+00  1.849249371270758e-01
  -4.612013242117023e+02  1.455803103469295e+00 -1.490045070900043e+00  1.850822233411243e-01
  -4.618946883721558e+02  1.454758882230857e+00 -1.494422923994142e+00  1.850665067321914e-01
  -4.618272087459692e+02  1.455152095535407e+00 -1.493981759993632e+00  1.850776539803771e-01
  -4.605722878402271e+02  1.455103991113467e+00 -1.488187495517213e+00  1.850485200974158e-01
  -4.605722878402271e+02  1.455103991113467e+00 -1.488187495517213e+00  1.850485200974158e-01
  -4.598394889497690e+02  1.453667376322036e+00 -1.487227899993135e+00  1.849964139707233e-01
  -4.598394889497690e+02  1.453667376322036e+00 -1.487227899993135e+00  1.849964139707233e-01
  -4.598394889497690e+02  1.453667376322036e+00 -1.487227899993135e+00  1.849964139707233e-01
  -4.630862650638148e+02  1.451737500733191e+00 -1.506353458056738e+00  1.850245790249098e-01
  -4.666438960463973e+02  1.451907969082850e+00 -1.520969591199182e+00  1.851015047776826e-01
  -4.666438960463973e+02  1.451907969082850e+00 -1.520969591199182e+00  1.851015047776826e-01
  -4.646597739408081e+02  1.466694918481158e+00 -1.484736249882485e+00  1.854121166435408e-01
  -4.586336271660859e+02  1.448964613489854e+00 -1.482609782126972e+00  1.848146377229780e-01
  -4.586336271660859e+02  1.448964613489854e+00 -1.482609782126972e+00  1.848146377229780e-01
  -4.586669799506519e+02  1.449069797714625e+00 -1.482621830747968e+00  1.848181785289523e-01
  -4.599231189588172e+02  1.444723331604478e+00 -1.481548739149244e+00  1.846729873204535e-01
  -4.599231189588172e+02  1.444723331604478e+00 -1.481548739149244e+00  1.846729873204535e-01
  -4.599231189588172e+02  1.444723331604478e+00 -1.481548739149244e+00  1.846729873204535e-01
  -4.584851501344423e+02  1.449587674366712e+00 -1.480971589999357e+00  1.848241096240196e-01
  -4.584851501344423e+02  1.449587674366712e+00 -1.480971589999357e+00  1.848241096240196e-01
  -4.584851501344423e+02  1.449587674366712e+00 -1.480971589999357e+00  1.848241096240196e-01
  -4.584851501344423e+02  1.449587674366712e+00 -1.480971589999357e+00  1.848241096240196e-01
  -4.584851501344423e+02  1.449587674366712e+00 -1.480971589999357e+00  1.848241096240196e-01
  -4.624499710468872e+02  1.469780700386302e+00 -1.490945155723360e+00  1.855407300696902e-01
  -4.628929344374470e+02  1.459494853998019e+00 -1.481872560579155e+00  1.851668570858777e-01
  -4.640878166605484e+02  1.459495590686558e+00 -1.494520262629340e+00  1.852254233764483e-01
  -4.582029564027138e+02  1.450501725193790e+00 -1.482442055181468e+00  1.848649502889007e-01
  -4.582029564027138e+02  1.450501725193790e+00 -1.482442055181468e+00  1.848649502889007e-01
  -4.595450427465941e+02  1.449872380496603e+00 -1.483287066834122e+00  1.848475324443086e-01
  -4.595450427465941e+02  1.449872380496603e+00 -1.483287066834122e+00  1.848475324443086e-01
  -4.595450427465941e+02  1.449872380496603e+00 -1.483287066834122e+00  1.848475324443086e-01
  -4.584546977439323e+02  1.451132218608829e+00 -1.482838619941734e+00  1.848865336866307e-01
  -4.584546977439323e+02  1.451132218608829e+00 -1.482838619941734e+00  1.848865336866307e-01
  -4.582641090976969e+02  1.451154935779545e+00 -1.483077282029358e+00  1.848890310182244e-01
  -4.582641090976969e+02  1.451154935779545e+00 -1.483077282029358e+00  1.848890310182244e-01
  -4.582641090976969e+02  1.451154935779545e+00 -1.483077282029358e+00  1.848890310182244e-01
  -4.582641090976969e+02  1.451154935779545e+00 -1.483077282029358e+00  1.848890310182244e-01
  -4.580022928561521e+02  1.450785503790959e+00 -1.482724835594678e+00  1.848753813988699e-01
  -4.580022928561521e+02  1.450785503790959e+00 -1.482724835594678e+00  1.848753813988699e-01
  -4.580022928561521e+02  1.450785503790959e+00 -1.482724835594678e+00  1.848753813988699e-01
  -4.580022928561521e+02  1.450785503790959e+00 -1.482724835594678e+00  1.848753813988699e-01
  -4.580022928561521e+02  1.450785503790959e+00 -1.482724835594678e+00  1.848753813988699e-01
  -4.579485404381031e+02  1.450601086541988e+00 -1.482805792093757e+00  1.848693657951374e-01
  -4.579485404381031e+02  1.450601086541988e+00 -1.482805792093757e+00  1.848693657951374e-01
  -4.579485404381031e+02  1.450601086541988e+00 -1.482805792093757e+00  1.848693657951374e-01
  -4.580130166528995e+02  1.450373814149046e+00 -1.482724191062644e+00  1.848615625541727e-01
  -4.580231877383072e+02  1.451022138293189e+00 -1.482229671618418e+00  1.848812467123211e-01
  -4.579137912675442e+02  1.450970120972730e+00 -1.481775250457469e+00  1.848771527447702e-01
  -4.577408745087720e+02  1.450701825737535e+00 -1.481250115253942e+00  1.848652910008106e-01
  -4.577408745087720e+02  1.450701825737535e+00 -1.481250115253942e+00  1.848652910008106e-01
  -4.575904495812796e+02  1.450439014501530e+00 -1.481200525869688e+00  1.848557144592824e-01
  -4.572866689072486e+02  1.450120894060547e+00 -1.480390084651366e+00  1.848402758408081e-01
  -4.572866689072486e+02  1.450120894060547e+00 -1.480390084651366e+00  1.848402758408081e-01
  -4.572866689072486e+02  1.450120894060547e+00 -1.480390084651366e+00  1.848402758408081e-01
  -4.572866689072486e+02  1.450120894060547e+00 -1.480390084651366e+00  1.848402758408081e-01
  -4.582550955001091e+02  1.450661768707553e+00 -1.479270015992808e+00  1.848515523032480e-01
  -4.582550955001091e+02  1.450661768707553e+00 -1.479270015992808e+00  1.848515523032480e-01
  -4.570457962190068e+02  1.450028437735874e+00 -1.479255865916185e+00  1.848314409937537e-01
  -4.570457962190068e+02  1.450028437735874e+00 -1.479255865916185e+00  1.848314409937537e-01
  -4.570457962190068e+02  1.450028437735874e+00 -1.479255865916185e+00  1.848314409937537e-01
  -4.570457962190068e+02  1.450028437735874e+00 -1.479255865916185e+00  1.848314409937537e-01
  -4.570457962190068e+02  1.450028437735874e+00 -1.479255865916185e+00  1.848314409937537e-01
  -4.570457962190068e+02  1.450028437735874e+00 -1.479255865916185e+00  1.848314409937537e-01
  -4.570457962190068e+02  1.450028437735874e+00 -1.479255865916185e+00  1.848314409937537e-01
  -4.622748389765927e+02  1.452217495108672e+00 -1.495265493136186e+00  1.849885330099640e-01
  -4.622748389765927e+02  1.452217495108672e+00 -1.495265493136186e+00  1.849885330099640e-01
  -4.622748389765927e+02  1.452217495108672e+00 -1.495265493136186e+00  1.849885330099640e-01
  -4.632732005141772e+02  1.451060387365962e+00 -1.506502866999225e+00  1.850032258015251e-01
  -4.632732005141772e+02  1.451060387365962e+00 -1.506502866999225e+00  1.850032258015251e-01
  -4.620763357662541e+02  1.453072575842438e+00 -1.483473421537273e+00  1.849540916167575e-01
  -4.592579642731478e+02  1.445976319472456e+00 -1.479876229586427e+00  1.847048735927342e-01
  -4.592579642731478e+02  1.445976319472456e+00 -1.479876229586427e+00  1.847048735927342e-01
  -4.592579642731478e+02  1.445976319472456e+00 -1.479876229586427e+00  1.847048735927342e-01
  -4.592579642731478e+02  1.445976319472456e+00 -1.479876229586427e+00  1.847048735927342e-01
  -4.592482023370116e+02  1.445989644442453e+00 -1.479874511979333e+00  1.847052994431936e-01
  -4.592154272539487e+02  1.447960249571009e+00 -1.481221863052243e+00  1.847772823820838e-01
  -4.592154272539487e+02  1.447960249571009e+00 -1.481221863052243e+00  1.847772823820838e-01
  -4.614814258345518e+02  1.444755318025522e+00 -1.481814310426012e+00  1.846730601068973e-01
  -4.590628107568368e+02  1.450208551910432e+00 -1.486065265317426e+00  1.848700953846009e-01
  -4.599620166030150e+02  1.450212210780533e+00 -1.487318474097772e+00  1.848756250815422e-01
  -4.599620166030150e+02  1.450212210780533e+00 -1.487318474097772e+00  1.848756250815422e-01
  -4.599620166030150e+02  1.450212210780533e+00 -1.487318474097772e+00  1.848756250815422e-01
  -4.599620166030150e+02  1.450212210780533e+00 -1.487318474097772e+00  1.848756250815422e-01
  -4.624176021870963e+02  1.457108502311472e+00 -1.495132530741094e+00  1.851481918318214e-01
  -4.622967726704229e+02  1.458838675970297e+00 -1.491460098540988e+00  1.851872427760932e-01
  -4.622967726704229e+02  1.458838675970297e+00 -1.491460098540988e+00  1.851872427760932e-01
  -4.628296273440951e+02  1.461783267965993e+00 -1.493398024305428e+00  1.852936532774629e-01
  -4.628296273440951e+02  1.461783267965993e+00 -1.493398024305428e+00  1.852936532774629e-01
  -4.622426235303373e+02  1.461223906955302e+00 -1.490126333308206e+00  1.852594395657335e-01
  -4.585099723605828e+02  1.450762771998602e+00 -1.481493366757439e+00  1.848697617049861e-01
  -4.588382561022808e+02  1.449905965938665e+00 -1.480346985592822e+00  1.848347289107375e-01
  -4.588382561022808e+02  1.449905965938665e+00 -1.480346985592822e+00  1.848347289107375e-01
  -4.598725240617357e+02  1.455496819251889e+00 -1.481367326288290e+00  1.850279648664580e-01
  -4.600006488407441e+02  1.456633874622035e+00 -1.480684387695791e+00  1.850629681232894e-01
  -4.586803358249557e+02  1.454180021616492e+00 -1.479557822782535e+00  1.849764665726442e-01
  -4.596834987433203e+02  1.453811911768788e+00 -1.486227254363259e+00  1.849959882427751e-01
  -4.596834987433203e+02  1.453811911768788e+00 -1.486227254363259e+00  1.849959882427751e-01
  -4.601389339359891e+02  1.454361102424771e+00 -1.486956326495600e+00  1.850175030936385e-01
  -4.601389339359891e+02  1.454361102424771e+00 -1.486956326495600e+00  1.850175030936385e-01
  -4.601389339359891e+02  1.454361102424771e+00 -1.486956326495600e+00  1.850175030936385e-01
  -4.601389339359891e+02  1.454361102424771e+00 -1.486956326495600e+00  1.850175030936385e-01
  -4.602628450732912e+02  1.455081443018128e+00 -1.486565604783636e+00  1.850399467988977e-01
  -4.602628450732912e+02  1.455081443018128e+00 -1.486565604783636e+00  1.850399467988977e-01
  -4.609101132100263e+02  1.457666952931169e+00 -1.485923486008621e+00  1.851232667143151e-01
  -4.611488715144025e+02  1.458307906451366e+00 -1.485873269791735e+00  1.851445740180359e-01
  -4.604180914276825e+02  1.455924889932545e+00 -1.484299073647426e+00  1.850566542624415e-01
  -4.599958959035893e+02  1.447310330391067e+00 -1.484985403784953e+00  1.847720129479132e-01
  -4.585868950507764e+02  1.450404693420908e+00 -1.485373205433974e+00  1.848760133267921e-01
  -4.586664869299867e+02  1.450684709230578e+00 -1.485620808144200e+00  1.848868194058554e-01
  -4.586664869299867e+02  1.450684709230578e+00 -1.485620808144200e+00  1.848868194058554e-01
  -4.586664869299867e+02  1.450684709230578e+00 -1.485620808144200e+00  1.848868194058554e-01
  -4.585891801695524e+02  1.450944726316490e+00 -1.485273850782780e+00  1.848938063743469e-01
  -4.591467835196515e+02  1.450128142669884e+00 -1.484798188510063e+00  1.848635916833379e-01
  -4.591467835196515e+02  1.450128142669884e+00 -1.484798188510063e+00  1.848635916833379e-01
  -4.588813718939800e+02  1.451508403085821e+00 -1.484998645496910e+00  1.849104932525061e-01
  -4.593014614060602e+02  1.452161904756302e+00 -1.483781168318913e+00  1.849262963044141e-01
  -4.593014614060602e+02  1.452161904756302e+00 -1.483781168318913e+00  1.849262963044141e-01
  -4.593548908584352e+02  1.452477483065377e+00 -1.484478186947374e+00  1.849408038168533e-01
  -4.593548908584352e+02  1.452477483065377e+00 -1.484478186947374e+00  1.849408038168533e-01
  -4.593548908584352e+02  1.452477483065377e+00 -1.484478186947374e+00  1.849408038168533e-01
  -4.589292581789294e+02  1.451942749609661e+00 -1.484805749515939e+00  1.849246231320322e-01
  -4.583822745571949e+02  1.450788922088794e+00 -1.484796975029938e+00  1.848853274928846e-01
  -4.583822745571949e+02  1.450788922088794e+00 -1.484796975029938e+00  1.848853274928846e-01
  -4.583822745571949e+02  1.450788922088794e+00 -1.484796975029938e+00  1.848853274928846e-01
  -4.595430323583067e+02  1.451800243139490e+00 -1.489038048070345e+00  1.849415653251104e-01
  -4.609354622453733e+02  1.452371486464713e+00 -1.494821874025195e+00  1.849898823817267e-01
  -4.597257684208964e+02  1.454313385211548e+00 -1.484999402161902e+00  1.850064764246424e-01
  -4.597257684208964e+02  1.454313385211548e+00 -1.484999402161902e+00  1.850064764246424e-01
  -4.599666615651238e+02  1.454705518507069e+00 -1.485734234381120e+00  1.850233528136634e-01
  -4.597122513079555e+02  1.454139273000937e+00 -1.485488037105571e+00  1.850031237667686e-01
  -4.597122513079555e+02  1.454139273000937e+00 -1.485488037105571e+00  1.850031237667686e-01
  -4.652284033365962e+02  1.452826617850955e+00 -1.486621618391838e+00  1.849691732915104e-01
  -4.621261539494932e+02  1.459192833977546e+00 -1.490224299196170e+00  1.851936447082601e-01
  -4.631334119650869e+02  1.461917975957129e+00 -1.494390234698697e+00  1.853012284865011e-01
  -4.619391550418967e+02  1.443788347238140e+00 -1.481597582065525e+00  1.846451256024620e-01
  -4.595753027138886e+02  1.448183701660236e+00 -1.479462572977388e+00  1.847770404570840e-01
  -4.595753027138886e+02  1.448183701660236e+00 -1.479462572977388e+00  1.847770404570840e-01
  -4.598207723985283e+02  1.447508816977629e+00 -1.482013935288292e+00  1.847631765735118e-01
  -4.598207723985283e+02  1.447508816977629e+00 -1.482013935288292e+00  1.847631765735118e-01
  -4.598207723985283e+02  1.447508816977629e+00 -1.482013935288292e+00  1.847631765735118e-01
  -4.587847873375913e+02  1.448508779036125e+00 -1.482115510073761e+00  1.847962908508600e-01
  -4.587847873375913e+02  1.448508779036125e+00 -1.482115510073761e+00  1.847962908508600e-01
  -4.587847873375913e+02  1.448508779036125e+00 -1.482115510073761e+00  1.847962908508600e-01
  -4.587847873375913e+02  1.448508779036125e+00 -1.482115510073761e+00  1.847962908508600e-01
  -4.598364063264758e+02  1.452521417343281e+00 -1.483084837896577e+00  1.849387722943389e-01
  -4.598364063264758e+02  1.452521417343281e+00 -1.483084837896577e+00  1.849387722943389e-01
  -4.596870058842034e+02  1.452496293465904e+00 -1.482940436579024e+00  1.849370945198266e-01
  -4.594022845150174e+02  1.452230342864375e+00 -1.482759392902440e+00  1.849269182729633e-01
  -4.594022845150174e+02  1.452230342864375e+00 -1.482759392902440e+00  1.849269182729633e-01
  -4.606463486500568e+02  1.452522301064297e+00 -1.483911881735497e+00  1.849434023247346e-01
  -4.606463486500568e+02  1.452522301064297e+00 -1.483911881735497e+00  1.849434023247346e-01
  -4.606463486500568e+02  1.452522301064297e+00 -1.483911881735497e+00  1.849434023247346e-01
  -4.606463486500568e+02  1.452522301064297e+00 -1.483911881735497e+00  1.849434023247346e-01
  -4.609396521791966e+02  1.452613576467996e+00 -1.484084797504986e+00  1.849475382711620e-01
  -4.609105054470863e+02  1.452601304221895e+00 -1.484061463033766e+00  1.849469893128021e-01
  -4.609367669819840e+02  1.452735728394251e+00 -1.484157829967012e+00  1.849520387828259e-01
  -4.614199375761949e+02  1.453043758453000e+00 -1.483397244452756e+00  1.849591417260172e-01
  -4.628203706437207e+02  1.451990567920097e+00 -1.480136645913829e+00  1.848996305630852e-01
  -4.628203706437207e+02  1.451990567920097e+00 -1.480136645913829e+00  1.848996305630852e-01
  -4.628203706437207e+02  1.451990567920097e+00 -1.480136645913829e+00  1.848996305630852e-01
  -4.628203706437207e+02  1.451990567920097e+00 -1.480136645913829e+00  1.848996305630852e-01
  -4.628203706437207e+02  1.451990567920097e+00 -1.480136645913829e+00  1.848996305630852e-01
  -4.582828850853639e+02  1.449654794961173e+00 -1.480467449773671e+00  1.848237998499298e-01
  -4.582828850853639e+02  1.449654794961173e+00 -1.480467449773671e+00  1.848237998499298e-01
  -4.582828850853639e+02  1.449654794961173e+00 -1.480467449773671e+00  1.848237998499298e-01
  -4.582828850853639e+02  1.449654794961173e+00 -1.480467449773671e+00  1.848237998499298e-01
  -4.577782337184320e+02  1.450323155508824e+00 -1.481982741700187e+00  1.848546164922591e-01
  -4.573046710739594e+02  1.450103722507162e+00 -1.480188704727478e+00  1.848380962157820e-01
  -4.573166394971437e+02  1.450093836334282e+00 -1.480205937913988e+00  1.848377940964649e-01
  -4.573166394971437e+02  1.450093836334282e+00 -1.480205937913988e+00  1.848377940964649e-01
  -4.573166394971437e+02  1.450093836334282e+00 -1.480205937913988e+00  1.848377940964649e-01
  -4.573166394971437e+02  1.450093836334282e+00 -1.480205937913988e+00  1.848377940964649e-01
  -4.580009218892301e+02  1.450323884900320e+00 -1.480379402136123e+00  1.848457093797835e-01
  -4.587258699988248e+02  1.452318547137360e+00 -1.481272292850746e+00  1.849194511141478e-01
  -4.587258699988248e+02  1.452318547137360e+00 -1.481272292850746e+00  1.849194511141478e-01
  -4.581350095099297e+02  1.451630474780680e+00 -1.481905254716324e+00  1.848999592273802e-01
  -4.581350095099297e+02  1.451630474780680e+00 -1.481905254716324e+00  1.848999592273802e-01
  -4.581350095099297e+02  1.451630474780680e+00 -1.481905254716324e+00  1.848999592273802e-01
  -4.582390132501073e+02  1.450768880975716e+00 -1.482096199622287e+00  1.848725098039417e-01
  -4.591049969748216e+02  1.451344189527513e+00 -1.484444524895470e+00  1.849044417266179e-01
  -4.590324824852331e+02  1.452067615735846e+00 -1.484644662260580e+00  1.849297994371162e-01
  -4.588913733632701e+02  1.452630392120794e+00 -1.483552154531250e+00  1.849433858941267e-01
  -4.590996744900718e+02  1.451860015659285e+00 -1.482245939023850e+00  1.849115480261748e-01
  -4.590996744900718e+02  1.451860015659285e+00 -1.482245939023850e+00  1.849115480261748e-01
  -4.590996744900718e+02  1.451860015659285e+00 -1.482245939023850e+00  1.849115480261748e-01
  -4.590996744900718e+02  1.451860015659285e+00 -1.482245939023850e+00  1.849115480261748e-01
  -4.590996744900718e+02  1.451860015659285e+00 -1.482245939023850e+00  1.849115480261748e-01
  -4.588478252471066e+02  1.451142483409433e+00 -1.481179621799273e+00  1.848816280390241e-01
  -4.588478252471066e+02  1.451142483409433e+00 -1.481179621799273e+00  1.848816280390241e-01
  -4.588478252471066e+02  1.451142483409433e+00 -1.481179621799273e+00  1.848816280390241e-01
  -4.588478252471066e+02  1.451142483409433e+00 -1.481179621799273e+00  1.848816280390241e-01
  -4.588478252471066e+02  1.451142483409433e+00 -1.481179621799273e+00  1.848816280390241e-01
  -4.589456775573091e+02  1.449931164566677e+00 -1.482033778779825e+00  1.848394948086315e-01
  -4.589456775573091e+02  1.449931164566677e+00 -1.482033778779825e+00  1.848394948086315e-01
  -4.589456775573091e+02  1.449931164566677e+00 -1.482033778779825e+00  1.848394948086315e-01
  -4.589456775573091e+02  1.449931164566677e+00 -1.482033778779825e+00  1.848394948086315e-01
  -4.589456775573091e+02  1.449931164566677e+00 -1.482033778779825e+00  1.848394948086315e-01
  -4.589456775573091e+02  1.449931164566677e+00 -1.482033778779825e+00  1.848394948086315e-01
  -4.610743118612414e+02  1.440512514706730e+00 -1.478887526516383e+00  1.845210883010321e-01
  -4.610743118612414e+02  1.440512514706730e+00 -1.478887526516383e+00  1.845210883010321e-01
  -4.610743118612414e+02  1.440512514706730e+00 -1.478887526516383e+00  1.845210883010321e-01
  -4.599461326811892e+02  1.445840781234289e+00 -1.482058357453898e+00  1.847128562205847e-01
  -4.599461326811892e+02  1.445840781234289e+00 -1.482058357453898e+00  1.847128562205847e-01
  -4.599461326811892e+02  1.445840781234289e+00 -1.482058357453898e+00  1.847128562205847e-01
  -4.598851970387759e+02  1.445801828547929e+00 -1.481974059866003e+00  1.847111299605151e-01
  -4.586747896098118e+02  1.451468344520244e+00 -1.481307346195907e+00  1.848900070542487e-01
  -4.589192172593854e+02  1.451799897526586e+00 -1.481199352458595e+00  1.849007670788225e-01
  -4.589192172593854e+02  1.451799897526586e+00 -1.481199352458595e+00  1.849007670788225e-01
  -4.590429103351165e+02  1.452082337194150e+00 -1.481265411295800e+00  1.849108208672086e-01
  -4.590429103351165e+02  1.452082337194150e+00 -1.481265411295800e+00  1.849108208672086e-01
  -4.590429103351165e+02  1.452082337194150e+00 -1.481265411295800e+00  1.849108208672086e-01
  -4.590429103351165e+02  1.452082337194150e+00 -1.481265411295800e+00  1.849108208672086e-01
  -4.590429103351165e+02  1.452082337194150e+00 -1.481265411295800e+00  1.849108208672086e-01
  -4.590429103351165e+02  1.452082337194150e+00 -1.481265411295800e+00  1.849108208672086e-01
  -4.593805849253361e+02  1.452219516963617e+00 -1.481426285228347e+00  1.849160961309328e-01
  -4.597833689616465e+02  1.452489542456155e+00 -1.481664598705716e+00  1.849263343205093e-01
  -4.597833689616465e+02  1.452489542456155e+00 -1.481664598705716e+00  1.849263343205093e-01
  -4.597833689616465e+02  1.452489542456155e+00 -1.481664598705716e+00  1.849263343205093e-01
  -4.591712922713692e+02  1.452080614765722e+00 -1.481421348231734e+00  1.849114377987002e-01
  -4.596868608408836e+02  1.452949766678539e+00 -1.481578154318286e+00  1.849418843549422e-01
  -4.596868608408836e+02  1.452949766678539e+00 -1.481578154318286e+00  1.849418843549422e-01
  -4.596868608408836e+02  1.452949766678539e+00 -1.481578154318286e+00  1.849418843549422e-01
  -4.596096638234883e+02  1.452496207728623e+00 -1.481547567738531e+00  1.849261110322297e-01
  -4.596096638234883e+02  1.452496207728623e+00 -1.481547567738531e+00  1.849261110322297e-01
  -4.615596166952599e+02  1.453709624421429e+00 -1.480076750323603e+00  1.849591693214731e-01
  -4.613062711431932e+02  1.454062307037935e+00 -1.494398013180827e+00  1.850445072096067e-01
  -4.609051310308505e+02  1.452460070607991e+00 -1.492180043536753e+00  1.849808102893077e-01
  -4.648638291782780e+02  1.451924920403661e+00 -1.514532197432283e+00  1.850701689134956e-01
  -4.624669496069856e+02  1.451565727187102e+00 -1.503611821872508e+00  1.850045833207152e-01
  -4.662406039942695e+02  1.453155746495258e+00 -1.502113830082726e+00  1.850549298692915e-01
  -4.624669496069857e+02  1.451565727187102e+00 -1.503611821872508e+00  1.850045833207152e-01
  -4.624669496069857e+02  1.451565727187102e+00 -1.503611821872508e+00  1.850045833207152e-01
  -4.609902941039928e+02  1.450633035767331e+00 -1.495426679037918e+00  1.849344279430115e-01
  -4.608758433865187e+02  1.441293817130188e+00 -1.479390696958032e+00  1.845506203061225e-01
  -4.639325247505375e+02  1.462633479516337e+00 -1.494483693998778e+00  1.853246466152382e-01
  -4.606017097926201e+02  1.451069251618562e+00 -1.488689192109373e+00  1.849168211032628e-01
  -4.598600302043482e+02  1.452356460511736e+00 -1.489557704466658e+00  1.849633688828504e-01
  -4.598600302043482e+02  1.452356460511736e+00 -1.489557704466658e+00  1.849633688828504e-01
  -4.598600302043482e+02  1.452356460511736e+00 -1.489557704466658e+00  1.849633688828504e-01
  -4.595334826463073e+02  1.453966751079107e+00 -1.484912477775886e+00  1.849945412148323e-01
  -4.596343251255540e+02  1.454160926554830e+00 -1.484757730254554e+00  1.850013747945974e-01
  -4.594877254903137e+02  1.454460296419514e+00 -1.483729032613503e+00  1.850062451782903e-01
  -4.594877254903137e+02  1.454460296419514e+00 -1.483729032613503e+00  1.850062451782903e-01
  -4.594295551936219e+02  1.454190706092746e+00 -1.483897507676144e+00  1.849979703627876e-01
  -4.592963420470422e+02  1.453455890039041e+00 -1.484796933600348e+00  1.849769606826071e-01
  -4.592963420470422e+02  1.453455890039041e+00 -1.484796933600348e+00  1.849769606826071e-01
  -4.592963420470422e+02  1.453455890039041e+00 -1.484796933600348e+00  1.849769606826071e-01
  -4.605418829227171e+02  1.454075258348179e+00 -1.486690929060904e+00  1.850088784436681e-01
  -4.604702859551397e+02  1.455131023013166e+00 -1.486579571906957e+00  1.850433052525002e-01
  -4.604702859551397e+02  1.455131023013166e+00 -1.486579571906957e+00  1.850433052525002e-01
  -4.598602224565359e+02  1.453736043809103e+00 -1.486606328579304e+00  1.849946960541060e-01
  -4.598602224565359e+02  1.453736043809103e+00 -1.486606328579304e+00  1.849946960541060e-01
  -4.596567600625125e+02  1.453922235925110e+00 -1.484997858956610e+00  1.849930686887676e-01
  -4.596567600625125e+02  1.453922235925110e+00 -1.484997858956610e+00  1.849930686887676e-01
  -4.599140109064238e+02  1.454473593806621e+00 -1.486273209041137e+00  1.850188254814009e-01
  -4.622224457049002e+02  1.459888625902074e+00 -1.487647630693175e+00  1.852028536536017e-01
  -4.602488631345242e+02  1.468398136367925e+00 -1.480137630844786e+00  1.854501257211937e-01
  -4.602488631345242e+02  1.468398136367925e+00 -1.480137630844786e+00  1.854501257211937e-01
  -4.602488631345242e+02  1.468398136367925e+00 -1.480137630844786e+00  1.854501257211937e-01
  -4.602488631345242e+02  1.468398136367925e+00 -1.480137630844786e+00  1.854501257211937e-01
  -4.602488631345242e+02  1.468398136367925e+00 -1.480137630844786e+00  1.854501257211937e-01
  -4.602488631345242e+02  1.468398136367925e+00 -1.480137630844786e+00  1.854501257211937e-01
  -4.602488631345242e+02  1.468398136367925e+00 -1.480137630844786e+00  1.854501257211937e-01
  -4.604892351263529e+02  1.466776361313521e+00 -1.480063469534134e+00  1.853957964416849e-01
  -4.584188885762178e+02  1.448909487465618e+00 -1.480926247601828e+00  1.848055825730333e-01
  -4.581943945995594e+02  1.448656099644420e+00 -1.480140616088770e+00  1.847938050270179e-01
  -4.606776080643983e+02  1.465477115472920e+00 -1.481628377190895e+00  1.853602654338336e-01
  -4.606776080643983e+02  1.465477115472920e+00 -1.481628377190895e+00  1.853602654338336e-01
  -4.606776080643983e+02  1.465477115472920e+00 -1.481628377190895e+00  1.853602654338336e-01
  -4.605458102182826e+02  1.466972957328175e+00 -1.481889292867863e+00  1.854115093311347e-01
  -4.605458102182826e+02  1.466972957328175e+00 -1.481889292867863e+00  1.854115093311347e-01
  -4.608291239136303e+02  1.461555323340524e+00 -1.481306157466402e+00  1.852289114341422e-01
  -4.603625511451752e+02  1.464661691640215e+00 -1.479218088932317e+00  1.853216817006048e-01
  -4.603625511451752e+02  1.464661691640215e+00 -1.479218088932317e+00  1.853216817006048e-01
  -4.603625511451752e+02  1.464661691640215e+00 -1.479218088932317e+00  1.853216817006048e-01
  -4.603625511451752e+02  1.464661691640215e+00 -1.479218088932317e+00  1.853216817006048e-01
  -4.603625511451752e+02  1.464661691640215e+00 -1.479218088932317e+00  1.853216817006048e-01
  -4.604043864917816e+02  1.465625179306368e+00 -1.479194405958873e+00  1.853534817573524e-01
  -4.607349664530165e+02  1.464191356483137e+00 -1.481598305005151e+00  1.853171877071664e-01
  -4.607707216394745e+02  1.463218580089040e+00 -1.481537541581414e+00  1.852844747064290e-01
  -4.607707216394745e+02  1.463218580089040e+00 -1.481537541581414e+00  1.852844747064290e-01
  -4.593619212854298e+02  1.448144042906214e+00 -1.484228782924567e+00  1.847955126000020e-01
  -4.603222750508799e+02  1.446538162729789e+00 -1.484962363019319e+00  1.847470570011839e-01
